video,cp,dg,G_continue,best,dg_project
LC_dv21_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,450500.7820344879,470808.46960918634,brake,15876.646651644787
LC_dv21_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,106125.82036051713,126434.4224236791,brake,217152.51071961672
LC_dv21_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,116246.11044082584,136884.2418223053,brake,214625.26228134258
LC_dv21_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,120965.54669129712,144703.0345059725,brake,210365.83857201197
LC_dv21_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,125533.5638873264,155744.3690666217,brake,206119.29360757687
LC_dv21_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,77302.91456138973,97610.51456138972,brake,18584.513302389714
LC_dv21_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,100540.85061206284,120848.45301347192,brake,216174.41777018917
LC_dv21_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,114368.87455928893,135036.98184443405,brake,216511.48832873875
LC_dv21_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,21398899.43664513,21405816.969386373,ease_off,24786.053227506847
LC_dv21_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,78167.09860441348,98474.69860441347,brake,191124.50396210593
LC_dv21_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,93658.0545662336,113965.65456623358,brake,204558.89639937496
LC_dv21_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,607273.9750831145,627790.4668887417,brake,7309.176635195447
LC_dv21_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,131134.84283219534,155784.07971126496,brake,159871.01796921584
LC_dv21_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,139405.52063924656,168970.64512576093,brake,137566.09747405836
LC_dv21_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,139637.66041745216,172719.73259484163,brake,127898.76227835086
LC_dv21_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,115698.45153485777,186645.82892052952,brake_hard,113079.99380069597
LC_dv21_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,6854550.907490421,6874865.488675746,brake,13440.242691543885
LC_dv21_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,120319.85576033089,141621.08560837148,brake,203125.58323478675
LC_dv21_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,127013.24823353649,151204.28763534443,brake,197242.67929103805
