video,cp,dg,G_continue,best,dg_project
LC_dv28_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,1285569.7261977063,1305877.8494403758,brake,20730.733746572474
LC_dv28_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,138225.0913531086,159316.98632261757,brake,245900.55934611964
LC_dv28_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,145595.2020011865,174718.25134576706,brake,241109.76700589314
LC_dv28_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,148300.24367999012,188029.93721747896,brake,235207.75100135713
LC_dv28_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,151875.60935781227,196548.7973955138,brake,227021.67071392445
LC_dv28_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,2573436.4447200135,2591228.204682699,ease_off,19013.77230393476
LC_dv28_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,134409.17194663442,154716.86993252617,brake,247073.7586811103
LC_dv28_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,145181.43285713313,176004.65522245088,brake,247443.88886997037
LC_dv28_Tlc2p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,539059.866438873,548118.361509847,ease_off,24025.03635603134
LC_dv28_Tlc2p0_TTC06_CP2_S5p333_E15p333.mp4,CP2,99190.4943551398,119498.0943551398,brake,211946.60249879592
LC_dv28_Tlc2p0_TTC06_CP4_S5p933_E15p933.mp4,CP4,124830.3720822571,145137.9720822571,brake,231566.64167255143
LC_dv28_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,8273111.2563838465,8294532.876712916,brake,7595.698538572455
LC_dv28_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,160037.2884610872,195311.80562395838,brake,161364.51101404522
LC_dv28_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,159854.87904837623,203163.28381329827,brake,157606.13207045506
LC_dv28_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,140970.2864535684,217603.9367335243,brake_hard,150623.7691319888
LC_dv28_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,150166.17343916313,231958.92644391122,brake_hard,153099.6535753968
LC_dv28_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,90791037.00412796,90811553.88528098,brake,15597.553041441613
LC_dv28_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,148502.63291101824,177017.82207758058,brake,224482.27061983323
LC_dv28_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,154156.45709730388,189575.48568117188,brake,214880.65021949878
LC_dv28_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,158578.12608584357,200368.36342062402,brake,205750.74738491751
LC_dv28_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,163753.97738421816,212864.8073815863,brake,194843.50954170304
LC_dv28_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,1829903.8023331,1850212.1625177313,brake,21117.405400726715
LC_dv28_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,135374.01464733278,156113.99698876118,brake,245534.87213442937
LC_dv28_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,144122.6739638725,169066.24063295333,brake,241348.23264867504
LC_dv28_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,146876.00549110014,179261.67974661486,brake,235346.2998931827
LC_dv28_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,151196.27261925137,192189.46205817384,brake,227322.96098472824
LC_dv28_Tlc3p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,11726470.554874882,11735595.387227934,ease_off,23955.49562601094
LC_dv28_Tlc3p0_TTC06_CP3_S5p633_E15p633.mp4,CP3,102270.03608189442,122577.63608189441,brake,215668.0119290701
LC_dv28_Tlc3p0_TTC06_CP5_S6p233_E16p233.mp4,CP5,127484.99157819372,147792.5915781937,brake,237678.0922556926
LC_dv28_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,15687.16866084822,21152.685006292824,ease_off,20782.286172555985
LC_dv28_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,87823.09325473808,108130.69325473807,brake,164968.6833206444
LC_dv28_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,104656.68508971557,124964.28508971556,brake,196659.8572800971
LC_dv28_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,83354154.69082436,83376153.3879091,brake,6905.994575972298
LC_dv28_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,160453.96149733855,196813.70803970308,brake,153541.17832776802
LC_dv28_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,158660.7225855202,204508.85498982808,brake,142463.39234677554
LC_dv28_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,141431.81047837157,217009.03328258434,brake_hard,135529.0506659557
LC_dv28_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,147783.61061957324,227250.23761405627,brake_hard,139409.5802852529
LC_dv28_Tlc4p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,3518351.2703889557,3538818.361110351,brake,16302.804653078485
LC_dv28_Tlc4p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,144320.07106382746,169911.44443485164,brake,226333.1605161585
LC_dv28_Tlc4p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,151748.16528066547,183504.82745930157,brake,217895.93335201108
LC_dv28_Tlc4p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,154018.3746409193,190121.17514202997,brake,207600.757670491
LC_dv28_Tlc4p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,161307.61190433335,204195.51630508492,brake,196791.3269937643
LC_dv28_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,1022886.8811794394,1043195.2607925251,brake,21163.710231498408
LC_dv28_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,134334.7565221339,155010.4209804742,brake,245502.56412845597
LC_dv28_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,142787.9563169778,166177.5633413408,brake,241276.25952896813
LC_dv28_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,146189.1126331939,175406.82568463913,brake,235402.36232306462
LC_dv28_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,150439.16761432862,186652.2269143801,brake,227307.03651787102
LC_dv28_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,971649.5010593653,989224.612825233,ease_off,19012.968866109997
LC_dv28_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,114733.85735980391,135041.45736816968,brake,239828.86458566683
LC_dv28_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,130692.45750523591,151000.3332342746,brake,245427.36323662946
LC_dv28_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,15934.477723785065,21401.62973982438,ease_off,20801.05391685213
LC_dv28_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,91099.49814779233,111407.09814779232,brake,174319.5902768604
LC_dv28_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,109536.1215808124,129843.72158081239,brake,211523.3999147507
LC_dv35_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,5012405.396604127,5053892.35892314,brake,6658.95519737179
LC_dv35_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,173445.44840648284,235238.63094908756,brake,193408.46913481865
LC_dv35_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,169252.39228414587,250478.636801001,brake_hard,199466.65127839692
LC_dv35_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,178016.08971444878,268862.1615570057,brake_hard,204792.21282832997
LC_dv35_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,175595.51516451914,278314.0069522138,brake_hard,192776.81240167987
LC_dv35_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,37276365.030274816,37297646.64557597,brake,19170.193533258516
LC_dv35_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,170639.96832105026,213798.49188305892,brake,236977.89854457675
LC_dv35_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,177556.38498466872,232335.90329210905,brake,234770.548416618
LC_dv35_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,179654.58243242698,244260.8806226249,brake,228612.06383811065
LC_dv35_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,177346.10728850105,257895.33741662506,brake,226541.3293638929
LC_dv35_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,2777454.0497047175,2797762.5022698757,brake,26134.698928872764
LC_dv35_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,162098.37577828672,186641.30882523942,brake,272004.3562042163
LC_dv35_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,165694.10744477616,204624.9293292866,brake,264686.6335547273
LC_dv35_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,167868.44537317666,220370.02049633831,brake,255745.49306784797
LC_dv35_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,171703.46968911553,230791.1628893877,brake,245065.02422263115
LC_dv35_Tlc2p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,2705032.988431638,2725340.588431638,brake,22791.71485047023
LC_dv35_Tlc2p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,141880.30479641366,162187.90554938265,brake,268744.7857447701
LC_dv35_Tlc2p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,168548.18158423397,195295.36202523357,brake,277109.2321301307
LC_dv35_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,566802.0063987101,574641.192823315,ease_off,20553.84910387867
LC_dv35_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,123204.72178305544,143512.32178305543,brake,201970.46663339468
LC_dv35_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,140645.73486620907,160953.33486620907,brake,230037.85237783598
LC_dv35_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,91850296.74192728,91894285.09377144,brake,5933.02518915146
LC_dv35_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,170434.34060283596,235621.22230449005,brake,180720.76887850807
LC_dv35_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,169574.73666097168,249254.39911031412,brake_hard,173817.49573929218
LC_dv35_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,178368.89007544826,264017.4464211473,brake_hard,176625.3850689893
LC_dv35_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,164361.7652597096,274900.24265893264,brake_hard,156663.03316965813
LC_dv35_Tlc3p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,4991001.528400707,5012343.415471303,brake,19372.17181531214
LC_dv35_Tlc3p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,169046.41157240656,208128.98896427438,brake,240702.2939785637
LC_dv35_Tlc3p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,173762.06197367562,220685.69902164393,brake,233493.80966125464
LC_dv35_Tlc3p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,179212.3143092987,235223.59094896604,brake,231267.37650984724
LC_dv35_Tlc3p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,179888.4111493497,245255.12031877314,brake,225354.2691596782
LC_dv35_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,4464851.675212391,4485160.574788571,brake,25361.327230706585
LC_dv35_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,161008.94655469994,186100.80777678156,brake,269114.37419526535
LC_dv35_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,165217.73794828643,201396.77705181547,brake,261752.26034838433
LC_dv35_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,167990.0624664192,213617.32127384754,brake,252485.1969670272
LC_dv35_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,172497.28932092342,228825.95541836,brake,241489.80233151233
LC_dv35_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,3738117.616184042,3758425.216184042,brake,23326.667458167485
LC_dv35_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,156776.7325746866,177342.46001872985,brake,277176.04597683717
LC_dv35_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,166003.46405257983,204337.34502695495,brake,271966.88085937453
LC_dv35_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,1098887.6326276907,1112644.1295825946,ease_off,22384.018295110578
LC_dv35_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,121040.69603871506,141348.29603871505,brake,238514.34840375674
LC_dv35_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,145917.18952944237,166224.78952944238,brake,260167.90404458807
LC_dv35_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,5340005.978144274,5378300.339344387,brake,5851.120559582363
LC_dv35_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,169828.90645426707,234226.69930321572,brake,171785.26984979628
LC_dv35_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,167894.5084769068,246260.1907923015,brake_hard,160431.8566477368
LC_dv35_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,176712.62295009845,259348.45133301435,brake_hard,163430.07063996323
LC_dv35_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,161749.22804555757,268840.4352142837,brake_hard,150463.3489714621
LC_dv35_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,56166892.631271645,56188367.926061064,brake,18447.92229178893
LC_dv35_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,169422.81225530314,209332.57313915214,brake,237483.78713800694
LC_dv35_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,175522.17732267582,222640.99899072363,brake,234049.68662651253
LC_dv35_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,177696.93485960554,229827.64886676508,brake,227919.5258297632
LC_dv35_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,176577.25435757323,246231.55740204622,brake,224855.61844965184
LC_dv35_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,3509097.362469627,3529405.815373355,brake,26133.916313845904
LC_dv35_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,158979.24912979692,181973.02138991255,brake,271796.1252645247
LC_dv35_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,163725.77091424697,195034.576888701,brake,264688.28945104446
LC_dv35_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,165936.50784952883,205831.9419726191,brake,256103.0248421224
LC_dv35_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,170436.70589459315,219495.68124977883,brake,245885.92624382832
LC_dv35_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,368905.67221702955,382639.075038676,ease_off,22385.592118580047
LC_dv35_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,130283.94840751104,150591.54840751103,brake,250754.10886161154
LC_dv35_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,153285.37095738004,173592.9713727665,brake,268304.4807992542
LC_dv35_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,17235.73860234218,24546.46437645216,ease_off,20083.884449581667
LC_dv35_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,103655.27768561819,123962.87768561818,brake,173051.6215799744
LC_dv35_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,120070.5706628322,140378.17066283218,brake,208431.12901359555
LC_dv42_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,99681328.02147026,99762610.09155135,brake_hard,7310.440233423295
LC_dv42_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,186184.75935518212,268454.1766870468,brake_hard,226050.15817254706
LC_dv42_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,198450.71824278112,289307.43374087225,brake_hard,235310.42108518654
LC_dv42_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,203579.7567886928,306136.3308692301,brake_hard,230738.16406944313
LC_dv42_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,183075.0096508649,324001.0671580655,brake_hard,201853.71875906878
LC_dv42_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,53976215.70509864,54002607.636664,brake,18650.80280407555
LC_dv42_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,188049.82671259932,248081.92754108354,brake,265502.306403852
LC_dv42_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,193489.948238256,269313.97095058236,brake,264070.162377728
LC_dv42_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,190384.05198909412,287130.46847365773,brake_hard,258803.69449723687
LC_dv42_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,197461.31062907382,299578.54480738705,brake_hard,255095.9171494706
LC_dv42_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,7282746.496497886,7303586.41530977,brake,29046.684139323435
LC_dv42_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,178727.6662176458,220235.63576065292,brake,285207.6496620735
LC_dv42_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,182464.44846118946,241365.0346886905,brake,273731.3100984185
LC_dv42_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,185103.96989365897,259054.43525965547,brake,266584.26404071104
LC_dv42_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,190415.0726802781,271173.1722963325,brake,267816.7328616751
LC_dv42_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,448204.44670565246,468512.0496951475,brake,27717.033769588023
LC_dv42_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,187685.41548926153,214725.30804941698,brake,303617.2262957027
LC_dv42_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,181726.02002333116,244560.4685287302,brake,286404.29934557853
LC_dv42_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,781594.5614555819,799924.631673762,ease_off,20860.01163012685
LC_dv42_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,142779.09051775216,163086.69051775217,brake,257440.36172633208
LC_dv42_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,183391.62056867452,203699.2212375812,brake,287915.1856328187
LC_dv42_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2236610.5860895957,2317911.7477261345,brake_hard,679.6168237241218
LC_dv42_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,189480.1567901214,272319.78925372625,brake_hard,197249.62516263104
LC_dv42_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,200473.2881253983,290281.4814910184,brake_hard,193533.5407267582
LC_dv42_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,203038.1752593685,303079.85465968266,brake_hard,191722.1935983064
LC_dv42_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,90025.09239703638,320768.2375050381,brake_hard,75692.97146137035
LC_dv42_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,8404848.782736868,8429842.014178453,brake,18528.48389425176
LC_dv42_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,187369.11613141527,244717.08440298657,brake,265404.1675834417
LC_dv42_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,192481.64158196404,261922.50095963606,brake,263831.58214936085
LC_dv42_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,188613.98045292537,276087.40126792126,brake,258429.7020429995
LC_dv42_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,195937.04683945858,293605.70857178536,brake_hard,254128.7420397557
LC_dv42_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,12956370.268268112,12977210.388861014,brake,29061.29945375563
LC_dv42_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,177940.7570104191,216539.32191734915,brake,285919.8345289736
LC_dv42_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,181163.75698161928,233883.24750034336,brake,274119.9276855454
LC_dv42_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,183788.2247546765,247610.6925421774,brake,265852.999796438
LC_dv42_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,190170.6615530395,265734.6128751569,brake,267729.6650869994
LC_dv42_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,163566.8193603216,181868.31043498122,ease_off,20870.648430884157
LC_dv42_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,158646.94308527512,178954.54308527513,brake,277705.8256871029
LC_dv42_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,189013.42701284884,209321.04034918884,brake,297443.73888749315
LC_dv42_Tlc3p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,19661.99304350785,30249.573509452326,ease_off,20332.768282516696
LC_dv42_Tlc3p0_TTC07_CP2_S5p333_E15p333.mp4,CP2,124275.65416618307,144583.25416618306,brake,193319.5275038473
LC_dv42_Tlc3p0_TTC07_CP4_S5p933_E15p933.mp4,CP4,146461.4289537176,166769.0289537176,brake,233230.0436502164
LC_dv42_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,1139703.3298741095,1221005.3883021215,brake_hard,372.5980182954081
LC_dv42_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,188304.00255794052,270616.7419333027,brake_hard,187458.76686269604
LC_dv42_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,199308.6988620266,286793.5732831576,brake_hard,180647.76051122267
LC_dv42_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,200468.75759193406,294940.93264798645,brake_hard,182991.25264067907
LC_dv42_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,88017.2636913674,314091.07305395644,brake_hard,76632.62596028112
LC_dv42_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,123008806.01617162,123035250.08779903,brake,18650.7144719995
LC_dv42_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,186806.15494733918,242923.30035232287,brake,264973.7962438058
LC_dv42_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,191764.5225873408,258205.45096869685,brake,263379.29016452556
LC_dv42_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,187803.2477006828,270431.3465146298,brake,257671.3419184821
LC_dv42_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,194433.26257304894,285938.2181642252,brake_hard,252719.28776077056
LC_dv42_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,2824392.36361509,2845232.25995558,brake,29011.215011249402
LC_dv42_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,177447.65923419865,214912.93032699075,brake,285852.94680281007
LC_dv42_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,180124.8154525199,229721.34178827488,brake,273867.0702588451
LC_dv42_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,183036.04058370946,242008.91167132754,brake,265767.06870949187
LC_dv42_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,187058.76449626873,253883.41925909673,brake,264316.4899468308
LC_dv42_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,17252904.94531281,17273212.546853665,brake,27145.92901509181
LC_dv42_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,166338.6982565631,186923.03300009947,brake,298802.74207706715
LC_dv42_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,181976.45121670968,214050.94348675394,brake,298094.7807414742
LC_dv42_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,16576.06967677403,27691.760931283236,ease_off,20427.093500385752
LC_dv42_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,134386.78723028273,154694.38723028274,brake,218534.53447028
LC_dv42_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,155935.04900139786,176242.64900139786,brake,257480.12095656493
