scenario,cell,p,n,reading,h,c_inst,c_pers,t_open,pet,d_onc,t_sep,theta_dot
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,K,6.0,1.5557577721714912,1.555731527357428,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,P,3.0,23.721178403619188,23.721178403619188,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,P,4.0,10.63349929023697,10.63349929023697,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,P,5.0,0.0,0.0,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,P,6.0,0.0,0.0,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,KP,3.0,1.5557596232698565,1.5557453013675564,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,KP,4.0,1.5557590062370683,1.555740710030847,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,KP,5.0,0.0,0.0,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.0",0.6046511627906976,172.0,KP,6.0,0.0,0.0,,2.0,70.5656210503408,2.9029999999999987,0.0055917954858787245
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,K,3.0,1.5557489519015029,1.5557380134752627,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,K,4.0,1.555747240588214,1.5557377680244548,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,K,5.0,1.5557455292749243,1.5557375225736467,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,K,6.0,1.555743817961636,1.5557372771228388,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,P,3.0,33.854178004576575,33.854178004576575,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,P,4.0,20.43938259503007,20.43938259503007,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,P,5.0,7.5875569326470105,7.5875569326470105,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,P,6.0,0.0,0.0,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,KP,3.0,1.5557489519015029,1.5557380134752627,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,KP,4.0,1.555747240588214,1.5557377680244548,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,KP,5.0,1.5557455292749243,1.5557375225736467,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 2.5",0.5058139534883721,172.0,KP,6.0,0.0,0.0,,2.5,81.14544179184097,3.705,0.004228900584846903
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,K,3.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,K,4.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,K,5.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,K,6.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,P,3.0,36.086565608768716,36.086565608768716,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,P,4.0,22.629506621692084,22.629506621692084,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,P,5.0,9.60723452940378,9.60723452940378,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,P,6.0,0.0,0.0,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,KP,3.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,KP,4.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,KP,5.0,1.5557594654687226,1.5557468493382407,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.0",0.4418604651162791,172.0,KP,6.0,0.0,0.0,,3.0,83.42481976747513,4.004,0.004001015103387749
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,K,3.0,1.5557717455421245,1.5557448600965065,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,K,4.0,1.5557697284746084,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,K,5.0,1.555767711407093,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,K,6.0,1.555765694339578,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,P,3.0,44.60893126939062,44.60893126939062,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,P,4.0,31.011061311080663,31.011061311080663,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,P,5.0,17.672960873549822,17.672960873549822,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,P,6.0,5.053754958367066,5.053754958367066,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,KP,3.0,1.5557717455421245,1.5557448600965065,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,KP,4.0,1.5557697284746084,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,KP,5.0,1.555767711407093,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 3.5",0.3372093023255814,172.0,KP,6.0,1.555765694339578,1.5557439862352644,,3.5,92.12564763852528,4.504999999999999,0.0032810155337098046
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,K,3.0,1.555764222514334,1.5557322921226207,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,K,4.0,1.555762403022051,1.5557316439496043,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,K,5.0,1.5557605835297699,1.5557309957765868,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,K,6.0,1.5557587640374868,1.5557303476035682,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,P,3.0,50.32651019749332,50.32651019749332,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,P,4.0,36.69833682360092,36.69833682360092,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,P,5.0,23.24102455624433,23.24102455624433,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,P,6.0,10.186318507333613,10.186318507333613,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,KP,3.0,1.555764222514334,1.5557322921226207,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,KP,4.0,1.555762403022051,1.5557316439496043,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,KP,5.0,1.5557605835297699,1.5557309957765868,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"50 km/h, PET 4.0",0.2558139534883721,172.0,KP,6.0,1.5557587640374868,1.5557303476035682,,4.0,98.19991253955024,4.905000000000001,0.002887716948676041
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,K,3.0,1.5557612098686557,1.5557241036069045,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,K,4.0,1.5557605975931765,1.5557241036069045,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,K,5.0,1.5557605975931765,1.5557241036069045,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,K,6.0,1.5557605975931765,1.5557241036069045,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,P,3.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,P,4.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,P,5.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,P,6.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,KP,3.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,KP,4.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,KP,5.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.0",0.7965116279069767,172.0,KP,6.0,0.0,0.0,,0.0,55.39522775581905,0.6999999999999993,0.012707677098595757
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,K,3.0,1.555781986172212,1.5557432363400152,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,K,4.0,1.555781986172212,1.5557432363400152,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,K,5.0,1.555781986172212,1.5557432363400152,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,K,6.0,1.555781986172212,1.5557432363400152,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,P,3.0,6.653745741143065,6.653745741143065,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,P,4.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,P,5.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,P,6.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,KP,3.0,1.555781986172212,1.5557432363400152,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,KP,4.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,KP,5.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
ltap,"70 km/h, PET 0.5",0.7267441860465116,172.0,KP,6.0,0.0,0.0,,0.5,68.4836511015892,1.5020000000000007,0.00831548101944114
