video,cp,dg,G_continue,dg_released
LC_dv28_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,74536.23984739801,114831.70468968926,1925774.328132034
LC_dv28_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,47031.476986752525,94022.99459687501,13041093.698963199
LC_dv28_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,9709.075519454942,30016.675519454937,2592739.0482750842
LC_dv28_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,82457.15348329283,102764.84045818493,1961934.9612793168
LC_dv28_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,41981.8501029127,67831.08469416053,777847.2035734602
LC_dv28_Tlc2p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,20440.379284571238,32051.957645764236,582934.8374779914
LC_dv28_Tlc2p0_TTC06_CP2_S5p333_E15p333.mp4,CP2,128780.15486508819,149087.75486508818,100098.6792083253
LC_dv28_Tlc2p0_TTC06_CP4_S5p933_E15p933.mp4,CP4,47137.00051520782,67444.60051520781,2958941.358907151
LC_dv28_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.0,12906.54428782982,8365624.325020794
LC_dv28_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,92447.90343312192,137423.66838636273,701744.8097084706
LC_dv28_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,140768.53249945102,211858.8802755625,3494376.252288847
LC_dv28_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,141889.14540206146,223284.40868009417,137896.92103966308
LC_dv28_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,150613.67396933094,234358.73754664804,163606.9369712209
LC_dv28_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,19107.81072728656,90939288.62829037
LC_dv28_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,176655.170455043,222289.87341039118,1770475.6611614851
LC_dv28_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,189221.81587332705,246145.90463555453,150668.53558202236
LC_dv28_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,191474.53532108848,256752.08871394265,162035.51630429082
LC_dv28_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,187736.1406468733,263128.61915019783,163676.02940686286
LC_dv28_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,5349.717322774126,25785.79117106861,2657972.772658712
LC_dv28_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,193759.1326385659,220111.3061532692,26729859.332144946
LC_dv28_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,198599.38146306368,232223.62844671946,1061123.9100759125
LC_dv28_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,193019.40062030754,232920.79269853965,228512.05645411753
LC_dv28_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,191113.40892085945,239547.7177693454,3476112.1646086904
LC_dv28_Tlc3p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,20433.10913780204,32076.06556590556,11723045.773092961
LC_dv28_Tlc3p0_TTC06_CP3_S5p633_E15p633.mp4,CP3,129511.63063213504,149819.23063213503,1178299.0032906893
LC_dv28_Tlc3p0_TTC06_CP5_S6p233_E16p233.mp4,CP5,129177.77290855728,149485.37290855727,53158146.15769599
LC_dv28_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,21975.043727981978,28387.978457809757,9613.43817473403
LC_dv28_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,103921.42159011425,118915.24090152314,65355.875375629155
LC_dv28_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,88129.07997015299,108436.67997015298,298740.4052044693
LC_dv28_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,12892.287540190126,83370809.4107479
LC_dv28_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,91549.33728491468,137102.4285862331,937157.6015350188
LC_dv28_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,106081.99710908336,163374.30162747856,1764305.9634668313
LC_dv28_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,98945.17140895534,176706.28717583668,516691.7264534475
LC_dv28_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,117990.24680825589,196232.7353276264,8427350.496565843
LC_dv28_Tlc4p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,0.0,19578.66135199363,3540220.14466118
LC_dv28_Tlc4p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,84162.78024088783,115809.16809491777,5205545.837306702
LC_dv28_Tlc4p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,149606.84886615007,196051.49464352356,165752.131442746
LC_dv28_Tlc4p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,157728.40189802923,210422.24128958624,591568.6948626906
LC_dv28_Tlc4p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,157876.51948714012,220437.20406894106,182511.5302363771
LC_dv28_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,5393.17779885745,25833.083188626053,6238758.698229264
LC_dv28_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,160458.96061065418,185459.6419898034,277572.605243451
LC_dv28_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,185388.10543125984,216823.82112375443,566411.6710070808
LC_dv28_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,192762.13967259374,230320.31556871938,177234.1814770997
LC_dv28_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,193834.6178055213,239545.182993847,780933.2842119065
LC_dv28_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,9710.937685602268,30018.537685602263,988711.9274700204
LC_dv28_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,162990.09573253398,183297.69574828347,95718.1623336133
LC_dv28_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,186249.80097524065,206605.08691752632,890901.8109172201
LC_dv28_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,21969.391502647566,28403.06241937952,9944.367843410775
LC_dv28_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,111154.9081815741,129929.5125437237,200808.6271480453
LC_dv28_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,131759.16154002992,152066.76154002993,201000.77990046112
LC_dv35_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.0,12453.026098897373,5026479.247704483
LC_dv35_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,150861.24645709211,235198.83625477832,1181038.9238947376
LC_dv35_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,207146.84058745293,299882.80980708904,169903.63319014414
LC_dv35_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,210488.73501582397,308963.155623153,178168.03432158777
LC_dv35_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,195281.92553667334,305707.72099263314,175829.38451969452
LC_dv35_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,412.5212760243812,21449.484596508286,37291522.38643387
LC_dv35_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,214341.33508124299,287657.95422991045,517365.322164695
LC_dv35_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,186688.7650833899,267589.908156761,1697651.8751407699
LC_dv35_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,161439.39108977164,241687.47941878083,673385.3136165692
LC_dv35_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,171419.32019618922,253935.2079825308,700401.0581880196
LC_dv35_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,9157.048239126827,29812.95354270703,2782176.759567223
LC_dv35_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,171942.69812192334,205333.85860621082,651315.4553242842
LC_dv35_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,102987.28963318976,146708.5954698388,641309.9971670451
LC_dv35_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,70251.56313097128,122210.17923724468,535052.9412430577
LC_dv35_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,40312.62721084206,98232.39648814521,129323943.05718206
LC_dv35_Tlc2p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,12592.695135126723,32900.29513512672,2733828.7533952864
LC_dv35_Tlc2p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,184234.37388067343,204541.97469719892,58395779.708201885
LC_dv35_Tlc2p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,70563.07669894576,94180.78568229136,130847640.6643756
LC_dv35_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,22318.03209165461,30970.04666156121,559916.0020505943
LC_dv35_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,41941.78509624998,49851.02877518292,519859.5567114332
LC_dv35_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,29549.794655994046,38214.50992966854,400907.2242149882
LC_dv35_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,12544.989195424714,91856158.52373545
LC_dv35_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,122498.68420591709,205370.3844232745,4632750.152439323
LC_dv35_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,157389.78106373586,244899.27175039565,6137125.163934487
LC_dv35_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,172184.32859861624,263571.0113077082,2244515.3670039806
LC_dv35_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,159761.6408615933,271444.73083252105,163772.09453851165
LC_dv35_Tlc3p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,470.08918583769264,21629.671507063485,5027345.916220294
LC_dv35_Tlc3p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,139178.86389466492,191773.68383094415,2587524.5654509235
LC_dv35_Tlc3p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,199544.10714612142,276919.30816592515,162583.09110424388
LC_dv35_Tlc3p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,210509.57204895385,293343.6212074506,679528.4684106503
LC_dv35_Tlc3p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,211926.98554589896,297541.02236454794,178731.1674656766
LC_dv35_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,7776.416173529327,28679.54513635296,4473173.892369746
LC_dv35_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,214213.64875050535,249334.7493226722,180724.8267236113
LC_dv35_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,217109.25160112535,264621.0928613031,172679.79438524967
LC_dv35_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,211599.40733845928,269079.33373044047,2554578.3090115595
LC_dv35_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,204692.1236466489,274351.6162556097,445381.4849116945
LC_dv35_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,12547.63351436974,32855.233514369735,3733418.5350629203
LC_dv35_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,190072.3029180357,210506.9196043242,22373527.287418153
LC_dv35_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,165063.26216160567,199210.27298724465,744006.3220154553
LC_dv35_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,17433.510073161284,34268.99739258366,1094670.0924006389
LC_dv35_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,155317.0359699215,175624.6359699215,134302.62870496447
LC_dv35_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,138745.81028916885,159053.41028916885,211890.8064846219
LC_dv35_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,12543.205882193768,5356705.576862302
LC_dv35_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,84662.90987471555,150834.2942371608,4519083.5737423375
LC_dv35_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,103346.71199267099,185928.85792348557,192857.40174180275
LC_dv35_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,124910.6904171573,208271.34692301307,17217231.61111481
LC_dv35_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,129110.83822528447,228723.05694654447,137629.38422901952
LC_dv35_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,21185.24026547467,56225887.038144596
LC_dv35_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,134927.83274270222,189096.09663461157,473388.0326841919
LC_dv35_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,158477.27504102376,228339.44747969415,266938.9291420847
LC_dv35_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,160190.89735461335,236390.83995874127,10778444.16456517
LC_dv35_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,172909.1635830723,257866.63440836198,176475.931028346
LC_dv35_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,9155.212841777648,29811.453567858793,3514094.6520705335
LC_dv35_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,182254.63994277813,211744.22998301592,2753820.751869081
LC_dv35_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,207552.9934676473,247619.78303786195,416735.9565454135
LC_dv35_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,211317.97819744807,260830.6563471739,281920.37957021984
LC_dv35_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,210729.46820742992,272223.3648649362,212898.4514291474
LC_dv35_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,17438.69803616101,34268.40883385751,364662.9202874595
LC_dv35_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,171960.2178052497,192267.8178052497,217624.06787680477
LC_dv35_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,186207.53185323984,206515.1323453402,157183.51956211953
LC_dv35_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,22398.319272220804,30387.62279368516,10168.066574513989
LC_dv35_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,107056.51651273407,127364.11651273406,61026.9292063436
LC_dv35_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,127972.184205229,148279.784205229,112036.5018727127
LC_dv42_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.0,14322.964652611212,99708456.29638702
LC_dv42_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,169117.8188184304,262471.1098988042,219365.97000674374
LC_dv42_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,241847.55969129264,348715.7479864365,199219.13872559398
LC_dv42_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,234409.43962077226,349011.74574814225,203761.95138567983
LC_dv42_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,206123.48539977113,358312.50197826425,184235.11879120485
LC_dv42_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,22230.768803263054,60348784.61376921
LC_dv42_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,236988.71144605012,323175.38649967697,201253.1735636689
LC_dv42_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,213751.97255247546,304899.8065866654,738296.6332935953
LC_dv42_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,197533.9398112838,293719.3524935075,696608.0950386199
LC_dv42_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,190968.6665754303,293709.4976462284,186949.97576002113
LC_dv42_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,9668.311822542873,31812.753691948063,8037683.735668491
LC_dv42_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,174114.81124110523,227797.36439695966,442385177.0376779
LC_dv42_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,105628.56946465884,171909.03448708198,3359353.0425348873
LC_dv42_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,75217.13682054647,147604.64699565968,3290242.0082559986
LC_dv42_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,46457.696159652725,118575.58742364516,2577964.377447544
LC_dv42_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,14816.63948911574,35124.23996341649,455385.2324606265
LC_dv42_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,100622.13701165833,126884.82080165007,7527541.895314627
LC_dv42_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,33348.48442491961,81423.3511465041,3333042.0350476415
LC_dv42_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,17059.776200123542,37367.37620012354,778049.1785593869
LC_dv42_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,103991.4840715243,124299.0840715243,129528.40671643197
LC_dv42_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,55518.389630513586,75825.99000163985,4897942.322842683
LC_dv42_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,11679.2225152101,2302552.4540537135
LC_dv42_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,155163.97669156466,246861.4015697774,13548508.232972847
LC_dv42_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,183252.84902358497,282874.5158348746,352508.3489116343
LC_dv42_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,190628.85666176735,297087.82219181827,391748.20553800033
LC_dv42_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,80103.49005289326,311064.8007899959,87765.69983796182
LC_dv42_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,22111.330533037275,8631354.534208905
LC_dv42_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,196033.16258916224,280924.8440317653,182025.34806221325
LC_dv42_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,225368.02837530914,315062.4325504966,182185.27333701774
LC_dv42_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,236984.31801975862,331848.95412039914,185856.06920778027
LC_dv42_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,241485.15075513907,343003.0193998983,195526.74262493092
LC_dv42_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,9694.984548767694,31832.52027041932,13103492.8411058
LC_dv42_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,230637.6030684977,281256.30410810484,256894884.17111316
LC_dv42_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,227418.40312045428,295967.9974704388,307813.29906336847
LC_dv42_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,219237.84544007955,300719.1803624214,245047.85038055762
LC_dv42_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,227157.12500151148,311974.1473482351,290699.6382507001
LC_dv42_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,17050.2822971932,37357.882297193195,159951.43063388058
LC_dv42_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,157957.59364210503,178265.19364210503,2645112.0219396385
LC_dv42_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,148507.65412848597,168815.2668323181,622570.483803849
LC_dv42_Tlc3p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,22227.53964068985,33013.587340518396,12384.147988506294
LC_dv42_Tlc3p0_TTC07_CP2_S5p333_E15p333.mp4,CP2,120081.88128325318,140389.48128325318,90124.4684501405
LC_dv42_Tlc3p0_TTC07_CP4_S5p933_E15p933.mp4,CP4,104267.27821328284,124574.87821328283,1048347.13861583
LC_dv42_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,11661.11931927664,1721806.044357648
LC_dv42_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,67708.03408919809,154258.51842795813,5009704.859975851
LC_dv42_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,118565.4992664167,208792.28595129785,1434641.4876498508
LC_dv42_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,139481.73291850643,231841.8248005385,10723164.069455344
LC_dv42_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,51349.289166064234,259154.69073777634,57214.53252312576
LC_dv42_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,22230.52668353328,131371101.49572171
LC_dv42_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,136716.0956670132,211908.80833914666,441780.34771104244
LC_dv42_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,168250.67842059047,255494.2107390382,527742.3750375025
LC_dv42_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,178734.4363032303,269477.031783336,944046.7730488033
LC_dv42_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,195671.41940954205,291315.49494289944,208206.9768498755
LC_dv42_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,9691.408313980388,31820.77266829026,2897831.396277842
LC_dv42_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,189308.8953327443,233728.86695344077,410938.3643169629
LC_dv42_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,212576.39511464545,274334.2355015024,177690.7991635113
LC_dv42_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,215017.00798647566,290553.7745322903,310765.5815588763
LC_dv42_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,218728.1125080948,302302.1001376966,185355.11890028135
LC_dv42_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,14426.004749088781,34733.60493782373,17245155.341746897
LC_dv42_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,204737.85199501616,225120.65211242918,160574.02546809468
LC_dv42_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,230244.99374875246,263405.5952582542,191479.50187277916
LC_dv42_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,21873.849777063442,33347.28031286296,9387.499140738544
LC_dv42_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,136656.9035016076,156964.5035016076,92481.08661447781
LC_dv42_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,157295.8072735463,177603.4072735463,46620410.36742532
