video,cp,p,n,ttc_start,ttc_true,distance,dv_kph,theta_dot,gate_g1,pred_B-log,pred_B-lin,pred_C,pred_C-log
LC_dv07_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,0.8181818181818182,11,5.0,4.7,9.13888888888889,7.0,0.0433558955937676,0.9975622879137458,0.5992646405004879,0.5377600694902654,0.5425269230310418,0.6015820073667244
LC_dv07_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,0.8636363636363636,11,5.0,4.1,7.972222222222221,7.0,0.05678680578500393,0.9999985991644639,0.6744127466021216,0.6469124270455162,0.6540284893541664,0.6787398486636779
LC_dv07_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,0.4,10,7.0,6.4,12.444444444444445,7.0,0.0234956789571753,0.9999957165710589,0.4238135753161674,0.3933870318179404,0.3926571449425485,0.42122601784374614
LC_dv07_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,0.35,10,7.0,5.8,11.277777777777777,7.0,0.028572946212738235,0.9999999982799959,0.480099176485324,0.4317189342312131,0.4320698891474003,0.4785734458752349
LC_dv07_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.75,12,2.0,1.7,3.305555555555556,7.0,0.30980266975161547,0.8406103904737934,0.8068354809445791,0.8406103908362722,0.8405979793064247,0.7992572767435515
LC_dv07_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.9166666666666666,12,2.0,1.4,2.722222222222222,7.0,0.44111084238872766,0.9924147461700809,0.9692445209431058,0.9924147461878241,0.9924146826743445,0.9614926965798609
LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.875,12,2.0,1.1,2.138888888888889,7.0,0.6701878220052501,0.995487571676805,0.9848060929428432,0.9954875716873604,0.9954875716727447,0.9777318194199972
LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.9583333333333334,12,2.0,0.8,1.5555555555555556,7.0,1.107166496763433,0.9995847498906949,0.9958078327363028,0.9995847498916662,0.9995847498906949,0.99063660265055
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.75,12,3.0,2.7,5.25,7.0,0.1286363501312956,0.9099429885674447,0.7740244887930381,0.8869763135075172,0.8770553880258717,0.7742203823618597
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.875,12,3.0,2.4,4.666666666666666,7.0,0.16147035518266575,0.9943181824729044,0.8801782193021697,0.990548552207475,0.9831867916047029,0.8773966511796045
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.7916666666666666,12,3.0,2.1,4.083333333333333,7.0,0.20840738355309427,0.9946836726974788,0.9118854682209018,0.9945726460418279,0.9926670368631996,0.9060044230363787
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.8333333333333334,12,3.0,1.8,3.5,7.0,0.2785923442350108,0.9995550961287482,0.9437539107218014,0.9995550056866992,0.9994015581028143,0.9351785606918022
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.375,12,4.0,3.7,7.194444444444445,7.0,0.06951104310438115,0.7599247756965084,0.5535657265289828,0.5695597325066573,0.5725937446020605,0.5569925184862956
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.5833333333333334,12,4.0,3.4,6.611111111111111,7.0,0.08206454509376793,0.9928672019341728,0.761016795667326,0.8235764887204495,0.8228492785836986,0.765220646428795
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.875,12,4.0,3.1,6.027777777777778,7.0,0.09832039643089004,0.9938783045352523,0.799371644767861,0.8999978992579535,0.8922683686186436,0.8025622053576349
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,0.75,12,4.0,2.8,5.444444444444444,7.0,0.11987387378254959,0.998134186699616,0.8396211779900629,0.9617368254755653,0.9491309332073147,0.8410494519120276
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,0.75,12,5.0,4.4,8.555555555555555,7.0,0.04939653980527434,0.9942689012799276,0.6333323650661313,0.585069261530704,0.5912158411215784,0.6367979392715125
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,0.6666666666666666,12,5.0,3.8,7.388888888888888,7.0,0.06595832609898829,0.9995370429051341,0.7123985548755374,0.7144651923362548,0.7211488547975092,0.7170819551322068
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,0.25,12,6.0,5.7,11.083333333333334,7.0,0.029577062049117225,0.9276604359339786,0.46045844483200726,0.40685875113057796,0.4075992954937967,0.458351195589401
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,0.375,12,6.0,5.1,9.916666666666666,7.0,0.03687998448709267,0.9952418833534088,0.5569033678826772,0.49349423896299754,0.49628541997994413,0.5571710343287491
LC_dv07_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.6538461538461539,13,2.0,1.7,3.305555555555556,7.0,0.30980266975161547,0.757089120905953,0.7277471312652982,0.7570891214648324,0.7570779428859106,0.7198447650479398
