a_other_min,response_time,a_max,tau_inv_mu,collision_ref_speed,counterfactual_residual_severity,rho_gap,rho_p,rows,n_rows
-2.0,2.0,12.0,0.4,30.0,True,-0.1594162440111555,0.4354208047471783,3,24
-2.0,0.5,12.0,0.2,30.0,True,-0.15897036555280036,0.4348326182716152,3,24
-2.0,0.5,12.0,0.2,30.0,False,-0.15897036555280036,0.4348326182716152,3,24
-2.0,1.0,12.0,0.2,30.0,True,-0.15897036555280036,0.4348326182716152,3,24
-2.0,1.0,12.0,0.2,30.0,False,-0.15885456275319373,0.4347421666991236,3,24
-2.0,0.5,8.0,0.2,30.0,True,-0.15885456275319373,0.4347421666991236,3,24
-2.0,0.5,8.0,0.2,30.0,False,-0.15881587808694772,0.4347150312273762,3,24
-2.0,1.0,8.0,0.2,30.0,True,-0.15843154341580218,0.4344195560905705,3,24
-4.0,1.0,12.0,0.1,1000000.0,False,-0.15767794602139912,0.4359702980500645,0,24
-2.0,2.0,12.0,0.4,30.0,False,-0.15737047828448267,0.433962021886384,2,24
-2.0,1.0,12.0,0.1,30.0,False,-0.15720343086205668,0.4334265988281077,3,24
-2.0,0.5,12.0,0.1,30.0,True,-0.15720343086205668,0.4334265988281077,3,24
-2.0,0.5,12.0,0.1,30.0,False,-0.15720343086205668,0.4334265988281077,3,24
-2.0,1.0,12.0,0.1,30.0,True,-0.15720343086205668,0.4334265988281077,3,24
-2.0,0.5,8.0,0.1,30.0,True,-0.1570692905258529,0.43331353436249315,3,24
-2.0,1.0,8.0,0.2,30.0,False,-0.15702357228392577,0.43341956370580276,3,24
-2.0,0.5,8.0,0.1,30.0,False,-0.15680100985344542,0.43312735487578147,3,24
-2.0,2.0,12.0,0.2,30.0,True,-0.15635362420030147,0.43296127573851223,3,24
-2.0,1.0,8.0,0.1,30.0,True,-0.15631619552971276,0.4328351460457601,3,24
-2.0,1.0,8.0,0.1,30.0,False,-0.15542870899823744,0.43216253810253824,3,24
-2.0,2.0,12.0,0.1,30.0,True,-0.15477810324773614,0.4317648024379435,3,24
-2.0,2.0,12.0,0.2,30.0,False,-0.1544899778439427,0.43167686340913225,2,24
-4.0,0.5,12.0,0.4,30.0,True,-0.1543038392875251,0.4316170648695407,2,24
-2.0,2.0,12.0,0.1,30.0,False,-0.15283457556757063,0.4303688331691573,2,24
-4.0,0.5,12.0,0.2,30.0,True,-0.15168006435934514,0.4293932124580887,2,24
-4.0,0.5,12.0,0.1,30.0,True,-0.15003445884910033,0.42808518221811365,2,24
-4.0,0.5,12.0,0.4,30.0,False,-0.14781536572171475,0.42637464248055124,2,24
-4.0,0.5,12.0,0.2,30.0,False,-0.14456736095183756,0.423858581239078,2,24
-4.0,0.5,12.0,0.1,30.0,False,-0.142798919066305,0.4224515567780984,2,24
-10.0,0.5,12.0,0.4,1000000.0,False,-0.14197599071161687,0.3996049970929413,7,24
-2.0,2.0,8.0,0.4,30.0,True,-0.13627326802903744,0.41805611286374517,0,24
-2.0,2.0,8.0,0.2,30.0,True,-0.13432672595929432,0.4161757251733931,0,24
-2.0,2.0,8.0,0.1,30.0,True,-0.13358468372493876,0.41563477451902,0,24
-10.0,0.5,12.0,0.2,1000000.0,False,-0.12580931700861944,0.38441239922114556,7,24
-2.0,2.0,8.0,0.4,30.0,False,-0.11819120094859886,0.40392204964446854,0,24
-2.0,0.5,4.0,0.4,1000000.0,False,-0.11739565329924068,0.4012768436578268,0,24
-10.0,0.5,12.0,0.1,1000000.0,False,-0.11640718471691534,0.3755514114237582,6,24
-2.0,2.0,8.0,0.2,30.0,False,-0.11504844861480662,0.40118438205039103,0,24
-2.0,2.0,8.0,0.1,30.0,False,-0.11352618187811243,0.3998798693715684,0,24
-10.0,1.0,12.0,0.4,1000000.0,False,-0.11264070493968882,0.38044785654796737,6,24
-10.0,0.5,4.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-10.0,2.0,4.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-10.0,2.0,8.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-6.0,2.0,4.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-6.0,1.0,4.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-10.0,1.0,4.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-10.0,2.0,12.0,0.4,1000000.0,False,-0.11133899104042326,0.3802300190108835,5,24
-10.0,1.0,8.0,0.4,1000000.0,False,-0.11123449220173272,0.38013579862287156,5,24
-6.0,0.5,4.0,0.4,1000000.0,False,-0.11088783740030729,0.37989559944703283,5,24
-4.0,2.0,4.0,0.4,1000000.0,False,-0.11084664074274661,0.3798822829655271,5,24
-6.0,2.0,8.0,0.4,1000000.0,False,-0.11084664074274661,0.3798822829655271,5,24
-4.0,0.5,8.0,0.4,1000000.0,False,-0.1107067228265191,0.39605150656586363,0,24
-10.0,0.5,8.0,0.4,1000000.0,False,-0.10956778596444461,0.3788358085226735,5,24
-6.0,2.0,12.0,0.4,1000000.0,False,-0.10728513945679773,0.37750566789831175,4,24
-2.0,0.5,4.0,0.2,1000000.0,False,-0.10703368912619857,0.3921414860905484,0,24
-4.0,1.0,4.0,0.4,1000000.0,False,-0.10559055011591671,0.376333315017074,4,24
-6.0,0.5,12.0,0.4,1000000.0,False,-0.10553503510786234,0.3914384763687946,0,24
