video,cp,eps,epistemic,g_alpha1,eps_continue,dg_planner,min_eps,p,n,ttc_start,ttc_true,distance
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,450020.7300312857,37.87669972830918,449982.8533315574,450020.7300312857,387099.6425218088,62921.08750947693,0.75,12,4.0,2.8,5.444444444444444
LC_dv07_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,450020.7300312857,31.882565754232928,449988.8474655315,450020.7300312857,386871.6632471976,63149.06678408815,0.0416666666666666,12,5.0,5.0,9.72222222222222
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,454057.4164120626,130.3169614362414,453927.09945062635,454057.4164120626,382804.8053369732,71252.61107508937,0.75,12,5.0,4.4,8.555555555555555
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,455333.72540854383,115.60673268302344,455218.1186758608,455333.72540854383,380277.42995909945,75056.29544944438,0.6666666666666666,12,5.0,3.8,7.388888888888888
LC_dv07_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,450020.7299311774,14.330805048928596,450006.39912612847,450020.7299311774,387077.29644603096,62943.43348514644,0.0416666666666666,12,6.0,6.0,11.666666666666666
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,450020.7299311774,35.30502579291351,449985.4249053845,450020.7299311774,387139.4726118354,62881.257319341996,0.25,12,6.0,5.7,11.083333333333334
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,450020.7299311774,31.870071486278903,449988.8598596911,450020.7299311774,387253.462249141,62767.267682036385,0.375,12,6.0,5.1,9.916666666666666
LC_dv07_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,450020.5779338239,69.3083791694371,449951.2695546545,450020.5779338239,386844.594440188,63175.9834936359,0.0,25,2.0,2.0,3.888888888888889
LC_dv07_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,450299.7145667882,31.1322650621878,450268.58230172604,450299.7145667882,387069.45111704426,63230.26344974397,0.6538461538461539,13,2.0,1.7,3.305555555555556
LC_dv07_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,457851.7895070491,97.43268352322048,457754.35682352586,457851.7895070491,364030.3350236262,93821.45448342286,1.0,12,2.0,1.4,2.722222222222222
LC_dv07_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,450020.7299311774,5.104626496322453,450015.6253046811,450020.7299311774,387263.82494344126,62756.90498773614,0.8461538461538461,13,2.0,1.1,2.138888888888889
LC_dv07_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,457741.2400618138,92.23807802802185,457649.00198378577,457741.2400618138,377127.57201880217,80613.66804301162,1.0,12,2.0,0.8,1.5555555555555556
