video,cp,eps,epistemic,g_alpha1,eps_continue,dg_planner,min_eps,p,n,ttc_start,ttc_true,distance
LC_dv07_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,450021.47495184466,62.01993185171159,449959.45501999295,450021.4749518447,380957.5763629029,69063.89858894184,0.35,10,7.0,5.8,11.277777777777777
LC_dv07_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,450018.29576041154,47.349856966291554,449970.94590344524,450018.29576041154,387132.83560452046,62885.46015589108,0.0625,24,2.0,2.0,3.888888888888889
LC_dv07_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,450302.7137958868,31.13998461526353,450271.5738112715,450302.7137958868,387068.7771630156,63233.93663287116,0.75,12,2.0,1.7,3.305555555555556
LC_dv07_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,457790.77875193016,97.44382636906812,457693.3349255611,457790.77875193016,366406.7933354625,91383.98541646765,0.9166666666666666,12,2.0,1.4,2.722222222222222
LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,450020.7299311762,5.8201189015526325,450014.9098122746,450020.7299311762,387263.8249434401,62756.90498773608,0.875,12,2.0,1.1,2.138888888888889
LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,457430.0044540565,91.99213458970189,457338.0123194668,457430.0044540565,381384.2985857889,76045.70586826757,0.9583333333333334,12,2.0,0.8,1.5555555555555556
LC_dv07_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,450020.7300312857,33.900664329354186,449986.8293669564,450020.7300312857,386871.6632471976,63149.06678408815,0.0416666666666666,24,3.0,3.0,5.833333333333333
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,450256.66255897866,31.68731432122877,450224.9752446574,450256.66255897866,387072.4543365988,63184.20822237985,0.75,12,3.0,2.7,5.25
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,450357.60219630226,86.17697186116129,450271.4252244411,450357.6021963023,383433.0249351412,66924.57726116112,0.875,12,3.0,2.4,4.666666666666666
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,450020.7299311774,34.7935464901384,449985.93638468726,450020.7299311774,387263.82494344126,62756.90498773614,0.7916666666666666,12,3.0,2.1,4.083333333333333
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,456706.2011886867,91.65891602885677,456614.54227265785,456706.2011886867,369840.7976751197,86865.403513567,0.8333333333333334,12,3.0,1.8,3.5
LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,450020.7299311774,83.22713283187477,449937.5027983455,450020.7299311774,387066.9337517303,62953.79617944709,0.0625,24,4.0,4.0,7.777777777777778
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,450017.82754282124,33.41983699443517,449984.4077058268,450017.8275428213,387228.2852254574,62789.5423173639,0.375,12,4.0,3.7,7.194444444444445
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,450621.0358996808,94.41233809600817,450526.6235615848,450621.0358996808,384652.58447125065,65968.45142843015,0.5833333333333334,12,4.0,3.4,6.611111111111111
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,450018.3531158238,33.73993870179402,449984.613177122,450018.3531158238,381133.0198318095,68885.33328401431,0.875,12,4.0,3.1,6.027777777777778
