cp,p,n,ttc_start,ttc_true,distance,lcd,gate_E,gate_G,gate_R,gate_G.1,gate_JJ.6e
CP4,0.6538461538461539,13,3.0,2.1,12.25,4.0,0.9953404028916486,0.9999165615936686,0.9999999995522062,0.9421090090066966,0.9225191252157889
CP5,0.8333333333333334,12,3.0,1.8,10.5,4.0,0.9986874159626073,0.9999999060655501,1.0,0.9829628745313249,0.9755054699303038
CP1,0.0,25,4.0,4.0,23.33333333333333,4.0,0.005918824071053375,7.50129478146915e-06,9.262108465568296e-13,0.06879198247347298,0.05098747843911141
CP2,0.2307692307692307,13,4.0,3.7,21.58333333333333,4.0,0.971098759371789,0.9404712612034014,0.9944089427029827,0.7701660893151503,0.7220320941021676
CP3,0.3333333333333333,12,4.0,3.4,19.83333333333333,4.0,0.9948998259034877,0.9998672718312431,0.9999999985354102,0.936778834257638,0.9158640454621221
CP4,0.5,13,4.0,3.1,18.08333333333333,4.0,0.9952550315721433,0.9999100876476937,0.9999999994580089,0.9412854801114635,0.9214879616444733
CP5,0.625,12,4.0,2.8,16.333333333333332,4.0,0.9986927516700764,0.9999999100434668,1.0,0.9830904593602893,0.9756790488687709
CP1,0.0,12,6.0,6.0,35.0,4.0,0.005668045820006795,5.948965382276027e-06,5.097650999539475e-13,0.06628548183858271,0.049008367861558995
CP3,0.125,12,6.0,5.4,31.5,4.0,0.9946848731168764,0.9998384685507593,0.999999997583743,0.9343622237825722,0.9128610705970289
CP5,0.3333333333333333,12,6.0,4.8,28.0,4.0,0.9986576884495654,0.9999998930849273,1.0,0.9825751718430129,0.9749784829975957
CP1,0.0384615384615384,13,7.0,7.0,40.83333333333333,4.0,0.005603255086453651,5.663769182591652e-06,4.491595964857872e-13,0.06576692324313017,0.04859963665557366
CP2,0.0769230769230769,13,7.0,6.7,39.083333333333336,4.0,0.5068525728781416,0.4978667406879687,0.4965280066473766,0.5590199287179077,0.49919405654739524
CP4,0.2307692307692307,13,7.0,6.1,35.58333333333333,4.0,0.9944691580863408,0.9998018948494367,0.9999999959366257,0.9317416850449286,0.9096143277283723
CP1,0.0576923076923076,26,2.0,2.0,15.555555555555555,2.0,0.00585327109357614,7.058977714049902e-06,7.920365794338486e-13,0.06812539860546084,0.05046059290584868
CP2,0.7307692307692307,13,2.0,1.7,13.22222222222222,2.0,0.999855935898335,0.9999999999998636,1.0,0.9981992703970146,0.9971152889293061
CP3,0.9230769230769232,13,2.0,1.4,10.888888888888888,2.0,0.9999969510243034,1.0,1.0,0.9999973241348752,0.9999945874560923
CP4,0.9615384615384616,13,2.0,1.1,8.555555555555555,2.0,0.9999969510243034,1.0,1.0,0.999998640030944,0.9999971926735736
CP5,0.9615384615384616,13,2.0,0.8,6.222222222222222,2.0,1.0,1.0,1.0,0.999999998160105,0.9999999954706938
CP1,0.0384615384615384,26,3.0,3.0,23.33333333333333,2.0,0.005918824071053375,7.50129478147084e-06,9.262108465573733e-13,0.06879198247347547,0.05098747843911339
CP2,0.5384615384615384,13,3.0,2.7,21.0,2.0,0.9998071522871891,0.9999999999989603,1.0,0.9974924370673178,0.9960411054816479
CP3,0.5,13,3.0,2.4,18.666666666666664,2.0,0.9999961887803792,1.0,1.0,0.9999961019290455,0.9999922056787863
CP4,0.6923076923076923,13,3.0,2.1,16.333333333333332,2.0,0.9999969510243034,1.0,1.0,0.9999987309844237,0.999997375051376
CP5,0.6538461538461539,13,3.0,1.8,14.0,2.0,1.0,1.0,1.0,0.9999999983319441,0.9999999958839659
CP1,0.0769230769230769,26,4.0,4.0,31.11111111111111,2.0,0.005704633528366143,6.171803446060022e-06,5.604183368299339e-13,0.06667647449733112,0.0493167147596894
CP2,0.3846153846153846,13,4.0,3.7,28.77777777777778,2.0,0.9998437399955485,0.999999999999789,1.0,0.998066971730018,0.9969129016142454
CP3,0.2692307692307692,13,4.0,3.4,26.444444444444443,2.0,0.9999969510243034,1.0,1.0,0.9999971791925669,0.9999943034371778
CP4,0.4615384615384615,13,4.0,3.1,24.11111111111111,2.0,0.9999969510243034,1.0,1.0,0.9999984843450851,0.99999688135427
CP5,0.3846153846153846,13,4.0,2.8,21.77777777777777,2.0,1.0,1.0,1.0,0.999999998020036,0.9999999951345424
CP1,0.0,13,5.0,5.0,38.888888888888886,2.0,0.0057770467011607485,6.5610034010435564e-06,6.560261879594846e-13,0.06733209223175714,0.04983406649265127
CP3,0.2692307692307692,13,5.0,4.4,34.22222222222222,2.0,0.9999969510243034,1.0,1.0,0.9999970969959394,0.9999941425775719
CP5,0.1538461538461538,13,5.0,3.8,29.55555555555556,2.0,1.0,1.0,1.0,0.9999999979586583,0.9999999949874311
CP1,0.0769230769230769,13,6.0,6.0,46.66666666666666,2.0,0.005694724357352188,6.096653555845552e-06,5.430081348006307e-13,0.0665459457798555,0.04921376081171642
CP2,0.2307692307692307,13,6.0,5.7,44.333333333333336,2.0,0.9969304437174331,0.9999905646816594,0.9999999999983283,0.9613579655372053,0.9469703123873792
CP4,0.3846153846153846,13,6.0,5.1,39.66666666666666,2.0,0.9999969510243034,1.0,1.0,0.9999969403117667,0.9999938363425708
CP1,0.0416666666666666,24,2.0,2.0,15.555555555555555,3.0,0.005998859683089441,8.066986307803995e-06,1.116865627774343e-12,0.06959850821849417,0.051625511135872076
CP2,0.5416666666666666,12,2.0,1.7,13.22222222222222,3.0,0.969258702538882,0.9352356967469382,0.9931937714983335,0.7652314182648793,0.716585315783899
CP3,0.7916666666666666,12,2.0,1.4,10.888888888888888,3.0,0.9994732894484099,0.999999999491223,1.0,0.9930060847520041,0.9894745606700671
CP4,0.9166666666666666,12,2.0,1.1,8.555555555555555,3.0,0.9995373179380387,0.9999999997995581,1.0,0.9940167607914941,0.990927020522929
CP5,1.0,12,2.0,0.8,6.222222222222222,3.0,0.9998376420441553,0.9999999999997274,1.0,0.99798470429574,0.9967873838141316
CP1,0.0,24,3.0,3.0,23.33333333333333,3.0,0.005918824071053375,7.50129478147084e-06,9.262108465573733e-13,0.06879198247347547,0.05098747843911339
CP2,0.4166666666666667,12,3.0,2.7,21.0,3.0,0.9941612115409828,0.9997401644026934,0.9999999918986506,0.9280767884615826,0.9050898862987459
CP3,0.6666666666666666,12,3.0,2.4,18.666666666666664,3.0,0.9995098771567692,0.999999999687846,1.0,0.9935563521312816,0.9902638512611546
CP4,0.8333333333333334,12,3.0,2.1,16.333333333333332,3.0,0.9996257382332405,0.9999999999510794,1.0,0.9952697590284613,0.9927462288751324
CP5,0.8333333333333334,12,3.0,1.8,14.0,3.0,0.9999626500477165,1.0,1.0,0.9996209779324361,0.9993526945562494
CP1,0.0208333333333333,24,4.0,4.0,31.11111111111111,3.0,0.005704633528366143,6.171803446060022e-06,5.604183368299339e-13,0.06667647449733112,0.0493167147596894
CP2,0.2083333333333333,12,4.0,3.7,28.77777777777778,3.0,0.9940834626607191,0.99972420442326,0.9999999905733337,0.927242239074523,0.9040621746196301
CP3,0.4166666666666667,12,4.0,3.4,26.444444444444443,3.0,0.9995708566707014,0.999999999865074,1.0,0.9943994821688934,0.991480349118691
CP4,0.4583333333333333,12,4.0,3.1,24.11111111111111,3.0,0.9996242137453922,0.9999999999502062,1.0,0.9952558394504715,0.992725891762764
CP5,0.6666666666666666,12,4.0,2.8,21.77777777777777,3.0,0.9999588388280957,1.0,1.0,0.9995353684853555,0.9992127936296441
CP1,0.0,12,6.0,6.0,46.66666666666666,3.0,0.005694724357352188,6.096653555845552e-06,5.430081348006307e-13,0.0665459457798555,0.04921376081171642
CP3,0.0833333333333333,12,6.0,5.4,42.0,3.0,0.9990700624125325,0.9999999879686583,1.0,0.9880454208558319,0.98248799989194
CP5,0.2083333333333333,12,6.0,4.8,37.33333333333333,3.0,0.9998544114104867,0.9999999999998551,1.0,0.9981817282233968,0.9970884140880939
CP1,0.0416666666666666,12,7.0,7.0,54.44444444444444,3.0,0.005472911375423384,5.006765451204921e-06,3.2689748951718384e-13,0.06448428486105212,0.047589726436113255
CP2,0.0,12,7.0,6.7,52.11111111111112,3.0,0.9938913771918324,0.9996738879184079,0.9999999855712316,0.9248374121597888,0.9011059197473588
CP4,0.2083333333333333,12,7.0,6.1,47.44444444444444,3.0,0.9996066821351367,0.9999999999328069,1.0,0.9950135522485216,0.9923723868424558
CP1,0.0,24,2.0,2.0,15.555555555555555,4.0,0.00585327109357614,7.058977714049902e-06,7.920365794338486e-13,0.06812539860546084,0.05046059290584868
CP2,0.6666666666666666,12,2.0,1.7,13.22222222222222,4.0,0.9715675393851435,0.9420375013512653,0.9947469831790497,0.7716961802889222,0.7237236752478005
CP3,0.7916666666666666,12,2.0,1.4,10.888888888888888,4.0,0.9950644705911049,0.9998888912090707,0.99999999906949,0.938881822275994,0.9184844649326092
CP4,0.9166666666666666,12,2.0,1.1,8.555555555555555,4.0,0.9945301376002732,0.9998136079743449,0.9999999965206322,0.9325361882255854,0.9105976449983298
CP5,0.9166666666666666,12,2.0,0.8,6.222222222222222,4.0,0.9985555477637288,0.9999998406439156,1.0,0.9813204598217244,0.9732778297688106
CP1,0.0,24,3.0,3.0,23.33333333333333,4.0,0.005918824071053375,7.50129478146915e-06,9.262108465568296e-13,0.06879198247347298,0.05098747843911141
CP2,0.375,12,3.0,2.7,21.0,4.0,0.46876248174425805,0.4765475601527523,0.461865849977529,0.5510374230668955,0.49113534559827376
CP3,0.5,12,3.0,2.4,18.666666666666664,4.0,0.9936779488930694,0.9996188515314514,0.999999978565463,0.9225191252157893,0.8982631864090054
CP4,0.6666666666666666,12,3.0,2.1,16.333333333333332,4.0,0.9945842569188881,0.9998210535590899,0.9999999968637134,0.9330618737386368,0.9112487549168709
CP5,0.7916666666666666,12,3.0,1.8,14.0,4.0,0.996800862250327,0.999988301144786,0.9999999999970934,0.9598099465153931,0.9449762634148919
CP1,0.0,24,4.0,4.0,31.11111111111111,4.0,0.005704633528366143,6.171803446060022e-06,5.604183368299339e-13,0.06667647449733112,0.0493167147596894
CP2,0.2916666666666667,12,4.0,3.7,28.77777777777778,4.0,0.9649390662207031,0.9229299369444472,0.9898127226137067,0.7545534039309789,0.7048439591603777
CP3,0.4583333333333333,12,4.0,3.4,26.444444444444443,4.0,0.9944706825741892,0.9998038936354564,0.9999999960401769,0.9318746013945377,0.9097787693110939
CP4,0.4583333333333333,12,4.0,3.1,24.11111111111111,4.0,0.9951910030825144,0.9999021113711606,0.9999999993266062,0.9403330754400755,0.9202967883807331
CP5,0.625,12,4.0,2.8,21.77777777777777,4.0,0.9987041853289388,0.9999999138583009,1.0,0.9832172263274955,0.9758515937833113
CP1,0.0,12,5.0,5.0,38.888888888888886,4.0,0.0057770467011607485,6.5610034010435564e-06,6.560261879594846e-13,0.06733209223175714,0.04983406649265127
CP2,0.25,12,5.0,4.7,36.55555555555556,4.0,0.9685101790053632,0.9331826261459355,0.9926811610088678,0.7633659258264385,0.7145296640985579
CP4,0.375,12,5.0,4.1,31.88888888888889,4.0,0.9951696602526381,0.9999000158793184,0.9999999992891826,0.9400930928972294,0.9199968697477818
CP1,0.0416666666666666,12,7.0,7.0,54.44444444444444,4.0,0.005472911375423384,5.006765451204921e-06,3.2689748951718384e-13,0.06448428486105212,0.047589726436113255
CP3,0.0833333333333333,12,7.0,6.4,49.77777777777778,4.0,0.9947809158513198,0.9998512445017792,0.999999998041391,0.935388332463109,0.914135094742644
CP5,0.25,12,7.0,5.8,45.11111111111111,4.0,0.9985082886404313,0.9999998058446219,0.9999999999999999,0.9806647860250347,0.972391940045094
CP1,0.0,21,2.0,2.0,19.444444444444443,2.0,0.005968369926123374,7.77923996085071e-06,1.0171657562724286e-12,0.06919433995083918,0.05130570579304207
CP2,0.6363636363636364,11,2.0,1.7,16.527777777777775,2.0,0.9971301516255614,0.9999935186632956,0.9999999999993643,0.9639098953833413,0.9502697487247477
CP3,0.8,10,2.0,1.4,13.611111111111107,2.0,0.9999961887803792,1.0,1.0,0.9999880663507497,0.9999769678476068
CP4,0.8636363636363636,11,2.0,1.1,10.694444444444445,2.0,0.9999969510243034,1.0,1.0,0.9999974001604599,0.9999947366239218
CP5,0.9,10,2.0,0.8,7.777777777777778,2.0,0.9999992377560758,1.0,1.0,0.9999999035541652,0.9999997854301612
CP1,0.0238095238095238,21,3.0,3.0,29.166666666666664,2.0,0.005865466996362589,7.145401693805038e-06,8.172488456496787e-13,0.06825831495507322,0.05056562151749463
CP2,0.6363636363636364,11,3.0,2.7,26.25,2.0,0.9998086767750374,0.9999999999990908,1.0,0.9975469194209788,0.9961233262268839
CP3,0.3,10,3.0,2.4,23.33333333333333,2.0,0.9999969510243034,1.0,1.0,0.9999975103330181,0.9999949530366951
CP4,0.6363636363636364,11,3.0,2.1,20.416666666666664,2.0,0.9999969510243034,1.0,1.0,0.9999986129158244,0.9999971383767287
CP5,0.75,10,3.0,1.8,17.5,2.0,1.0,1.0,1.0,0.9999999967826697,0.9999999921870378
CP1,0.0,21,4.0,4.0,38.888888888888886,2.0,0.005769424261919176,6.481336704477916e-06,6.357049064999581e-13,0.06720057157626577,0.049730251275251595
CP2,0.2272727272727272,11,4.0,3.7,35.97222222222222,2.0,0.9997438860414843,0.9999999999944355,1.0,0.99669781652087,0.9948509632830503
CP3,0.2,10,4.0,3.4,33.05555555555555,2.0,0.9999969510243034,1.0,1.0,0.9999971926735736,0.999994329833734
CP4,0.5454545454545454,11,4.0,3.1,30.13888888888889,2.0,0.9999969510243034,1.0,1.0,0.9999985852823381,0.999997083075516
CP5,0.2,10,4.0,2.8,27.22222222222221,2.0,1.0,1.0,1.0,0.9999999982155765,0.9999999956039936
CP1,0.0454545454545454,11,5.0,5.0,48.61111111111111,2.0,0.0056779549910207505,6.022377412593205e-06,5.26129019365768e-13,0.06641561494934686,0.04911097857290002
CP2,0.3181818181818182,11,5.0,4.7,45.69444444444444,2.0,0.9969190100585709,0.9999904507341262,0.9999999999982759,0.9612732580711751,0.9468610563514732
CP4,0.4545454545454545,11,5.0,4.1,39.86111111111111,2.0,0.9999969510243034,1.0,1.0,0.999997083075516,0.9999941153496039
CP1,0.0,10,7.0,7.0,68.05555555555554,2.0,0.005491205229603113,5.069037294595706e-06,3.3747907917858467e-13,0.06461166753689067,0.04768995486483257
CP3,0.0,10,7.0,6.4,62.22222222222222,2.0,0.9999969510243034,1.0,1.0,0.9999969982017984,0.9999939494275705
CP5,0.0,10,7.0,5.8,56.388888888888886,2.0,1.0,1.0,1.0,0.9999999979082266,0.9999999948666377
CP1,0.0,24,2.0,2.0,19.444444444444443,3.0,0.005968369926123374,7.779239960852535e-06,1.0171657562730512e-12,0.06919433995084183,0.051305705793044144
CP2,0.7083333333333334,12,2.0,1.7,16.527777777777775,3.0,0.9935117797176038,0.999567911616203,0.9999999705378947,0.9205958556856881,0.8959100212524822
CP3,0.7083333333333334,12,2.0,1.4,13.611111111111107,3.0,0.9994694782287891,0.9999999994739038,1.0,0.9929666495958812,0.9894181274926832
CP4,0.9166666666666666,12,2.0,1.1,10.694444444444445,3.0,0.9996333606724821,0.9999999999590274,1.0,0.9954069640975973,0.9929468585263101
CP5,0.8333333333333334,12,2.0,0.8,7.777777777777778,3.0,0.9999596010720199,1.0,1.0,0.9995724949043961,0.9992733193369762
CP1,0.0,24,3.0,3.0,29.166666666666664,3.0,0.005865466996362589,7.145401693805038e-06,8.172488456496787e-13,0.06825831495507322,0.05056562151749463
CP2,0.1666666666666666,12,3.0,2.7,26.25,3.0,0.9693959064452298,0.9355730613517736,0.9932760510383543,0.7655415413192528,0.7169272332582516
CP3,0.375,12,3.0,2.4,23.33333333333333,3.0,0.9993696242747249,0.9999999985354049,1.0,0.9916427690811422,0.9875330167670957
CP4,0.5416666666666666,12,3.0,2.1,20.416666666666664,3.0,0.9995518005725976,0.9999999998252643,1.0,0.9941524336336097,0.9911229521166008
CP5,0.6666666666666666,12,3.0,1.8,17.5,3.0,0.9998544114104867,0.9999999999998551,1.0,0.9981817282233967,0.9970884140880938
CP1,0.0208333333333333,24,4.0,4.0,38.888888888888886,3.0,0.0057770467011607485,6.5610034010435564e-06,6.560261879594846e-13,0.06733209223175714,0.04983406649265127
CP2,0.2083333333333333,12,4.0,3.7,35.97222222222222,3.0,0.993328841175807,0.9995060411680614,0.9999999586447705,0.91848446493261,0.8933319829456446
CP3,0.3333333333333333,12,4.0,3.4,33.05555555555555,3.0,0.9995830525734879,0.999999999888489,1.0,0.9945747147030212,0.9917343545958102
CP4,0.3333333333333333,12,4.0,3.1,30.13888888888889,3.0,0.9995746678903222,0.9999999998740967,1.0,0.9944637763344878,0.9915734964165592
CP5,0.4166666666666667,12,4.0,2.8,27.22222222222221,3.0,0.9999626500477165,1.0,1.0,0.9996167910294771,0.9993458239017564
CP1,0.0416666666666666,12,5.0,5.0,48.61111111111111,3.0,0.0056779549910207505,6.022377412593205e-06,5.26129019365768e-13,0.06641561494934686,0.04911097857290002
CP3,0.2083333333333333,12,5.0,4.4,42.77777777777778,3.0,0.9994999679857551,0.9999999996485909,1.0,0.9934271580510342,0.9900782236482956
CP5,0.2916666666666667,12,5.0,3.8,36.94444444444444,3.0,0.9999596010720199,1.0,1.0,0.9995453314548949,0.99922901521553
CP1,0.0416666666666666,12,6.0,6.0,58.33333333333333,3.0,0.005579625524804954,5.526112520776288e-06,4.215678677214167e-13,0.06550882590497294,0.04839629549020917
CP2,0.0,12,6.0,5.7,55.41666666666666,3.0,0.9939958046094415,0.9997015017877426,0.9999999884749097,0.9261179979653257,0.9026791932420448
CP4,0.0833333333333333,12,6.0,5.1,49.58333333333333,3.0,0.9996013464276676,0.9999999999253465,1.0,0.9949254433860201,0.9922440566512617
CP1,0.02,25,2.0,2.0,19.444444444444443,4.0,0.005968369926123374,7.779239960852535e-06,1.0171657562730512e-12,0.06919433995084183,0.051305705793044144
CP2,0.4615384615384615,13,2.0,1.7,16.527777777777775,4.0,0.9713594467938496,0.9414149368334179,0.9946140120312195,0.7710848319713266,0.7230476492194853
CP3,0.8333333333333334,12,2.0,1.4,13.611111111111107,4.0,0.9951582265937758,0.999897878297476,0.9999999992497346,0.9398523550145249,0.9196960985909515
CP4,0.8076923076923077,13,2.0,1.1,10.694444444444445,4.0,0.9953114376225307,0.9999147581012595,0.9999999995270579,0.941874646971597,0.9222255621506527
CP5,0.9583333333333334,12,2.0,0.8,7.777777777777778,4.0,0.9987468709886913,0.9999999286572014,1.0,0.9837571984566634,0.9765874513643873
CP1,0.0,25,3.0,3.0,29.166666666666664,4.0,0.005865466996362589,7.145401693805038e-06,8.172488456496787e-13,0.06825831495507322,0.05056562151749463
CP2,0.3846153846153846,13,3.0,2.7,26.25,4.0,0.9707191618975605,0.9391945437499534,0.9941247416891248,0.768937894036086,0.7206752000672838
CP3,0.5,12,3.0,2.4,23.33333333333333,4.0,0.9950759042499672,0.9998900538767873,0.9999999990941404,0.9390038040456546,0.9186366687349572
CP4,0.6538461538461539,13,3.0,2.1,20.416666666666664,4.0,0.9944310458901332,0.999795783693418,0.9999999956099254,0.9313417350539159,0.9091196676934201
CP5,0.7916666666666666,12,3.0,1.8,17.5,4.0,0.9986988496214697,0.9999999126044065,1.0,0.9831750612928226,0.9757941934201593
CP1,0.0,25,4.0,4.0,38.888888888888886,4.0,0.005769424261919176,6.481336704477916e-06,6.357049064999581e-13,0.06720057157626577,0.049730251275251595
CP2,0.1538461538461538,13,4.0,3.7,35.97222222222222,4.0,0.9696687897700768,0.9365769655916208,0.9935176398122996,0.766470549142413,0.7179517961775107
CP3,0.0833333333333333,12,4.0,3.4,33.05555555555555,4.0,0.9948998259034877,0.9998672718312431,0.9999999985354102,0.9367788342576372,0.9158640454621212
CP4,0.4230769230769231,13,4.0,3.1,30.13888888888889,4.0,0.9951696602526381,0.9999000158793184,0.9999999992891826,0.9400930928972293,0.9199968697477816
CP5,0.5,12,4.0,2.8,27.22222222222221,4.0,0.9985502120562597,0.9999998360697424,1.0,0.981227966754402,0.9731527464793165
CP1,0.0416666666666666,12,6.0,6.0,58.33333333333333,4.0,0.005579625524804954,5.526112520776288e-06,4.215678677214167e-13,0.06550882590497294,0.04839629549020917
CP3,0.0416666666666666,12,6.0,5.4,52.5,4.0,0.9943098491061928,0.9997718370043154,0.9999999941789632,0.9298597763332355,0.9072887273305801
CP5,0.2083333333333333,12,6.0,4.8,46.66666666666666,4.0,0.9986599751813379,0.9999998946086498,1.0,0.9826186186888856,0.9750375025754882
CP1,0.0,13,7.0,7.0,68.05555555555554,4.0,0.005472911375423384,5.0067654512046315e-06,3.2689748951713886e-13,0.06448428486105157,0.04758972643611281
CP2,0.0,13,7.0,6.7,65.13888888888889,4.0,0.9608092286396385,0.911951471634046,0.9861633176193118,0.7458913763955981,0.6953633719646117
CP4,0.1923076923076923,13,7.0,6.1,59.30555555555555,4.0,0.9949699523445099,0.9998791656061216,0.9999999988473075,0.9378990930854724,0.9172590961598588
CP1,0.0769230769230769,26,2.0,2.0,23.33333333333333,2.0,0.00590357919257023,7.410769429902453e-06,8.977038532397126e-13,0.06865826494608443,0.050881752475628664
CP2,0.6923076923076923,13,2.0,1.7,19.83333333333333,2.0,0.9964967269245897,0.9999806206925149,0.9999999999893658,0.9559074972773316,0.9399728184603882
CP3,0.6923076923076923,13,2.0,1.4,16.333333333333332,2.0,0.9999961887803792,1.0,1.0,0.9999949056922037,0.9999898980864295
CP4,0.8846153846153846,13,2.0,1.1,12.833333333333334,2.0,0.9999969510243034,1.0,1.0,0.9999973369519305,0.9999946125945988
CP5,0.9230769230769232,13,2.0,0.8,9.333333333333334,2.0,0.9999992377560758,1.0,1.0,0.9999999116056838,0.9999998028789917
CP1,0.0384615384615384,26,3.0,3.0,35.0,2.0,0.005821256848761669,6.805647248932931e-06,7.208909159000874e-13,0.06772784818573437,0.05014654965977552
CP2,0.5384615384615384,13,3.0,2.7,31.5,2.0,0.9998086767750374,0.9999999999990183,1.0,0.997515919232072,0.9960765323072226
CP3,0.2692307692307692,13,3.0,2.4,28.0,2.0,0.9999969510243034,1.0,1.0,0.9999971926735736,0.999994329833734
CP4,0.6153846153846154,13,3.0,2.1,24.5,2.0,0.9999969510243034,1.0,1.0,0.9999981383843228,0.999996192957921
CP5,0.5,13,3.0,1.8,21.0,2.0,1.0,1.0,1.0,0.9999999982480744,0.9999999956821343
CP1,0.0192307692307692,26,4.0,4.0,46.66666666666666,2.0,0.005841075190789691,6.973551234300185e-06,7.675878416738398e-13,0.06799268213764327,0.05035573817973997
CP2,0.3461538461538461,13,4.0,3.7,43.16666666666666,2.0,0.9998437399955485,0.999999999999793,1.0,0.9980731718505068,0.9969223714464195
CP3,0.2692307692307692,13,4.0,3.4,39.66666666666666,2.0,0.9999969510243034,1.0,1.0,0.9999970409298782,0.9999940329389858
CP4,0.4615384615384615,13,4.0,3.1,36.16666666666666,2.0,0.9999969510243034,1.0,1.0,0.999998026381933,0.9999959709862672
CP5,0.3076923076923077,13,4.0,2.8,32.666666666666664,2.0,1.0,1.0,1.0,0.9999999981145223,0.9999999953612326
CP1,0.0,13,5.0,5.0,58.33333333333333,2.0,0.005732074309635626,6.324763508305967e-06,5.968979748697189e-13,0.0669381262613655,0.04952313850962779
CP3,0.0769230769230769,13,5.0,4.4,51.333333333333336,2.0,0.9999961887803792,1.0,1.0,0.9999958554126696,0.9999917284629487
CP5,0.2692307692307692,13,5.0,3.8,44.33333333333333,2.0,1.0,1.0,1.0,0.9999999982587785,0.9999999957078798
CP1,0.0769230769230769,13,6.0,6.0,70.0,2.0,0.005603255086453651,5.663769182593475e-06,4.4915959648615316e-13,0.0657669232431335,0.04859963665557628
CP2,0.1923076923076923,13,6.0,5.7,66.5,2.0,0.99980181657972,0.9999999999987168,1.0,0.9974046088101287,0.9959087431188799
CP4,0.3461538461538461,13,6.0,5.1,59.49999999999999,2.0,0.9999969510243034,1.0,1.0,0.9999984843450851,0.99999688135427
CP1,0.0,24,2.0,2.0,23.33333333333333,3.0,0.006077370807277327,8.569235181376598e-06,1.3047323529457977e-12,0.07027615797873049,0.05216203991702254
CP2,0.4583333333333333,12,2.0,1.7,19.83333333333333,3.0,0.9934950103512725,0.9995595362718892,0.9999999690687323,0.9202967883807338,0.8955445213662075
CP3,0.7916666666666666,12,2.0,1.4,16.333333333333332,3.0,0.9995838148174121,0.9999999998904091,1.0,0.994590400674706,0.9917571127771729
CP4,0.875,12,2.0,1.1,12.833333333333334,3.0,0.9995967729641227,0.9999999999141288,1.0,0.9948058096425682,0.9920699960871321
CP5,1.0,12,2.0,0.8,9.333333333333334,3.0,0.9999634122916407,1.0,1.0,0.9996332851516281,0.9993729089151748
CP1,0.0208333333333333,24,3.0,3.0,35.0,3.0,0.005821256848761669,6.805647248932931e-06,7.208909159000874e-13,0.06772784818573437,0.05014654965977552
CP2,0.2083333333333333,12,3.0,2.7,31.5,3.0,0.9941962747614939,0.9997478175660143,0.9999999924915738,0.9284913009848366,0.9056006902166474
CP3,0.4583333333333333,12,3.0,2.4,28.0,3.0,0.99951368837639,0.9999999997033285,1.0,0.9936110297408024,0.9903424725462506
CP4,0.7083333333333334,12,3.0,2.1,24.5,3.0,0.9996409831117237,0.9999999999625131,1.0,0.9954742254283996,0.9930453246057694
CP5,0.75,12,3.0,1.8,21.0,3.0,0.9999626500477165,1.0,1.0,0.9996292246011834,0.9993662364803899
CP1,0.0,24,4.0,4.0,46.66666666666666,3.0,0.005841075190789691,6.973551234300185e-06,7.675878416738398e-13,0.06799268213764327,0.05035573817973997
CP2,0.0833333333333333,12,4.0,3.7,43.16666666666666,3.0,0.9941025187588229,0.9997269263255673,0.9999999908079718,0.9273818432199595,0.904234025900599
CP3,0.3333333333333333,12,4.0,3.4,39.66666666666666,3.0,0.9995708566707014,0.9999999998673872,1.0,0.9944156175742096,0.9915037202505316
CP4,0.4583333333333333,12,4.0,3.1,36.16666666666666,3.0,0.9996257382332405,0.9999999999519376,1.0,0.9952836421687731,0.9927665158343555
CP5,0.5,12,4.0,2.8,32.666666666666664,3.0,0.9999527408767025,0.9999999999999999,1.0,0.9994616862397425,0.999093261013474
CP1,0.0416666666666666,12,6.0,6.0,70.0,3.0,0.005603255086453651,5.663769182593475e-06,4.4915959648615316e-13,0.0657669232431335,0.04859963665557628
CP3,0.0,12,6.0,5.4,63.0,3.0,0.999548751596901,0.9999999998222363,1.0,0.9941356251246968,0.9910986651835865
CP5,0.0416666666666666,12,6.0,4.8,55.99999999999999,3.0,0.9999588388280957,1.0,1.0,0.9995303115002806,0.9992045655296867
CP1,0.0416666666666666,12,7.0,7.0,81.66666666666666,3.0,0.0053486656157863965,4.4229385766772475e-06,2.3747310042829474e-13,0.06322116574236226,0.04659669588042276
CP2,0.0,12,7.0,6.7,78.16666666666667,3.0,0.9659360812734962,0.9255988152985175,0.9906092278861135,0.7567729333535345,0.7072795327155393
CP4,0.0833333333333333,12,7.0,6.1,71.16666666666666,3.0,0.9994984434979068,0.999999999636517,1.0,0.9933898271860861,0.9900246228184728
CP1,0.0625,24,2.0,2.0,23.33333333333333,4.0,0.006077370807277327,8.569235181376598e-06,1.3047323529457977e-12,0.07027615797873049,0.05216203991702254
CP2,0.4583333333333333,12,2.0,1.7,19.83333333333333,4.0,0.9659360812734962,0.9255988152985196,0.9906092278861142,0.7567729333535361,0.7072795327155412
CP3,0.7916666666666666,12,2.0,1.4,16.333333333333332,4.0,0.9950934358602228,0.9998912051148983,0.9999999991181542,0.9391255954181246,0.9187886580720395
CP4,0.9166666666666666,12,2.0,1.1,12.833333333333334,4.0,0.9954600751877407,0.999928216239725,0.9999999996951621,0.943728805900176,0.9245505525840092
CP5,0.9583333333333334,12,2.0,0.8,9.333333333333334,4.0,0.9987308638662841,0.9999999243875967,1.0,0.9835926608635548,0.9763630701885472
