video,cp,p_change,gc_1,gc_2,gc_3,gc_4,gc_6,gj_1,gj_2,gj_3,gj_4,gj_6,p,n,ttc_start,ttc_true,distance,dv_kph,x_looming,gate_g1
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,6.0,5.4,21.0,14.0,-4.100592230430808,0.9944637763344877
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,12,6.0,4.8,18.666666666666664,14.0,-3.8655582954417866,0.9995234895197389
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.41,0.0416666666666666,12,7.0,7.0,27.22222222222222,14.0,-4.6188029292484325,0.0657669232431323
LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2083333333333333,12,7.0,6.7,26.05555555555556,14.0,-4.531306949154863,0.9276604359339765
LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,7.0,6.1,23.72222222222222,14.0,-4.343938255060313,0.9953388119762816
LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.275,0.295,0.305,0.0416666666666666,24,2.0,2.0,7.777777777777778,14.0,-2.126614252395814,0.06892590070714819
LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,2.0,1.7,6.611111111111111,14.0,-1.8071020254965993,0.7564565234464533
LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,12,2.0,1.4,5.444444444444444,14.0,-1.4281679601945294,0.9375274072042139
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0,-0.9636630946851306,0.9366533958742219
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0,-0.36704016867923733,0.9812742618891324
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.32,0.34,0.0,24,3.0,3.0,11.666666666666666,14.0,-2.9294975251009734,0.06720057157626612
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,12,3.0,2.7,10.5,14.0,-2.7202914812804466,0.7692452858291812
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0,-2.4868395624018516,0.930671138710811
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,12,3.0,2.1,8.166666666666666,14.0,-2.222852452749923,0.9416395400907686
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,3.0,1.8,7.0,14.0,-1.9192714731796099,0.9827914821129783
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.39,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0,-3.50202987173271,0.06825831495507272
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0,-3.3467218195246335,0.765231418264879
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0,-3.178391416598784,0.9360232956005555
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,-2.994666810733115,0.9321398346137548
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0,-2.7924676631200214,0.9829628745313245
LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.405,0.0,12,5.0,5.0,19.444444444444443,14.0,-3.9470035365243263,0.06772784818573144
LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0,-3.823560482361224,0.5693609688929139
LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0,-3.5512393946718532,0.9317416850449268
LC_dv14_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.415,0.0,12,7.0,7.0,27.22222222222222,14.0,-4.6188029292484325,0.06706924964162596
LC_dv14_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,12,7.0,6.4,24.88888888888889,14.0,-4.4398128505982255,0.9362759180631297
LC_dv14_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,12,7.0,5.8,22.55555555555556,14.0,-4.243243257827761,0.9824442744800443
LC_dv21_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.275,0.28,0.285,0.0,21,2.0,2.0,11.666666666666666,21.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,11,2.0,1.7,9.916666666666666,21.0,-2.2014740122577,0.9982166585021697
LC_dv21_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,10,2.0,1.4,8.166666666666666,21.0,-1.8173873446417588,0.9999972060928942
LC_dv21_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,11,2.0,1.1,6.416666666666667,21.0,-1.3431519510514416,0.9999986467298211
LC_dv21_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,10,2.0,0.8,4.666666666666667,21.0,-0.7248214237408357,0.9999999981713319
LC_dv21_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.325,0.34,0.0,21,3.0,3.0,17.5,21.0,-3.3313653230046385,0.06799268213764463
LC_dv21_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6818181818181818,11,3.0,2.7,15.75,21.0,-3.1213203295684973,0.9976078721880507
LC_dv21_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,10,3.0,2.4,13.999999999999998,21.0,-2.8866986115637183,0.9999961567929754
LC_dv21_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7727272727272727,11,3.0,2.1,12.25,21.0,-2.6210116473490204,0.9999980738129465
LC_dv21_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,10,3.0,1.8,10.5,21.0,-2.3148263731722825,0.9999999968782419
LC_dv21_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.375,0.0,21,4.0,4.0,23.33333333333333,21.0,-3.905467345865506,0.06879198247347298
LC_dv21_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4090909090909091,11,4.0,3.7,21.58333333333333,21.0,-3.7498182114466854,0.9981039022944863
LC_dv21_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,10,4.0,3.4,19.83333333333333,21.0,-3.581052948401815,0.9999940052248426
LC_dv21_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5909090909090909,11,4.0,3.1,18.08333333333333,21.0,-3.3967619499593167,0.9999986467298211
LC_dv21_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,10,4.0,2.8,16.333333333333332,21.0,-3.1938060599341176,0.999999996684254
LC_dv21_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.405,0.0454545454545454,11,5.0,5.0,29.166666666666664,21.0,-4.351169726564992,0.06825831495507569
LC_dv21_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,11,5.0,4.7,27.416666666666668,21.0,-4.2275558878377515,0.9974608153286381
LC_dv21_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,11,5.0,4.1,23.916666666666664,21.0,-3.954774326475534,0.9999985922398206
LC_dv21_Tlc2p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.415,0.0,10,7.0,7.0,40.83333333333333,21.0,-5.023604775564403,0.06720057157626591
LC_dv21_Tlc2p0_TTC07_CP3_S5p633_E15p633.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,7.0,6.4,37.333333333333336,21.0,-4.84448464013414,0.9999871799890574
LC_dv21_Tlc2p0_TTC07_CP5_S6p233_E16p233.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,10,7.0,5.8,33.83333333333333,21.0,-4.647742639447824,0.9999997986497621
LC_dv21_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.275,0.28,0.285,0.0208333333333333,24,2.0,2.0,11.666666666666666,21.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,12,2.0,1.7,9.916666666666666,21.0,-2.2014740122577,0.9306711387108086
LC_dv21_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,12,2.0,1.4,8.166666666666666,21.0,-1.8173873446417588,0.9944477645677361
LC_dv21_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,12,2.0,1.1,6.416666666666667,21.0,-1.3431519510514416,0.9939131821523477
LC_dv21_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,0.8,4.666666666666667,21.0,-0.7248214237408357,0.9994916398022013
LC_dv21_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.315,0.33,0.0208333333333333,24,3.0,3.0,17.5,21.0,-3.3313653230046385,0.06654594577985329
LC_dv21_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,12,3.0,2.7,15.75,21.0,-3.1213203295684973,0.9284913009848358
LC_dv21_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,12,3.0,2.4,13.999999999999998,21.0,-2.8866986115637183,0.993592849665881
LC_dv21_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,12,3.0,2.1,12.25,21.0,-2.6210116473490204,0.994479747066685
LC_dv21_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7083333333333334,12,3.0,1.8,10.5,21.0,-2.3148263731722825,0.9996181914116228
LC_dv21_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.385,0.0208333333333333,24,4.0,4.0,23.33333333333333,21.0,-3.905467345865506,0.06879198247347298
LC_dv21_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,4.0,3.7,21.58333333333333,21.0,-3.7498182114466854,0.9280767884615825
LC_dv21_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,12,4.0,3.4,19.83333333333333,21.0,-3.581052948401815,0.9943017973703617
LC_dv21_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,4.0,3.1,18.08333333333333,21.0,-3.3967619499593167,0.9953112994612481
LC_dv21_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,12,4.0,2.8,16.333333333333332,21.0,-3.1938060599341176,0.999609717310084
LC_dv21_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.405,0.0833333333333333,12,5.0,5.0,29.166666666666664,21.0,-4.351169726564992,0.06825831495507569
LC_dv21_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,12,5.0,4.4,25.666666666666668,21.0,-4.095805857419422,0.9942523901108805
LC_dv21_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,12,5.0,3.8,22.166666666666664,21.0,-3.8030561609851192,0.9996139759479503
LC_dv21_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.41,0.0,12,6.0,6.0,35.0,21.0,-4.715495070062747,0.06628548183858271
LC_dv21_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,12,6.0,5.7,33.25,21.0,-4.612986512760817,0.928353334320949
LC_dv21_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0416666666666666,12,6.0,5.1,29.75,21.0,-4.3907346032672905,0.9951997951317513
LC_dv21_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.275,0.28,0.285,0.02,25,2.0,2.0,11.666666666666666,21.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,13,2.0,1.7,9.916666666666666,21.0,-2.2014740122577,0.7726114797953868
LC_dv21_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,1.4,8.166666666666666,21.0,-1.8173873446417588,0.9377753899706929
LC_dv21_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8846153846153846,13,2.0,1.1,6.416666666666667,21.0,-1.3431519510514416,0.9326679077682407
LC_dv21_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,12,2.0,0.8,4.666666666666667,21.0,-0.7248214237408357,0.9795949669416939
LC_dv21_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.315,0.325,0.0,25,3.0,3.0,17.5,21.0,-3.3313653230046385,0.06799268213764463
LC_dv21_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4230769230769231,13,3.0,2.7,15.75,21.0,-3.1213203295684973,0.7577208282829206
LC_dv21_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,12,3.0,2.4,13.999999999999998,21.0,-2.8866986115637183,0.9310740992928537
LC_dv21_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6538461538461539,13,3.0,2.1,12.25,21.0,-2.6210116473490204,0.9421090090066966
LC_dv21_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,12,3.0,1.8,10.5,21.0,-2.3148263731722825,0.9829628745313249
LC_dv21_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.285,0.335,0.375,0.0,25,4.0,4.0,23.33333333333333,21.0,-3.905467345865506,0.06879198247347298
LC_dv21_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2307692307692307,13,4.0,3.7,21.58333333333333,21.0,-3.7498182114466854,0.7701660893151503
LC_dv21_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,12,4.0,3.4,19.83333333333333,21.0,-3.581052948401815,0.936778834257638
LC_dv21_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,13,4.0,3.1,18.08333333333333,21.0,-3.3967619499593167,0.9412854801114635
LC_dv21_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,12,4.0,2.8,16.333333333333332,21.0,-3.1938060599341176,0.9830904593602893
LC_dv21_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.41,0.0,12,6.0,6.0,35.0,21.0,-4.715495070062747,0.06628548183858271
LC_dv21_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,12,6.0,5.4,31.5,21.0,-4.5049434573664415,0.9343622237825722
LC_dv21_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,12,6.0,4.8,28.0,21.0,-4.269614189639312,0.9825751718430129
LC_dv21_Tlc4p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.335,0.415,0.0384615384615384,13,7.0,7.0,40.83333333333333,21.0,-5.023604775564403,0.06576692324313017
LC_dv21_Tlc4p0_TTC07_CP2_S5p333_E15p333.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0769230769230769,13,7.0,6.7,39.083333333333336,21.0,-4.936048126263401,0.5590199287179077
LC_dv21_Tlc4p0_TTC07_CP4_S5p933_E15p933.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2307692307692307,13,7.0,6.1,35.58333333333333,21.0,-4.748530185202152,0.9317416850449286
LC_dv28_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.26,0.26,0.26,0.0576923076923076,26,2.0,2.0,15.555555555555555,28.0,-2.8088826911727645,0.06812539860546084
LC_dv28_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7307692307692307,13,2.0,1.7,13.22222222222222,28.0,-2.4852442360388385,0.9981992703970146
LC_dv28_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,13,2.0,1.4,10.888888888888888,28.0,-2.099320482560076,0.9999973241348752
LC_dv28_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,13,2.0,1.1,8.555555555555555,28.0,-1.62158054054924,0.999998640030944
LC_dv28_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,13,2.0,0.8,6.222222222222222,28.0,-0.995262057665552,0.999999998160105
LC_dv28_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.28,0.315,0.32,0.0384615384615384,26,3.0,3.0,23.33333333333333,28.0,-3.6177852734137246,0.06879198247347547
LC_dv28_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5384615384615384,13,3.0,2.7,21.0,28.0,-3.407445049870862,0.9974924370673178
LC_dv28_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,13,3.0,2.4,18.666666666666664,28.0,-3.1724111148818412,0.9999961019290455
LC_dv28_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,13,3.0,2.1,16.333333333333332,28.0,-2.9061239874823364,0.9999987309844237
LC_dv28_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6538461538461539,13,3.0,1.8,14.0,28.0,-2.5990165391119375,0.9999999983319441
LC_dv28_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.095,0.185,0.27,0.335,0.365,0.0769230769230769,26,4.0,4.0,31.11111111111111,28.0,-4.192438774014104,0.06667647449733112
LC_dv28_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3846153846153846,13,4.0,3.7,28.77777777777778,28.0,-4.036669905896323,0.998066971730018
LC_dv28_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2692307692307692,13,4.0,3.4,26.444444444444443,28.0,-3.8677519092575547,0.9999971791925669
LC_dv28_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4615384615384615,13,4.0,3.1,24.11111111111111,28.0,-3.683261845150956,0.9999984843450851
