video,p,n,deficit_max,distance,ttc_true,dv_kph,cp,lcd,ttc_start,gap_trace,vrel_trace,p_lane_end,a_req
LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,1.0,12,5715.212036451185,5.444444444444444,1.4,14.0,CP3,3.0,2.0,7.105999999999979,3.7540000000000013,0.737397654904896,1.388888888888889
LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,0.875,12,6519.555081237909,4.277777777777778,1.1,14.0,CP4,3.0,2.0,5.963000000000007,3.753,0.7890903651346639,1.7676767676767677
LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,1.0,12,7119.262680113343,3.111111111111111,0.8,14.0,CP5,3.0,2.0,4.819999999999978,3.75,0.7834544353513422,2.430555555555556
LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,0.08333333333333333,24,1019.3296682386936,11.666666666666666,3.0,14.0,CP1,3.0,3.0,12.989000000000019,3.748000000000001,0.0,0.6481481481481483
LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,0.7083333333333334,12,7370.813969934147,10.5,2.7,14.0,CP2,3.0,3.0,11.84599999999999,3.754999999999999,1.0,0.720164609053498
LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,0.8333333333333334,12,7370.813969934147,9.333333333333332,2.4,14.0,CP3,3.0,3.0,10.698999999999998,3.7540000000000013,0.999511745918583,0.8101851851851853
LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,0.875,12,7370.813969934147,8.166666666666666,2.1,14.0,CP4,3.0,3.0,9.559999999999988,3.603999999999999,1.0,0.9259259259259259
LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,1.0,12,8043.9386624285235,7.0,1.8,14.0,CP5,3.0,3.0,8.417999999999992,3.7520000000000024,1.0,1.080246913580247
LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,0.0,24,1048.35142278874,15.555555555555555,4.0,14.0,CP1,3.0,4.0,16.889999999999972,3.7459999999999987,0.0,0.48611111111111116
LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,0.4583333333333333,12,5729.942957342865,14.38888888888889,3.7,14.0,CP2,3.0,4.0,15.744000000000014,3.754999999999999,1.0,0.5255255255255256
LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,0.7083333333333334,12,5980.053934701029,13.22222222222222,3.4,14.0,CP3,3.0,4.0,14.59599999999999,3.7540000000000013,1.0,0.5718954248366014
LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,0.6666666666666666,12,6219.946903481271,12.055555555555555,3.1,14.0,CP4,3.0,4.0,13.448999999999998,3.753,1.0,0.6272401433691757
LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,0.7916666666666666,12,7200.899305337409,10.888888888888888,2.8,14.0,CP5,3.0,4.0,12.306000000000026,3.7520000000000024,1.0,0.6944444444444445
LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,0.041666666666666664,12,1048.35142278874,23.33333333333333,6.0,14.0,CP1,3.0,6.0,24.65600000000005,3.748000000000001,0.0,0.3240740740740741
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,0.2916666666666667,12,4267.060226946061,21.0,5.4,14.0,CP3,3.0,6.0,22.366000000000028,3.7540000000000013,1.0,0.360082304526749
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,0.4166666666666667,12,5227.2414978009765,18.666666666666664,4.8,14.0,CP5,3.0,6.0,20.076000000000008,3.7520000000000024,1.0,0.40509259259259267
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,0.041666666666666664,12,1006.5287119933965,27.22222222222222,7.0,14.0,CP1,3.0,7.0,28.508000000000024,3.748000000000001,0.0,0.2777777777777778
LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,0.20833333333333334,12,1758.5045009894188,26.05555555555556,6.7,14.0,CP2,3.0,7.0,27.360999999999976,3.754999999999999,1.0,0.2902155887230514
LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,0.4583333333333333,12,3747.444926921974,23.72222222222222,6.1,14.0,CP4,3.0,7.0,25.074999999999974,3.753,1.0,0.3187613843351549
LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,0.041666666666666664,24,1048.35142278874,7.777777777777778,2.0,14.0,CP1,4.0,2.0,9.110000000000056,3.748000000000001,0.0,0.9722222222222223
LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,0.7916666666666666,12,1048.35142278874,6.611111111111111,1.7,14.0,CP2,4.0,2.0,7.970000000000012,3.6060000000000016,0.054505260379058756,1.1437908496732028
LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,0.9583333333333334,12,1227.3426960960876,5.444444444444444,1.4,14.0,CP3,4.0,2.0,6.82500000000003,3.7510000000000012,0.020316516184137868,1.388888888888889
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,0.9583333333333334,12,1227.3426960960876,4.277777777777778,1.1,14.0,CP4,4.0,2.0,5.681000000000025,3.7510000000000012,0.04865315604295747,1.7676767676767677
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,0.9583333333333334,12,1227.3426960960876,3.111111111111111,0.8,14.0,CP5,4.0,2.0,4.541000000000039,3.7510000000000012,0.047536791820003706,2.430555555555556
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,0.0,24,1006.5287119933965,11.666666666666666,3.0,14.0,CP1,4.0,3.0,12.975000000000009,3.748000000000001,0.0,0.6481481481481483
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,0.5,12,6317.619789995417,10.5,2.7,14.0,CP2,4.0,3.0,11.84100000000005,3.75,0.8289573206653011,0.720164609053498
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,0.7916666666666666,12,6317.619789995417,9.333333333333332,2.4,14.0,CP3,4.0,3.0,10.70699999999998,3.7510000000000012,0.8254242192352912,0.8101851851851853
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,0.875,12,6929.9738637712635,8.166666666666666,2.1,14.0,CP4,4.0,3.0,9.56700000000005,3.7510000000000012,0.8610156258472083,0.9259259259259259
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,0.9166666666666666,12,7599.868670858568,7.0,1.8,14.0,CP5,4.0,3.0,8.432999999999979,3.7510000000000012,0.8882647437103426,1.080246913580247
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,0.041666666666666664,24,1048.35142278874,15.555555555555555,4.0,14.0,CP1,4.0,4.0,16.848999999999975,3.748000000000001,0.0,0.48611111111111116
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,0.5416666666666666,12,5735.6389306111205,14.38888888888889,3.7,14.0,CP2,4.0,4.0,15.706000000000003,3.7520000000000024,1.0,0.5255255255255256
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,0.6666666666666666,12,6960.904615914724,13.22222222222222,3.4,14.0,CP3,4.0,4.0,14.566000000000017,3.7510000000000012,0.9969014400207739,0.5718954248366014
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,0.6666666666666666,12,6960.904615914724,12.055555555555555,3.1,14.0,CP4,4.0,4.0,13.421999999999954,3.7510000000000012,1.0,0.6272401433691757
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,0.6666666666666666,12,6960.904615914724,10.888888888888888,2.8,14.0,CP5,4.0,4.0,12.27700000000003,3.7510000000000012,1.0,0.6944444444444445
