video,cp,p_change,C_0,a_0,none_0,cont_0,p_collide_continue,C_0.01,a_0.01,none_0.01,cont_0.01,C_0.05,a_0.05,none_0.05,cont_0.05,C_0.1,a_0.1,none_0.1,cont_0.1,C_0.2,a_0.2,none_0.2,cont_0.2,p,n,ttc_start,ttc_true,distance,dv_kph
LC_dv14_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1261.06875,2.25,False,False,0.955,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.6538461538461539,13,4.0,2.8,10.888888888888888,14.0
LC_dv14_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,140.11875000000003,0.75,False,False,0.06,140.11875000000003,0.75,False,False,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,13,5.0,5.0,19.444444444444443,14.0
LC_dv14_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,1.0,762.8687500000001,1.75,False,False,0.765,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,0.3076923076923077,13,5.0,4.4,17.11111111111111,14.0
LC_dv14_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,1.0,996.4000000000002,2.0,False,False,0.895,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,249.10000000000005,1.0,False,False,0.4615384615384615,13,5.0,3.8,14.777777777777777,14.0
LC_dv14_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,62.27500000000001,0.5,False,False,0.03,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.1153846153846153,13,6.0,6.0,23.33333333333333,14.0
LC_dv14_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,1.0,560.475,1.5,False,False,0.56,560.475,1.5,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,0.4230769230769231,13,6.0,5.7,22.166666666666668,14.0
LC_dv14_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,1.0,762.8687500000001,1.75,False,False,0.675,560.475,1.5,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,140.11875000000003,0.75,False,False,0.5,13,6.0,5.1,19.83333333333333,14.0
LC_dv14_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,560.475,1.5,False,False,0.085,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,24,2.0,2.0,7.777777777777778,14.0
LC_dv14_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,1.0,1556.875,2.5,False,False,0.975,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.6666666666666666,12,2.0,1.7,6.611111111111111,14.0
LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,1.0,1556.875,2.5,False,False,0.985,1556.875,2.5,False,False,996.4000000000002,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,1.0,12,2.0,1.4,5.444444444444444,14.0
