video,cp,p_change,C_0,a_0,none_0,cont_0,p_collide_continue,C_0.01,a_0.01,none_0.01,cont_0.01,C_0.05,a_0.05,none_0.05,cont_0.05,C_0.1,a_0.1,none_0.1,cont_0.1,C_0.2,a_0.2,none_0.2,cont_0.2,p,n,ttc_start,ttc_true,distance,dv_kph
LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,1.0,1883.8187500000004,2.75,False,False,0.995,1883.8187500000004,2.75,False,False,1261.06875,2.25,False,False,996.4000000000002,2.0,False,False,762.8687500000001,1.75,False,False,0.875,12,2.0,1.1,4.277777777777778,14.0
LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,1.0,2241.9000000000005,3.0,False,False,1.0,2241.9000000000005,3.0,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,996.4000000000002,2.0,False,False,1.0,12,2.0,0.8,3.111111111111111,14.0
LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,389.21875,1.25,False,False,0.075,249.10000000000005,1.0,False,False,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0833333333333333,24,3.0,3.0,11.666666666666666,14.0
LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1261.06875,2.25,False,False,0.955,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.7083333333333334,12,3.0,2.7,10.5,14.0
LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1261.06875,2.25,False,False,0.965,996.4000000000002,2.0,False,False,560.475,1.5,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.8333333333333334,12,3.0,2.4,9.333333333333332,14.0
LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1261.06875,2.25,False,False,0.965,996.4000000000002,2.0,False,False,560.475,1.5,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.875,12,3.0,2.1,8.166666666666666,14.0
LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1556.875,2.5,False,False,0.975,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,1.0,12,3.0,1.8,7.0,14.0
LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,249.10000000000005,1.0,False,False,0.06,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,24,4.0,4.0,15.555555555555555,14.0
LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,996.4000000000002,2.0,False,False,0.89,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,249.10000000000005,1.0,False,False,0.4583333333333333,12,4.0,3.7,14.38888888888889,14.0
LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,996.4000000000002,2.0,False,False,0.915,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,0.7083333333333334,12,4.0,3.4,13.22222222222222,14.0
LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,996.4000000000002,2.0,False,False,0.92,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0
LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1261.06875,2.25,False,False,0.95,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.7916666666666666,12,4.0,2.8,10.888888888888888,14.0
LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,62.27500000000001,0.5,False,False,0.04,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.0416666666666666,12,6.0,6.0,23.33333333333333,14.0
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,1.0,560.475,1.5,False,False,0.635,560.475,1.5,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,0.2916666666666667,12,6.0,5.4,21.0,14.0
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,1.0,762.8687500000001,1.75,False,False,0.735,560.475,1.5,False,False,249.10000000000005,1.0,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,0.4166666666666667,12,6.0,4.8,18.666666666666664,14.0
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,15.568750000000001,0.25,False,False,0.025,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.0416666666666666,12,7.0,7.0,27.22222222222222,14.0
LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,1.0,389.21875,1.25,False,False,0.32,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,15.568750000000001,0.25,False,False,0.2083333333333333,12,7.0,6.7,26.05555555555556,14.0
LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,1.0,560.475,1.5,False,False,0.45,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,62.27500000000001,0.5,False,False,0.4583333333333333,12,7.0,6.1,23.72222222222222,14.0
LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,560.475,1.5,False,False,0.085,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0416666666666666,24,2.0,2.0,7.777777777777778,14.0
LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,1556.875,2.5,False,False,0.965,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.7916666666666666,12,2.0,1.7,6.611111111111111,14.0
LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,1883.8187500000004,2.75,False,False,0.985,1556.875,2.5,False,False,996.4000000000002,2.0,False,False,762.8687500000001,1.75,False,False,762.8687500000001,1.75,False,False,0.9583333333333334,12,2.0,1.4,5.444444444444444,14.0
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,1883.8187500000004,2.75,False,False,1.0,1883.8187500000004,2.75,False,False,1261.06875,2.25,False,False,996.4000000000002,2.0,False,False,762.8687500000001,1.75,False,False,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,2631.1187500000005,3.25,False,False,1.0,2631.1187500000005,3.25,False,False,1556.875,2.5,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,389.21875,1.25,False,False,0.075,249.10000000000005,1.0,False,False,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,24,3.0,3.0,11.666666666666666,14.0
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1261.06875,2.25,False,False,0.955,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.5,12,3.0,2.7,10.5,14.0
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1261.06875,2.25,False,False,0.965,996.4000000000002,2.0,False,False,560.475,1.5,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1261.06875,2.25,False,False,0.965,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.875,12,3.0,2.1,8.166666666666666,14.0
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,1556.875,2.5,False,False,0.975,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.9166666666666666,12,3.0,1.8,7.0,14.0
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,249.10000000000005,1.0,False,False,0.06,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,996.4000000000002,2.0,False,False,0.89,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,249.10000000000005,1.0,False,False,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,996.4000000000002,2.0,False,False,0.915,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,996.4000000000002,2.0,False,False,0.92,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1261.06875,2.25,False,False,0.95,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0
LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,140.11875000000003,0.75,False,False,0.055,140.11875000000003,0.75,False,False,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,12,5.0,5.0,19.444444444444443,14.0
LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,1.0,762.8687500000001,1.75,False,False,0.72,560.475,1.5,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,140.11875000000003,0.75,False,False,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0
LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,1.0,762.8687500000001,1.75,False,False,0.805,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,140.11875000000003,0.75,False,False,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0
LC_dv14_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,15.568750000000001,0.25,False,False,0.025,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.0,12,7.0,7.0,27.22222222222222,14.0
LC_dv14_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,1.0,560.475,1.5,False,False,0.38,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,15.568750000000001,0.25,False,False,0.375,12,7.0,6.4,24.88888888888889,14.0
LC_dv14_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,1.0,560.475,1.5,False,False,0.515,389.21875,1.25,False,False,140.11875000000003,0.75,False,False,140.11875000000003,0.75,False,False,62.27500000000001,0.5,False,False,0.375,12,7.0,5.8,22.55555555555556,14.0
LC_dv21_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,996.4,2.0,False,False,0.085,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,21,2.0,2.0,11.666666666666666,21.0
LC_dv21_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,2241.9,3.0,False,False,1.0,2241.9,3.0,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,0.9090909090909092,11,2.0,1.7,9.916666666666666,21.0
LC_dv21_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,3051.4750000000004,3.5,False,False,1.0,2631.11875,3.25,False,False,1883.81875,2.75,False,False,1556.875,2.5,False,False,1556.875,2.5,False,False,0.85,10,2.0,1.4,8.166666666666666,21.0
LC_dv21_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,3502.96875,3.75,False,False,1.0,3502.96875,3.75,False,False,2631.11875,3.25,False,False,2241.9,3.0,False,False,1883.81875,2.75,False,False,0.9090909090909092,11,2.0,1.1,6.416666666666667,21.0
LC_dv21_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,5044.275,4.5,False,False,1.0,5044.275,4.5,False,False,3985.6000000000004,4.0,False,False,3502.96875,3.75,False,False,3051.4750000000004,3.5,False,False,0.85,10,2.0,0.8,4.666666666666667,21.0
LC_dv21_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,560.475,1.5,False,False,0.085,389.21875,1.25,False,False,249.10000000000005,1.0,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,21,3.0,3.0,17.5,21.0
LC_dv21_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1556.875,2.5,False,False,0.985,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,0.6818181818181818,11,3.0,2.7,15.75,21.0
LC_dv21_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1883.81875,2.75,False,False,0.995,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,762.8687500000001,1.75,False,False,0.4,10,3.0,2.4,13.999999999999998,21.0
LC_dv21_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1883.81875,2.75,False,False,1.0,1883.81875,2.75,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,0.7727272727272727,11,3.0,2.1,12.25,21.0
LC_dv21_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,2241.9,3.0,False,False,1.0,2241.9,3.0,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,0.6,10,3.0,1.8,10.5,21.0
LC_dv21_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,389.21875,1.25,False,False,0.075,249.09999999999997,1.0,False,False,62.275,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,21,4.0,4.0,23.33333333333333,21.0
LC_dv21_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1261.06875,2.25,False,False,0.955,996.4,2.0,False,False,560.475,1.5,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.4090909090909091,11,4.0,3.7,21.58333333333333,21.0
LC_dv21_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1261.06875,2.25,False,False,0.965,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.1,10,4.0,3.4,19.83333333333333,21.0
LC_dv21_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1556.875,2.5,False,False,0.97,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.5909090909090909,11,4.0,3.1,18.08333333333333,21.0
LC_dv21_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1556.875,2.5,False,False,0.985,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,0.4,10,4.0,2.8,16.333333333333332,21.0
LC_dv21_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,249.09999999999997,1.0,False,False,0.06,140.11874999999998,0.75,False,False,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0454545454545454,11,5.0,5.0,29.166666666666664,21.0
LC_dv21_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,1.0,996.4,2.0,False,False,0.855,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,249.09999999999997,1.0,False,False,249.09999999999997,1.0,False,False,0.4545454545454545,11,5.0,4.7,27.416666666666668,21.0
LC_dv21_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,1.0,996.4,2.0,False,False,0.925,996.4,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,249.09999999999997,1.0,False,False,0.4545454545454545,11,5.0,4.1,23.916666666666664,21.0
LC_dv21_Tlc2p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,0.07000000000000002,15.568750000000001,0.25,False,False,0.015,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.0,10,7.0,7.0,40.83333333333333,21.0
LC_dv21_Tlc2p0_TTC07_CP3_S5p633_E15p633.mp4,CP3,1.0,560.475,1.5,False,False,0.37,389.21875,1.25,False,False,140.11874999999998,0.75,False,False,62.275,0.5,False,False,15.568750000000001,0.25,False,False,0.0,10,7.0,6.4,37.333333333333336,21.0
LC_dv21_Tlc2p0_TTC07_CP5_S6p233_E16p233.mp4,CP5,1.0,560.475,1.5,False,False,0.61,560.475,1.5,False,False,249.09999999999997,1.0,False,False,140.11874999999998,0.75,False,False,62.275,0.5,False,False,0.05,10,7.0,5.8,33.83333333333333,21.0
LC_dv21_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,996.4,2.0,False,False,0.085,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0208333333333333,24,2.0,2.0,11.666666666666666,21.0
LC_dv21_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,2241.9,3.0,False,False,1.0,2241.9,3.0,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,0.5,12,2.0,1.7,9.916666666666666,21.0
LC_dv21_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,2631.1187500000005,3.25,False,False,1.0,2631.1187500000005,3.25,False,False,1883.8187500000004,2.75,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,0.75,12,2.0,1.4,8.166666666666666,21.0
LC_dv21_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,3502.96875,3.75,False,False,1.0,3502.96875,3.75,False,False,2631.11875,3.25,False,False,2241.9,3.0,False,False,1883.81875,2.75,False,False,0.875,12,2.0,1.1,6.416666666666667,21.0
LC_dv21_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,5044.275,4.5,False,False,1.0,5044.275,4.5,False,False,3985.6000000000004,4.0,False,False,3502.96875,3.75,False,False,3051.4750000000004,3.5,False,False,0.9166666666666666,12,2.0,0.8,4.666666666666667,21.0
LC_dv21_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,560.475,1.5,False,False,0.085,389.21875,1.25,False,False,249.09999999999997,1.0,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0208333333333333,24,3.0,3.0,17.5,21.0
LC_dv21_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1556.875,2.5,False,False,0.97,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.3333333333333333,12,3.0,2.7,15.75,21.0
LC_dv21_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1556.875,2.5,False,False,0.985,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,0.625,12,3.0,2.4,13.999999999999998,21.0
LC_dv21_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1883.81875,2.75,False,False,0.995,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,762.8687500000001,1.75,False,False,0.7083333333333334,12,3.0,2.1,12.25,21.0
LC_dv21_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,2241.9,3.0,False,False,1.0,1883.81875,2.75,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,996.4,2.0,False,False,0.7083333333333334,12,3.0,1.8,10.5,21.0
LC_dv21_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,389.21875,1.25,False,False,0.075,249.10000000000005,1.0,False,False,62.27500000000001,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0208333333333333,24,4.0,4.0,23.33333333333333,21.0
LC_dv21_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,1.0,1261.06875,2.25,False,False,0.955,996.4,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.2916666666666667,12,4.0,3.7,21.58333333333333,21.0
LC_dv21_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,1.0,1261.06875,2.25,False,False,0.965,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,0.25,12,4.0,3.4,19.83333333333333,21.0
LC_dv21_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,1.0,1556.875,2.5,False,False,0.965,1261.06875,2.25,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,560.475,1.5,False,False,0.4583333333333333,12,4.0,3.1,18.08333333333333,21.0
LC_dv21_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,1.0,1556.875,2.5,False,False,0.985,1261.06875,2.25,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,0.5833333333333334,12,4.0,2.8,16.333333333333332,21.0
LC_dv21_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,249.09999999999997,1.0,False,False,0.06,140.11874999999998,0.75,False,False,15.568750000000001,0.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0833333333333333,12,5.0,5.0,29.166666666666664,21.0
LC_dv21_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,1.0,996.4,2.0,False,False,0.91,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,249.09999999999997,1.0,False,False,0.25,12,5.0,4.4,25.666666666666668,21.0
LC_dv21_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,1.0,1261.06875,2.25,False,False,0.945,996.4000000000002,2.0,False,False,560.475,1.5,False,False,389.21875,1.25,False,False,389.21875,1.25,False,False,0.2916666666666667,12,5.0,3.8,22.166666666666664,21.0
LC_dv21_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,62.275,0.5,False,False,0.04,62.275,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,0.0,False,True,0.0,12,6.0,6.0,35.0,21.0
LC_dv21_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,1.0,560.475,1.5,False,False,0.61,560.475,1.5,False,False,249.09999999999997,1.0,False,False,140.11874999999998,0.75,False,False,62.275,0.5,False,False,0.1666666666666666,12,6.0,5.7,33.25,21.0
LC_dv21_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,1.0,762.8687500000001,1.75,False,False,0.755,560.475,1.5,False,False,249.09999999999997,1.0,False,False,249.09999999999997,1.0,False,False,140.11874999999998,0.75,False,False,0.0416666666666666,12,6.0,5.1,29.75,21.0
LC_dv21_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,996.4,2.0,False,False,0.085,762.8687500000001,1.75,False,False,389.21875,1.25,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.02,25,2.0,2.0,11.666666666666666,21.0
LC_dv21_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,1.0,2241.9000000000005,3.0,False,False,1.0,1883.8187500000004,2.75,False,False,1261.06875,2.25,False,False,1261.06875,2.25,False,False,996.4000000000002,2.0,False,False,0.6153846153846154,13,2.0,1.7,9.916666666666666,21.0
LC_dv21_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,1.0,3051.4750000000004,3.5,False,False,1.0,2631.11875,3.25,False,False,1883.81875,2.75,False,False,1556.875,2.5,False,False,1261.06875,2.25,False,False,0.9166666666666666,12,2.0,1.4,8.166666666666666,21.0
LC_dv21_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1.0,3502.96875,3.75,False,False,1.0,3051.475,3.5,False,False,2241.9000000000005,3.0,False,False,1883.8187500000004,2.75,False,False,1883.8187500000004,2.75,False,False,0.8846153846153846,13,2.0,1.1,6.416666666666667,21.0
LC_dv21_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,1.0,5044.275,4.5,False,False,1.0,5044.275,4.5,False,False,3985.6000000000004,4.0,False,False,3502.96875,3.75,False,False,3051.4750000000004,3.5,False,False,0.9166666666666666,12,2.0,0.8,4.666666666666667,21.0
LC_dv21_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,560.475,1.5,False,False,0.085,560.475,1.5,False,False,249.09999999999997,1.0,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,25,3.0,3.0,17.5,21.0
LC_dv21_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,1.0,1556.875,2.5,False,False,0.985,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,560.475,1.5,False,False,0.4230769230769231,13,3.0,2.7,15.75,21.0
LC_dv21_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1.0,1883.81875,2.75,False,False,0.99,1556.875,2.5,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,762.8687500000001,1.75,False,False,0.5833333333333334,12,3.0,2.4,13.999999999999998,21.0
LC_dv21_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1.0,1883.81875,2.75,False,False,0.995,1883.81875,2.75,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,762.8687500000001,1.75,False,False,0.6538461538461539,13,3.0,2.1,12.25,21.0
LC_dv21_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,1.0,2241.9,3.0,False,False,1.0,1883.81875,2.75,False,False,1261.06875,2.25,False,False,1261.06875,2.25,False,False,996.4,2.0,False,False,0.8333333333333334,12,3.0,1.8,10.5,21.0
LC_dv21_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.07000000000000002,389.21875,1.25,False,False,0.075,249.09999999999997,1.0,False,False,62.275,0.5,False,False,0.0,0.0,False,True,0.0,0.0,False,True,0.0,25,4.0,4.0,23.33333333333333,21.0
