ParticipantNumber,RunNumber,GPSNum,Investigator,CoInvestigator,Date,Training,TypeTraining,Broader_B_CZ,Finer_F_CZ,Cognitive_F_CZ_cog,WithOutBarrier_F_CZ_WOBarr,DreadZone_DZ_F,Stop_DZ_F_S,AutoBrake_DZ_F_A,SetPET,TurnedBefore,TurnedAfter,HowComfortable,HowRisky,HowDifficultDecisionBefore,HowMuchHesitate,HowHighProbabilitySame,IfTurnHowComfortable,IfTurnHowRisky,HowDifficultDecisionAfter,HowMuchHesitateAfter,HowHighProbabilitySameAfter,Remove,Comments [Runs],CZ_B_Switch_PET_Go,CZ_B_Switch_PET_NoGo,CZ_F_PET_Final_Go,CZ_F_PET_Final_NoGo,DZ_F_PET_Final_Go,DZ_F_PET_Final_NoGo,CZ_F_Cog_PET_Final_Go,CZ_F_Cog_PET_Final_NoGo,CZ_F_WB_PET_Final_Go_PET,CZ_F_WB_PET_Final_NoGo_PET,DZ_F_Stop_PET,PET,PredictedPET,PredictedPET_truePos,truePos_OffsetX,BalloonTimeToCross,BalloonSpeedAtCross,BalloonMinSpeed_30mBeforeCross,BalloonMaxSpeed,RobotBrakingDecel,RobotBr_maxLinearError,RobotBr_FinalDeviation,RobotBr_maxLinEr_Ref,Max_Deceleration,Max_LateralAccel,Q_InterpolatedTraj,Q_MedianFilteredTraj,Q_AllLowQualitySubjectData,Q_AllLowQualityBalloonData,Q_B_UnfixedBackwardsJump,Q_B_ReconstrTraj,Q_B_over3m_diffAfterReconstr,W_actual_ballonYpos_isFarOff_Zero,Q_BrokenTimeSignal,Q_min_Subject_Quality,Q_min_Balloon_Quality,cond,go,removed
28.0,1004.0,24.0,,,2013-11-06,,,,,,,1.0,,,1.0,1.0,0.0,5.0,4.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,,,,1.48,0.68,0.65,2.0162171546524164,16.21,47.311330547587616,47.24119648328202,50.407275242645966,-1.3223148148148154,0.23848666666666674,0.03096666666665726,0.23848666666666674,-1.666,3.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,dread,1,False
28.0,1005.0,25.0,,,2013-11-06,,,,,,,1.0,,,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,7.0,5.0,11.0,,,,,,,,1.0,,,,,,-0.42,0.51,0.42,1.8135356503632991,16.23,46.60277598939045,46.602251518219276,49.92575649832531,-1.301388888888887,0.23485000000000866,0.129000000000012,0.23485000000000866,-3.478,1.578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,dread,0,False
15.0,506.0,6.0,,,2013-10-15,,,1.0,,,,,,,1.0,1.0,0.0,4.0,6.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,1.36,0.68,0.6,0.8012043045270119,15.89,48.5126526419856,47.92348926576267,52.599987777852135,-1.2024999999999995,1.482600000000005,1.482600000000005,0.20714000000000254,-2.759,3.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,comfort,1,False
15.0,507.0,7.0,,,2013-10-15,,,1.0,,,,,,,2.0,1.0,0.0,3.0,3.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.46,1.67,1.59,0.852107758712215,16.01,49.03637332625038,48.78119066888655,50.62013865173654,-1.2321296296296285,0.31843333333333845,0.31843333333333845,0.24408333333332877,-2.111,3.496,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,comfort,1,False
15.0,508.0,8.0,,,2013-10-15,,,1.0,,,,,,,3.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.53,2.69,2.64,1.034496234133023,16.04,48.42278383196305,48.401042260615384,50.210638998846235,-1.2131481481481485,0.3102533333333355,-0.14323333333334176,0.3102533333333355,-2.518,3.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,comfort,1,False
15.0,509.0,9.0,,,2013-10-15,,,1.0,,,,,,,4.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,4.52,3.69,3.57,1.1394781261996414,16.14,48.837670221677634,48.645931567530134,50.29287154010518,-1.2002777777777784,0.6506100000000004,0.626899999999992,0.21472999999999587,-2.333,3.592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,comfort,1,False
15.0,510.0,10.0,,,2013-10-15,,,,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,6.0,5.0,11.0,,,,,,,,,,,,,,-0.28,-0.23,-0.24,0.7866746233307325,16.19,48.625141600299415,48.56451552596049,50.01454041810362,-1.1880555555555572,0.17597000000000662,0.03529999999998523,0.17597000000000662,-5.356,2.343,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,comfort,0,False
15.0,511.0,11.0,,,2013-10-15,,,,1.0,,,,,,0.4,1.0,0.0,6.0,7.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1.06,0.0,-0.01,0.625212475903389,15.83,51.363985435847844,51.39999392058563,53.41515211119649,-1.1852777777777792,-0.38323000000001173,-0.22470000000001278,0.3225699999999989,-2.591,4.225,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,comfort,1,False
15.0,512.0,12.0,,,2013-10-15,,,,1.0,,,,,,0.2,1.0,0.0,5.0,6.0,5.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,0.94,-0.13,-0.18,1.0246598271310816,16.03,48.89062808720367,48.691742945717785,50.41170422295039,-1.0925925925925923,1.6911666666666747,1.6911666666666747,0.18683333333333252,-2.397,4.445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,comfort,1,False
15.0,513.0,13.0,,,2013-10-15,,,,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,5.0,5.0,11.0,,,,,,1.0,,,,,,,,-0.31,-0.31,-0.44,1.2373102351837062,16.07,49.073379358656716,48.955536245954455,50.069574906607954,-1.1285185185185174,2.4777333333333402,2.4777333333333402,0.21490666666666414,-4.0,1.835,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,comfort,0,False
15.0,519.0,19.0,,,2013-10-15,,,,,,,1.0,,,-1.0,1.0,0.0,8.0,12.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,participant that he would not have been driving so close in real traffic,,,,,,,,,,,,0.27,0.66,0.59,0.10145289454379025,15.98,48.88424317816947,48.88795328047964,49.916531292863056,-1.0586111111111103,0.30060999999999183,-0.1465999999999994,0.30060999999999183,-3.689,5.83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,dread,1,False
15.0,520.0,20.0,,,2013-10-15,,,,,,,1.0,,,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,5.0,14.0,,,,,,,,,,,,,,-0.32,-0.33,-0.35,1.1842708688667827,16.0,48.91306020023237,48.81326606499996,50.267206393099144,-1.0740740740740748,3.3763333333333208,3.3763333333333208,0.1808333333333323,-3.535,2.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,dread,0,False
15.0,521.0,21.0,,,2013-10-15,,,,,,,1.0,,,-1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,3.0,13.0,,,,,,,,,,,,,,-0.65,-0.02,-0.06,1.1150737765240635,15.89,51.94507391304702,52.0964339230003,53.790017377655985,-1.0611111111111091,1.1110000000000184,1.1110000000000184,0.20290000000000674,-4.628,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,dread,0,False
15.0,522.0,22.0,,,2013-10-15,,,,,,,1.0,,,-1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,4.0,13.0,,,,,,,,,,,,,,-0.15,0.33,0.34,1.026718674151276,16.12,49.25746768464037,49.011853872813234,50.1944601513685,-1.148981481481482,0.6393666666666604,0.6393666666666604,0.16841666666666555,-4.627,2.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,dread,0,False
15.0,523.0,23.0,,,2013-10-15,,,,,,,1.0,,,-0.8,1.0,0.0,10.0,11.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,,,,0.29,0.7,0.67,0.9547359681286096,16.08,48.579123213090156,48.385802991503645,50.18745633304576,-1.1376851851851857,0.19670999999999594,0.17643333333332833,0.19670999999999594,-3.202,6.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,dread,1,False
15.0,524.0,24.0,,,2013-10-15,,,,,,,1.0,,,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,4.0,5.0,12.0,,,,,,,,1.0,,,,,,-0.26,0.48,0.35,1.1566861370578252,16.04,49.05776833154798,48.8768762861489,50.19300988318136,-1.1170370370370377,-0.2805800000000076,-0.09013333333333406,0.16674000000000433,-4.898,2.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,dread,0,False
4.0,41.0,7.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,6.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,42.0,8.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,4.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,44.0,10.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
4.0,45.0,11.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,3.0,1.0,0.0,2.0,1.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,46.0,12.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
4.0,47.0,13.0,Regina,Julia,2013-09-27,,,1.0,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,5.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
4.0,48.0,14.0,Regina,Julia,2013-09-27,,,,1.0,,,,,,2.4,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,49.0,15.0,Regina,Julia,2013-09-27,,,,1.0,,,,,,2.2,1.0,0.0,2.0,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,50.0,16.0,Regina,Julia,2013-09-27,,,,1.0,,,,,,2.0,1.0,0.0,2.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,51.0,17.0,Regina,Julia,2013-09-27,,,,1.0,,,,,,1.8,1.0,0.0,4.0,3.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
4.0,52.0,18.0,Regina,Julia,2013-09-27,,,,1.0,,,,,,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,7.0,5.0,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
4.0,68.0,35.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,1.2,1.0,0.0,4.0,3.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
4.0,69.0,36.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,0.8,1.0,0.0,4.0,4.0,4.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
4.0,70.0,37.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,0.4,1.0,0.0,6.0,4.0,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
4.0,71.0,38.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,0.0,1.0,0.0,6.0,4.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
4.0,72.0,39.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,-0.4,1.0,0.0,6.0,5.0,5.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
4.0,73.0,40.0,Regina,Julia,2013-09-27,,,,,,,1.0,,,-0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,5.0,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,0,False
22.0,6.0,6.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,6.0,1.0,0.0,2.0,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
22.0,7.0,7.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,4.0,1.0,0.0,2.0,2.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
22.0,8.0,8.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,5.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,9.0,9.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,6.0,6.0,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,10.0,10.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,11.0,11.0,"Regina;
Christina",Julia,2013-09-26,,,1.0,,,,,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,5.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,13.0,13.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.4,1.0,0.0,6.0,6.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
22.0,14.0,14.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,2.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,4.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,15.0,15.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,17.0,17.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,7.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,18.0,18.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,7.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,19.0,19.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.6,1.0,0.0,8.0,6.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,1,False
22.0,20.0,20.0,"Regina;
Christina",Julia,2013-09-26,,,,1.0,,,,,,3.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,6.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comfort,0,False
22.0,30.0,30.0,"Regina;
Christina",Julia,2013-09-26,,,,,,,1.0,,,3.2,1.0,0.0,5.0,5.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
22.0,31.0,31.0,"Regina;
Christina",Julia,2013-09-26,,,,,,,1.0,,,2.8,1.0,0.0,6.0,6.0,5.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,1,False
22.0,32.0,32.0,"Regina;
Christina",Julia,2013-09-26,,,,,,,1.0,,,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,7.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,0,False
22.0,33.0,33.0,"Regina;
Christina",Julia,2013-09-26,,,,,,,1.0,,,2.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,9.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dread,0,False
