video,cp,p,n,ttc_start,ttc_true,distance,dv_kph,x_rel,v_ego,v_oth,l0,ldot,gate_g1,demand_P1,demand_P2,demand_released
LC_dv07_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0,21,4.0,4.0,7.777777777777778,7.0,13.91617671066981,26.796,24.991,1.6289999999999993,0.0033333333333285253,0.06615554628018201,11.102567464851775,0.30845635153787393,10.455866507576449
LC_dv07_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.8636363636363636,11,4.0,3.7,7.194444444444445,7.0,13.345322554693288,26.796,24.977,1.2409999999999994,-1.293333333333333,0.9975699394498705,11.322872490005976,0.3522714806602641,10.6510288201923
LC_dv07_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.7,10,4.0,3.4,6.611111111111111,7.0,12.776786058055919,26.651,24.98,0.7850000000000008,-1.6866666666666645,0.9999960649379483,11.34777447615616,0.326517856844029,10.666140884697477
LC_dv07_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.8181818181818182,11,4.0,3.1,6.027777777777778,7.0,12.202625664998973,26.796,24.983,0.3050000000000004,-1.6000000000000014,0.999998640030944,11.73660631150995,0.4617014974804862,11.01632938485521
LC_dv07_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,0.85,10,4.0,2.8,5.444444444444444,7.0,11.634319746681347,26.796,24.986,-0.19100000000000006,-1.83333333333333,0.9999999981713319,11.953810493896503,0.5470524655275961,11.207474835066739
LC_dv07_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0,11,5.0,5.0,9.72222222222222,7.0,15.922176944937519,26.796,24.991,1.6300000000000006,2.960594732333751e-15,0.06733209223175622,10.454039659477642,0.22354507270908142,9.878725435649871
LC_dv07_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,0.8181818181818182,11,5.0,4.7,9.13888888888889,7.0,15.350322743340437,26.796,24.959,1.2420000000000007,-1.293333333333333,0.9975622879137458,10.673163622112353,0.25246192123241173,10.074169612773058
LC_dv07_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,0.8636363636363636,11,5.0,4.1,7.972222222222221,7.0,14.208623134058387,26.796,24.983,0.3010000000000008,-1.596666666666664,0.9999985991644639,11.014302393101087,0.2952920922623784,10.377548207672215
LC_dv07_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0,10,7.0,7.0,13.61111111111111,7.0,19.787178062525538,26.796,24.991,1.6330000000000007,0.003333333333334447,0.0656377762174264,9.396514709141524,0.14607124194635487,8.929108015362154
LC_dv07_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,0.4,10,7.0,6.4,12.444444444444445,7.0,18.65778339351546,26.796,24.98,0.7830000000000001,-1.6800000000000015,0.9999957165710589,9.694712269941341,0.16469872900646185,9.197952801234743
LC_dv07_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,0.35,10,7.0,5.8,11.277777777777777,7.0,17.519325770292802,26.796,24.986,-0.18100000000000027,-1.8399999999999987,0.9999999982799959,9.99524997462942,0.1844790969918409,9.468051293457462
LC_dv07_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0625,24,2.0,2.0,3.888888888888889,7.0,10.07217964434306,26.648,24.991,1.6259999999999992,0.0033333333333285253,0.06654594577985537,12.397266320905793,0.8660371743348594,11.588045802701776
LC_dv07_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.75,12,2.0,1.7,3.305555555555556,7.0,9.509443544363727,26.796,24.971,1.401999999999999,-0.7466666666666674,0.8406103904737934,12.8927900704217,1.9490023781970318,12.028836161450942
LC_dv07_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.9166666666666666,12,2.0,1.4,2.722222222222222,7.0,8.948994856563802,26.796,24.985,1.0950000000000013,-1.1166666666666607,0.9924147461700809,13.129564716666403,5.324311315764806,12.234687862683439
LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.875,12,2.0,1.1,2.138888888888889,7.0,8.389977296870208,26.796,24.986,0.7739999999999998,-1.0700000000000052,0.995487571676805,13.401504101118121,inf,12.470488291863981
LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.9583333333333334,12,2.0,0.8,1.5555555555555556,7.0,7.824821517329734,26.796,24.987,0.44999999999999996,-1.2033333333333296,0.9995847498906949,13.688149190348193,inf,12.718321495088976
LC_dv07_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,24,3.0,3.0,5.833333333333333,7.0,12.030175832551238,26.796,24.991,1.6270000000000004,2.960594732333751e-15,0.06772784818573098,11.790233837372716,0.47980210167080234,11.063563387168019
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.75,12,3.0,2.7,5.25,7.0,11.471422155232121,26.796,24.984,1.3719999999999997,-0.8500000000000026,0.9099429885674447,12.02235227630414,0.5802145844388199,11.267703433667462
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.875,12,3.0,2.4,4.666666666666666,7.0,10.906971850747812,26.796,24.985,1.0630000000000013,-1.139999999999993,0.9943181824729044,12.252234154694712,0.7236897049090961,11.469389411813477
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.7916666666666666,12,3.0,2.1,4.083333333333333,7.0,10.34795886480871,26.796,24.986,0.7500000000000007,-1.0433333333333354,0.9946836726974788,12.488715961434561,0.959068765501832,11.676361843284479
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.8333333333333334,12,3.0,1.8,3.5,7.0,9.7828044938838,26.796,24.987,0.42899999999999916,-1.1900000000000037,0.9995550961287482,12.737280776016293,1.4305246296455214,11.893360614185756
LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.0625,24,4.0,4.0,7.777777777777778,7.0,14.086349907252961,26.796,24.991,1.6280000000000008,2.960594732333751e-15,0.06759573037040441,11.04444439978875,0.2988273597760835,10.404301607854793
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,0.375,12,4.0,3.7,7.194444444444445,7.0,13.529464507706233,26.651,24.984,1.4300000000000004,-0.6600000000000014,0.7599247756965084,11.075509477606552,0.27609623433455616,10.42525497044701
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,0.5833333333333334,12,4.0,3.4,6.611111111111111,7.0,12.970348670041567,26.796,24.985,1.123,-1.133333333333336,0.9928672019341728,11.44621425582204,0.37877764647314843,10.76009734374776
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,0.875,12,4.0,3.1,6.027777777777778,7.0,12.415003508078875,26.651,24.986,0.8089999999999999,-1.0466666666666669,0.9938783045352523,11.471225585280033,0.3535998111081561,10.775135371403788
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,0.75,12,4.0,2.8,5.444444444444444,7.0,11.850468852895755,26.796,24.987,0.4879999999999993,-1.070000000000002,0.998134186699616,11.86676029875208,0.5094991030427145,11.130920451487995
LC_dv07_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,5.0,5.0,9.72222222222222,7.0,15.893176950524499,26.796,24.991,1.6300000000000006,2.960594732333751e-15,0.06733209223175622,10.462874997140293,0.22443824545808047,9.88661469977173
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,0.75,12,5.0,4.4,8.555555555555555,7.0,14.775967385842705,26.793,24.985,1.0559999999999998,-1.1366666666666674,0.9942689012799276,10.819749737696245,0.26628228813496735,10.204533653632476
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,0.6666666666666666,12,5.0,3.8,7.388888888888888,7.0,13.651796271415257,26.796,24.987,0.4200000000000006,-1.183333333333329,0.9995370429051341,11.19990844979084,0.32641272683081596,10.542153875900048
LC_dv07_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,12,6.0,6.0,11.666666666666666,7.0,18.72561156487447,26.796,24.983,1.631,-0.003333333333331486,0.06852474796040607,9.673730754897612,0.1630018660765951,9.179064299355144
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,0.25,12,6.0,5.7,11.083333333333334,7.0,18.16641477884687,26.796,24.984,1.365,-0.8866666666666667,0.9276604359339786,9.820603404264746,0.17236460592267,9.311197733377437
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,0.375,12,6.0,5.1,9.916666666666666,7.0,17.041951042705474,26.796,24.986,0.7419999999999998,-1.053333333333336,0.9952418833534088,10.129881732368402,0.1949606694533341,9.588769552726845
LC_dv07_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,25,2.0,2.0,3.888888888888889,7.0,10.037175325959996,26.796,24.991,1.6259999999999992,0.0033333333333285253,0.06654594577985537,12.61596842944941,1.1617751859131478,11.78752425920416
