video,cp,p,n,ttc_start,ttc_true,distance,dv_kph,theta_dot,l0,ldot,p_lead,expected_looming,pred_mixture,pred_expected
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0,0.38149287882437044,0.9669999999999994,-0.7766666666666685,0.9157079563560244,0.3493360644326407,0.8957992443230578,0.9566933815987742
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0,0.692781816354912,0.7289999999999999,-0.8799999999999979,0.9732153490959207,0.6742258972511517,0.9666763842541787,0.9852491471588397
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,24,3.0,3.0,11.666666666666666,14.0,0.05342387555854604,1.631,0.0,0.0497302512752519,0.002656782755624283,0.06874417894399223,0.0471169627369818
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.5,12,3.0,2.7,10.5,14.0,0.06585555596676537,1.4300000000000004,-0.6699999999999988,0.721014725098186,0.04748282558156554,0.5287169359289072,0.6062781915978875
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0,0.0831724128548923,1.203,-0.8400000000000023,0.9082907754163152,0.07554473536521603,0.7085339775877088,0.7178508137406062
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.875,12,3.0,2.1,8.166666666666666,14.0,0.10829974790229006,0.9659999999999991,-0.7900000000000034,0.9219311556160715,0.09984491173648749,0.7688665695625385,0.7765983924516886
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.9166666666666666,12,3.0,1.8,7.0,14.0,0.14671380814968765,0.7250000000000003,-0.8899999999999982,0.9752724149239371,0.1430859299768331,0.8614203931791687,0.840986718408088
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0,0.03013614877757078,1.6330000000000007,-0.003333333333331486,0.05056562151749423,0.0015238530930815407,0.06087251153432707,0.020160995546222808
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0,0.03519955566804595,1.4330000000000005,-0.6666666666666673,0.7165853157838987,0.02522348471383963,0.4018040156727167,0.44244121284897
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0,0.04165260294687452,1.2020000000000006,-0.8533333333333282,0.9149242496756804,0.03810897649820821,0.5513474688571485,0.5527148585737414
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,0.05005330153140143,0.9719999999999993,-0.766666666666671,0.9101069856306734,0.04555385937760693,0.5955347874462003,0.59964720796262
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0,0.06126983390488646,0.7310000000000005,-0.8933333333333298,0.9755054699303033,0.0597690581159379,0.6891742321987406,0.6681959706161635
LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,0.0,12,5.0,5.0,19.444444444444443,14.0,0.019312484314390907,1.6370000000000002,-0.003333333333331486,0.05014654965977316,0.0009684544537251938,0.054239878326829874,0.00919096948965647
LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0,0.021849866170892858,1.4859999999999995,-0.5033333333333356,0.5096703807945036,0.011136229611627904,0.22069369906233038,0.23631897159793944
LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0,0.028689060541736713,1.0250000000000001,-0.7833333333333344,0.9096143277283701,0.026095980517830353,0.44219171874116175,0.445864120616557
LC_dv14_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0,12,7.0,7.0,27.22222222222222,14.0,0.009864597617412874,1.6419999999999992,-0.003333333333334447,0.04962660867472554,0.0004895465256929786,0.04610428512576256,0.002397624435839642
LC_dv14_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,0.375,12,7.0,6.4,24.88888888888889,14.0,0.01179814632917757,1.2099999999999997,-0.8566666666666656,0.9152383851469224,0.010798116394043569,0.23408002057885602,0.23288025427519896
LC_dv14_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,0.375,12,7.0,5.8,22.55555555555556,14.0,0.014360940000957261,0.7330000000000012,-0.8899999999999982,0.9748007219482255,0.013999054680788289,0.2871252061860774,0.2902804530279742
LC_dv21_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0,21,2.0,2.0,11.666666666666666,21.0,0.08013581333781904,1.6309999999999991,-0.003333333333340368,0.050776201121447186,0.004068992175071849,0.07463304712039392,0.08311844962714274
LC_dv21_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,0.9090909090909092,11,2.0,1.7,9.916666666666666,21.0,0.11063995346127804,1.2340000000000007,-1.3233333333333284,0.997141939887682,0.11032373782346164,0.8388213766844007,0.8163697750746283
LC_dv21_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,0.85,10,2.0,1.4,8.166666666666666,21.0,0.16244962185343506,0.7730000000000004,-1.7066666666666652,0.9999943561135008,0.16244870500620748,0.9024520941238944,0.8798398585233044
LC_dv21_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,0.9090909090909092,11,2.0,1.1,6.416666666666667,21.0,0.2610216431760088,0.29400000000000115,-1.596666666666664,0.9999972060928942,0.26102091390578513,0.9518336891832081,0.9342545544907292
LC_dv21_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,0.85,10,2.0,0.8,4.666666666666667,21.0,0.484411065547997,-0.20099999999999985,-1.8299999999999983,0.9999999954976643,0.4844110633670158,0.9839390640920106,0.9740410566301427
LC_dv21_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0,21,3.0,3.0,17.5,21.0,0.03574426926380847,1.6350000000000005,-0.003333333333334447,0.05035573817974107,0.0017999290644745056,0.06332425167448028,0.026340834333719466
LC_dv21_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,0.6818181818181818,11,3.0,2.7,15.75,21.0,0.0440989048765707,1.2459999999999993,-1.2966666666666704,0.9962154165340124,0.04393200889030667,0.6117882920751304,0.5863916983430664
LC_dv21_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,0.4,10,3.0,2.4,13.999999999999998,21.0,0.05575999447787281,0.7899999999999998,-1.690000000000002,0.9999923120166859,0.05575956579596567,0.6786725452990376,0.6464695029453132
LC_dv21_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,0.7727272727272727,11,3.0,2.1,12.25,21.0,0.07272924924602557,0.3159999999999996,-1.5800000000000007,0.9999960649379483,0.07272896305191681,0.7460241426827703,0.7093095911150864
LC_dv21_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,0.6,10,3.0,1.8,10.5,21.0,0.09878333395014804,-0.17300000000000026,-1.8100000000000005,0.9999999924135105,0.09878333320072931,0.8135305746234842,0.7744829497193254
LC_dv21_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,0.0,21,4.0,4.0,23.33333333333333,21.0,0.020131543898651776,1.639,-0.0066666666666659324,0.05098747843911141,0.0010264566604785324,0.055107906687918026,0.0102141129658
LC_dv21_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,0.4090909090909091,11,4.0,3.7,21.58333333333333,21.0,0.023522021501625433,1.243000000000001,-1.3199999999999967,0.9969693293482271,0.023450734001390087,0.4325392493485963,0.4231850752505383
LC_dv21_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,0.1,10,4.0,3.4,19.83333333333333,21.0,0.027846362030795428,0.7950000000000006,-1.6600000000000008,0.9999881729551208,0.027846032690621966,0.48290991056279037,0.46878895254092057
LC_dv21_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,0.5909090909090909,11,4.0,3.1,18.08333333333333,21.0,0.03348150942630854,0.3140000000000007,-1.603333333333333,0.9999972060928942,0.033481415882081436,0.5370597628684866,0.5181576604102415
