video,cp,eps,epistemic,g_alpha1,p,n,ttc_start,ttc_true,distance
LC_dv21_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,2742.494641420785,97.87975066475474,2644.61489075603,0.0208333333333333,24,3.0,3.0,17.5
LC_dv21_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,2220.349400255859,89.5983476443455,2130.751052611514,0.3333333333333333,12,3.0,2.7,15.75
LC_dv21_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,10415.184211602433,124.05508279897549,10291.129128803457,0.625,12,3.0,2.4,13.999999999999998
LC_dv21_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1934.8741669891917,35.25404696300825,1899.6201200261835,0.7083333333333334,12,3.0,2.1,12.25
LC_dv21_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,169905.85920144783,153.98848786426242,169751.87071358357,0.7083333333333334,12,3.0,1.8,10.5
LC_dv21_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,3716.0357589985997,110.76585909822643,3605.2698999003733,0.0208333333333333,24,4.0,4.0,23.33333333333333
LC_dv21_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,2414.776246130334,84.32750184646193,2330.448744283872,0.2916666666666667,12,4.0,3.7,21.58333333333333
LC_dv21_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,26923.982107009015,178.61859699567867,26745.363510013336,0.25,12,4.0,3.4,19.83333333333333
LC_dv21_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,8456.119161655579,31.516132873048264,8424.60302878253,0.4583333333333333,12,4.0,3.1,18.08333333333333
LC_dv21_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,2856.835357290724,71.6656453669566,2785.1697119237674,0.5833333333333334,12,4.0,2.8,16.333333333333332
LC_dv21_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,4538.394404727495,112.39381621285429,4426.000588514641,0.0833333333333333,12,5.0,5.0,29.166666666666664
LC_dv21_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,246126.41274176197,141.76489924581256,245984.64784251616,0.25,12,5.0,4.4,25.666666666666668
LC_dv21_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,4658.502842195631,200.4138203038765,4458.089021891755,0.2916666666666667,12,5.0,3.8,22.166666666666664
LC_dv21_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,65997.28138692986,120.56744579510996,65876.71394113475,0.0,12,6.0,6.0,35.0
LC_dv21_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,4219.751117711731,105.39057504886614,4114.360542662866,0.1666666666666666,12,6.0,5.7,33.25
LC_dv21_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,5122.664306738322,116.53847298814617,5006.125833750176,0.0416666666666666,12,6.0,5.1,29.75
LC_dv21_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,1943.0651162971053,35.371027004482585,1907.6940892926227,0.02,25,2.0,2.0,11.666666666666666
LC_dv21_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,2913.4296818948787,28.070631234094435,2885.3590506607843,0.6153846153846154,13,2.0,1.7,9.916666666666666
LC_dv21_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,3082.9204420697733,86.29488617483821,2996.625555894935,0.9166666666666666,12,2.0,1.4,8.166666666666666
LC_dv21_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,1931.8857154261727,27.421015308631013,1904.4647001175417,0.8846153846153846,13,2.0,1.1,6.416666666666667
LC_dv21_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,14234.314357737576,83.80237428607688,14150.511983451499,0.9166666666666666,12,2.0,0.8,4.666666666666667
LC_dv21_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,2818.0623362089395,93.4304385581263,2724.6318976508132,0.0,25,3.0,3.0,17.5
LC_dv21_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,2887.856560023056,88.52723331727657,2799.3293267057793,0.4230769230769231,13,3.0,2.7,15.75
LC_dv21_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,1934.7230470164363,64.93459143549103,1869.7884555809453,0.5833333333333334,12,3.0,2.4,13.999999999999998
LC_dv21_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,1934.8741669887768,34.876729148020104,1899.9974378407567,0.6538461538461539,13,3.0,2.1,12.25
LC_dv21_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,2414.026973845086,58.62577035739514,2355.401203487691,0.8333333333333334,12,3.0,1.8,10.5
LC_dv21_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,8597.646722260617,177.56062079368894,8420.086101466928,0.0,25,4.0,4.0,23.33333333333333
LC_dv21_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,2413.394687773339,73.39037281816218,2340.0043149551766,0.2307692307692307,13,4.0,3.7,21.58333333333333
LC_dv21_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,8742.063456332722,109.65554923030686,8632.407907102415,0.3333333333333333,12,4.0,3.4,19.83333333333333
LC_dv21_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,8569.10307573725,32.01813699020386,8537.084938747046,0.5,13,4.0,3.1,18.08333333333333
LC_dv21_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,9770.721354491843,41.95252650516704,9728.768827986676,0.625,12,4.0,2.8,16.333333333333332
LC_dv21_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,66007.22324660892,120.50896332114644,65886.71428328777,0.0,12,6.0,6.0,35.0
LC_dv21_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,2604.677260139803,99.03588481781298,2505.64137532199,0.125,12,6.0,5.4,31.5
LC_dv21_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,5577.588928656184,99.93850030408339,5477.650428352101,0.3333333333333333,12,6.0,4.8,28.0
LC_dv21_Tlc4p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,2710.7791535967867,120.31798555043997,2590.4611680463468,0.0384615384615384,13,7.0,7.0,40.83333333333333
LC_dv21_Tlc4p0_TTC07_CP2_S5p333_E15p333.mp4,CP2,365807.85311248206,117.99698846414685,365689.8561240179,0.0769230769230769,13,7.0,6.7,39.083333333333336
LC_dv21_Tlc4p0_TTC07_CP4_S5p933_E15p933.mp4,CP4,3944.946945453446,113.8521448626434,3831.0948005908026,0.2307692307692307,13,7.0,6.1,35.58333333333333
LC_dv28_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2924.555412072624,41.449851020705864,2883.1055610519184,0.0576923076923076,26,2.0,2.0,15.555555555555555
LC_dv28_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,7498.6931170478765,88.59454173823906,7410.098575309637,0.7307692307692307,13,2.0,1.7,13.22222222222222
LC_dv28_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,148163.66011531765,167.19644634629367,147996.46366897135,0.9230769230769232,13,2.0,1.4,10.888888888888888
LC_dv28_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,2414.328338642976,25.440501248813234,2388.887837394163,0.9615384615384616,13,2.0,1.1,8.555555555555555
LC_dv28_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,18544.241036231826,141.48807666348876,18402.752959568337,0.9615384615384616,13,2.0,0.8,6.222222222222222
LC_dv28_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,3474.9335179231343,100.63543439578098,3374.2980835273534,0.0384615384615384,26,3.0,3.0,23.33333333333333
LC_dv28_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,6727.640909930814,89.52498737211863,6638.115922558695,0.5384615384615384,13,3.0,2.7,21.0
LC_dv28_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,8159.848510427787,111.8376266319483,8048.010883795839,0.5,13,3.0,2.4,18.666666666666664
LC_dv28_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,55404.517756375106,174.16850370877364,55230.34925266633,0.6923076923076923,13,3.0,2.1,16.333333333333332
LC_dv28_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,2446.747400779456,68.49947731889324,2378.2479234605626,0.6538461538461539,13,3.0,1.8,14.0
LC_dv28_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,6248.431162951041,101.21631273670755,6147.214850214334,0.0769230769230769,26,4.0,4.0,31.11111111111111
LC_dv28_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,5287.123284696728,77.53395321325024,5209.5893314834775,0.3846153846153846,13,4.0,3.7,28.77777777777778
LC_dv28_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,8443.807362973093,132.2690244527803,8311.538338520313,0.2692307692307692,13,4.0,3.4,26.444444444444443
LC_dv28_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,3274.799710176949,67.00399872256321,3207.7957114543856,0.4615384615384615,13,4.0,3.1,24.11111111111111
LC_dv28_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,28695.503005582308,178.6739213334804,28516.829084248828,0.3846153846153846,13,4.0,2.8,21.77777777777777
LC_dv28_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,5234.403434184019,115.49949021246812,5118.903943971551,0.0,13,5.0,5.0,38.888888888888886
LC_dv28_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,6328.63222904618,101.29540569457458,6227.336823351606,0.2692307692307692,13,5.0,4.4,34.22222222222222
LC_dv28_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,45705.53904510707,134.18542397937563,45571.353621127695,0.1538461538461538,13,5.0,3.8,29.55555555555556
LC_dv28_Tlc2p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,2670.094896151052,120.78643943229326,2549.308456718759,0.0769230769230769,13,6.0,6.0,46.66666666666666
LC_dv28_Tlc2p0_TTC06_CP2_S5p333_E15p333.mp4,CP2,5473.478014530463,145.15106516598553,5328.3269493644775,0.2307692307692307,13,6.0,5.7,44.333333333333336
LC_dv28_Tlc2p0_TTC06_CP4_S5p933_E15p933.mp4,CP4,3682.948938675422,84.9825119558036,3597.9664267196185,0.3846153846153846,13,6.0,5.1,39.66666666666666
LC_dv28_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,2414.3283386425646,69.04996700042602,2345.2783716421386,0.0416666666666666,24,2.0,2.0,15.555555555555555
LC_dv28_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,8226.08513662342,47.87340281874458,8178.2117338046755,0.5416666666666666,12,2.0,1.7,13.22222222222222
LC_dv28_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,59835.38924112429,162.80530677875504,59672.58393434554,0.7916666666666666,12,2.0,1.4,10.888888888888888
LC_dv28_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,2414.3283386425646,25.37708298603775,2388.951255656527,0.9166666666666666,12,2.0,1.1,8.555555555555555
LC_dv28_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,4895.027089101227,27.770668159543675,4867.256420941683,1.0,12,2.0,0.8,6.222222222222222
LC_dv28_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,3471.287410455537,99.15955958171253,3372.1278508738246,0.0,24,3.0,3.0,23.33333333333333
LC_dv28_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,8907.719846383428,120.46143348619444,8787.258412897234,0.4166666666666667,12,3.0,2.7,21.0
LC_dv28_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,77933.82552325194,159.98932405683445,77773.83619919511,0.6666666666666666,12,3.0,2.4,18.666666666666664
LC_dv28_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,10897.51957539186,28.37485432368885,10869.14472106817,0.8333333333333334,12,3.0,2.1,16.333333333333332
LC_dv28_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,2570.9028786759222,70.57585383377636,2500.327024842146,0.8333333333333334,12,3.0,1.8,14.0
LC_dv28_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,5310.367364117219,118.3005139912284,5192.066850125991,0.0208333333333333,24,4.0,4.0,31.11111111111111
LC_dv28_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,6308.889498910379,78.09501166437076,6230.794487246008,0.2083333333333333,12,4.0,3.7,28.77777777777778
LC_dv28_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,2990.734783078742,94.72981008514171,2896.0049729936004,0.4166666666666667,12,4.0,3.4,26.444444444444443
LC_dv28_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,8822.867626280731,78.02246040907812,8744.845165871653,0.4583333333333333,12,4.0,3.1,24.11111111111111
LC_dv28_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,12423.445878521015,194.1113053655663,12229.33457315545,0.6666666666666666,12,4.0,2.8,21.77777777777777
LC_dv28_Tlc3p0_TTC06_CP1_S5p033_E15p033.mp4,CP1,2671.841514735791,120.38343771851669,2551.4580770172743,0.0,12,6.0,6.0,46.66666666666666
LC_dv28_Tlc3p0_TTC06_CP3_S5p633_E15p633.mp4,CP3,5407.600590159637,112.08283775504788,5295.517752404589,0.0833333333333333,12,6.0,5.4,42.0
LC_dv28_Tlc3p0_TTC06_CP5_S6p233_E16p233.mp4,CP5,6140.571894357161,137.2811210701011,6003.29077328706,0.2083333333333333,12,6.0,4.8,37.33333333333333
LC_dv28_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,3561.9479372250635,126.07019073691072,3435.8777464881528,0.0416666666666666,12,7.0,7.0,54.44444444444444
LC_dv28_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,20013.906224326056,153.09363858937286,19860.812585736683,0.0,12,7.0,6.7,52.11111111111112
LC_dv28_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,121455.71952980588,160.59374225026113,121295.12578755562,0.2083333333333333,12,7.0,6.1,47.44444444444444
LC_dv28_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2925.2306506110926,41.43329104130635,2883.7973595697863,0.0,24,2.0,2.0,15.555555555555555
LC_dv28_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,5458.148316741798,95.70378477865052,5362.444531963148,0.6666666666666666,12,2.0,1.7,13.22222222222222
LC_dv28_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,2546.5415442774374,56.46092286584144,2490.080621411596,0.7916666666666666,12,2.0,1.4,10.888888888888888
LC_dv28_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,2415.1217687172016,25.35493790601322,2389.7668308111884,0.9166666666666666,12,2.0,1.1,8.555555555555555
LC_dv28_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,65915.24333610506,140.1157708178216,65775.12756528724,0.9166666666666666,12,2.0,0.8,6.222222222222222
LC_dv28_Tlc4p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,8925.599929728764,130.27468026528913,8795.325249463474,0.0,24,3.0,3.0,23.33333333333333
LC_dv28_Tlc4p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,10799.410953635608,163.53360027124654,10635.877353364362,0.375,12,3.0,2.7,21.0
LC_dv28_Tlc4p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,9577.630185008602,109.31029823625431,9468.319886772348,0.5,12,3.0,2.4,18.666666666666664
LC_dv28_Tlc4p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,11091.483968873254,28.772829262921732,11062.711139610332,0.6666666666666666,12,3.0,2.1,16.333333333333332
LC_dv28_Tlc4p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,2415.1217687167964,45.13463612146052,2369.987132595336,0.7916666666666666,12,3.0,1.8,14.0
LC_dv28_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,6254.557069687576,101.19869178219142,6153.358377905384,0.0,24,4.0,4.0,31.11111111111111
LC_dv28_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,6324.511211830181,103.17550427900733,6221.335707551174,0.2916666666666667,12,4.0,3.7,28.77777777777778
LC_dv28_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,12432.862658572789,99.90075292982328,12332.961905642966,0.4583333333333333,12,4.0,3.4,26.444444444444443
LC_dv28_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,8768.647880930523,125.54640813458172,8643.101472795941,0.4583333333333333,12,4.0,3.1,24.11111111111111
LC_dv28_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,8761.812692458157,181.14370948083706,8580.66898297732,0.625,12,4.0,2.8,21.77777777777777
LC_dv28_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,4351.261207418706,115.18446179901275,4236.076745619694,0.0,12,5.0,5.0,38.888888888888886
LC_dv28_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,5283.55556349503,113.03330386792277,5170.522259627107,0.25,12,5.0,4.7,36.55555555555556
LC_dv28_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,4876.336881690158,101.34742209617707,4774.989459593981,0.375,12,5.0,4.1,31.88888888888889
LC_dv28_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,3652.7354721451634,126.53976243468651,3526.195709710477,0.0416666666666666,12,7.0,7.0,54.44444444444444
LC_dv28_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,3874.973264845874,120.49246988960522,3754.4807949562687,0.0833333333333333,12,7.0,6.4,49.77777777777778
LC_dv28_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,3145.741775775132,128.88256913707028,3016.8592066380616,0.25,12,7.0,5.8,45.11111111111111
LC_dv35_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,2415.8394977904986,62.952318623384144,2352.8871791671145,0.0,21,2.0,2.0,19.444444444444443
LC_dv35_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,2420.37149167656,82.79070549105836,2337.5807861855014,0.6363636363636364,11,2.0,1.7,16.527777777777775
LC_dv35_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,7341.714520407745,85.0304096360187,7256.684110771726,0.8,10,2.0,1.4,13.611111111111107
LC_dv35_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,2415.9393945390457,28.569921483174767,2387.369473055871,0.8636363636363636,11,2.0,1.1,10.694444444444445
LC_dv35_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,8928.376910916233,27.28880531078721,8901.088105605446,0.9,10,2.0,0.8,7.777777777777778
LC_dv35_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,8572.136357719477,105.46436546391487,8466.671992255562,0.0238095238095238,21,3.0,3.0,29.166666666666664
LC_dv35_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,7010.032592290681,68.67282275871275,6941.359769531969,0.6363636363636364,11,3.0,2.7,26.25
LC_dv35_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,7383.691096377933,115.32935467961943,7268.361741698313,0.3,10,3.0,2.4,23.33333333333333
LC_dv35_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,10192.655004185885,59.223626119697656,10133.431378066187,0.6363636363636364,11,3.0,2.1,20.416666666666664
LC_dv35_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,21783.87389028346,127.77014596684603,21656.103744316613,0.75,10,3.0,1.8,17.5
LC_dv35_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,17402.389674654125,116.42060599421893,17285.969068659906,0.0,21,4.0,4.0,38.888888888888886
LC_dv35_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,7644.55763361322,88.57070578279763,7555.986927830422,0.2272727272727272,11,4.0,3.7,35.97222222222222
LC_dv35_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,7507.874161799524,99.84045302142476,7408.033708778099,0.2,10,4.0,3.4,33.05555555555555
LC_dv35_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,173343.74090218655,147.902143129264,173195.83875905728,0.5454545454545454,11,4.0,3.1,30.13888888888889
LC_dv35_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,9769.347665870668,199.57773800052382,9569.769927870144,0.2,10,4.0,2.8,27.22222222222221
LC_dv35_Tlc2p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,3551.1233969795835,102.34920281745872,3448.774194162125,0.0454545454545454,11,5.0,5.0,48.61111111111111
LC_dv35_Tlc2p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,5196.256580977486,101.06741346005947,5095.1891675174265,0.3181818181818182,11,5.0,4.7,45.69444444444444
LC_dv35_Tlc2p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,7013.578765315741,89.89264392630321,6923.686121389438,0.4545454545454545,11,5.0,4.1,39.86111111111111
LC_dv35_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,3213.8414132665494,117.459899648798,3096.3815136177514,0.0,10,7.0,7.0,68.05555555555554
LC_dv35_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,86542.3346092285,127.38523670226277,86414.94937252624,0.0,10,7.0,6.4,62.22222222222222
LC_dv35_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,4647.528357855711,111.01820894320554,4536.510148912505,0.0,10,7.0,5.8,56.388888888888886
LC_dv35_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2423.7532821145355,85.48105951106209,2338.2722226034734,0.0,24,2.0,2.0,19.444444444444443
LC_dv35_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,2416.106142062854,58.72506765280332,2357.3810744100506,0.7083333333333334,12,2.0,1.7,16.527777777777775
LC_dv35_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,12911.51830417081,109.01920524181878,12802.49909892899,0.7083333333333334,12,2.0,1.4,13.611111111111107
LC_dv35_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,2416.874173596703,28.424335592440002,2388.449838004263,0.9166666666666666,12,2.0,1.1,10.694444444444445
LC_dv35_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,3431.6779372737765,71.09969928985538,3360.578237983921,0.8333333333333334,12,2.0,0.8,7.777777777777778
LC_dv35_Tlc3p0_TTC03_CP1_S5p033_E15p033.mp4,CP1,11209.340652887486,78.09638559740233,11131.244267290083,0.0,24,3.0,3.0,29.166666666666664
LC_dv35_Tlc3p0_TTC03_CP2_S5p333_E15p333.mp4,CP2,4506.692831741957,86.80548032223214,4419.887351419725,0.1666666666666666,12,3.0,2.7,26.25
LC_dv35_Tlc3p0_TTC03_CP3_S5p633_E15p633.mp4,CP3,19556.946401032532,165.38584059547065,19391.56056043706,0.375,12,3.0,2.4,23.33333333333333
LC_dv35_Tlc3p0_TTC03_CP4_S5p933_E15p933.mp4,CP4,9006.98742402832,129.50834347903583,8877.479080549285,0.5416666666666666,12,3.0,2.1,20.416666666666664
LC_dv35_Tlc3p0_TTC03_CP5_S6p233_E16p233.mp4,CP5,48326.99687694003,188.60697598766274,48138.38990095237,0.6666666666666666,12,3.0,1.8,17.5
LC_dv35_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,7691.729521993709,113.09654187206343,7578.632980121645,0.0208333333333333,24,4.0,4.0,38.888888888888886
LC_dv35_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,7791.562699033704,101.46527365914972,7690.097425374554,0.2083333333333333,12,4.0,3.7,35.97222222222222
LC_dv35_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,7718.843170814159,110.53034887282229,7608.312821941337,0.3333333333333333,12,4.0,3.4,33.05555555555555
LC_dv35_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,6814.874011657736,123.24686008932076,6691.627151568416,0.3333333333333333,12,4.0,3.1,30.13888888888889
LC_dv35_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,9799.023584510058,96.59757583250575,9702.426008677552,0.4166666666666667,12,4.0,2.8,27.22222222222221
LC_dv35_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,6567.502909542707,120.97012543550682,6446.5327841072,0.0416666666666666,12,5.0,5.0,48.61111111111111
LC_dv35_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,7788.059024625247,104.68079499352734,7683.3782296317195,0.2083333333333333,12,5.0,4.4,42.77777777777778
LC_dv35_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,5690.749643186819,119.90326866131272,5570.846374525507,0.2916666666666667,12,5.0,3.8,36.94444444444444
LC_dv35_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,18892.074957907927,138.7226098297906,18753.352348078137,0.0416666666666666,12,6.0,6.0,58.33333333333333
LC_dv35_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,3927.038349975562,128.4571940949104,3798.5811558806517,0.0,12,6.0,5.7,55.41666666666666
LC_dv35_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,5852.534174181153,116.22405437723683,5736.310119803916,0.0833333333333333,12,6.0,5.1,49.58333333333333
LC_dv35_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2422.9934484374803,85.57311526990406,2337.4203331675762,0.02,25,2.0,2.0,19.444444444444443
LC_dv35_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,2415.9393945390498,55.082618267461385,2360.8567762715884,0.4615384615384615,13,2.0,1.7,16.527777777777775
LC_dv35_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,25940.44657225653,151.08964955907868,25789.35692269745,0.8333333333333334,12,2.0,1.4,13.611111111111107
LC_dv35_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,2415.1506475950277,28.315552256606225,2386.8350953384215,0.8076923076923077,13,2.0,1.1,10.694444444444445
LC_dv35_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,7631.8535112443815,68.21186291614595,7563.6416483282355,0.9583333333333334,12,2.0,0.8,7.777777777777778
LC_dv35_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,8677.28166569578,105.48901541272608,8571.792650283054,0.0,25,3.0,3.0,29.166666666666664
LC_dv35_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,8276.546948139616,104.19648748776581,8172.35046065185,0.3846153846153846,13,3.0,2.7,26.25
LC_dv35_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,16660.971174978175,161.74479106390208,16499.226383914272,0.5,12,3.0,2.4,23.33333333333333
LC_dv35_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,9113.139042694756,99.67862967735527,9013.460413017401,0.6538461538461539,13,3.0,2.1,20.416666666666664
LC_dv35_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,32318.189213873084,136.70836617911482,32181.48084769397,0.7916666666666666,12,3.0,1.8,17.5
