video,cp,ttc_start,ttc_true,distance,dv_kph,lcd,p,n,deficit_max,deficit_horizon,p_lane_end,p_lane_end_h,p_lane_max_h
LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,3.0,2.7,5.25,7.0,3.0,0.75,12,6570.221469019613,5863.052463107845,1.0,0.9960233220240979,0.996799952364776
LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,3.0,2.4,4.666666666666666,7.0,3.0,0.875,12,6570.221469019613,5881.914363457973,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,3.0,2.1,4.083333333333333,7.0,3.0,0.7916666666666666,12,6909.8972923778165,6909.8972923778165,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,3.0,1.8,3.5,7.0,3.0,0.8333333333333334,12,6909.8972923778165,6909.8972923778165,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,4.0,4.0,7.777777777777778,7.0,3.0,0.0625,24,991.9828671669591,991.9828671669591,0.0,0.0,0.0
LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,4.0,3.7,7.194444444444445,7.0,3.0,0.375,12,5267.35771331313,5207.590117033938,1.0,0.9931747150286075,0.9931747150286075
LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,4.0,3.4,6.611111111111111,7.0,3.0,0.5833333333333334,12,6376.719700382519,6376.719700382519,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,4.0,3.1,6.027777777777778,7.0,3.0,0.875,12,6503.87686874542,6503.87686874542,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,4.0,2.8,5.444444444444444,7.0,3.0,0.75,12,6503.87686874542,6503.87686874542,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,5.0,5.0,9.72222222222222,7.0,3.0,0.041666666666666664,12,1005.6933146023938,1005.6933146023938,0.0,0.0,0.0
LC_dv07_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,5.0,4.4,8.555555555555555,7.0,3.0,0.75,12,5866.500913837934,5866.500913837934,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,5.0,3.8,7.388888888888888,7.0,3.0,0.6666666666666666,12,6008.898811615783,6008.898811615783,1.0,1.0,1.0
LC_dv07_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,6.0,6.0,11.666666666666666,7.0,3.0,0.041666666666666664,12,1033.5053644621973,1033.5053644621973,0.0,0.0,0.0
LC_dv07_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,6.0,5.7,11.083333333333334,7.0,3.0,0.25,12,4781.886279721188,4685.72204001882,1.0,0.9961896577170158,0.996633791519785
LC_dv07_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,6.0,5.1,9.916666666666666,7.0,3.0,0.375,12,5231.829536484047,5231.829536484047,1.0,1.0,1.0
LC_dv07_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,2.0,2.0,3.888888888888889,7.0,4.0,0.0,25,1005.6933146023938,1005.6933146023938,0.0,0.0,0.0
LC_dv07_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,2.0,1.7,3.305555555555556,7.0,4.0,0.6538461538461539,13,3898.102143131507,3631.9649296871476,0.4919935324412368,0.586153231293219,0.586153231293219
