p_change,x_rel,y_rel,vy_oth,v_ego,v_oth,dg_A,G_A_continue,G_A_ease_off,G_A_brake,G_A_brake_hard,dg_B,G_B_continue,G_B_ease_off,G_B_brake,G_B_brake_hard,video,trace,e_t,cp,p,n,ttc_start,ttc_true,distance,dv_kph,lcd
1.0,8.389977296870208,2.649747338521731,-1.0686108832993633,26.796,24.986,131517.9893967343,156343.80085509236,81729.34054061137,24825.811458358046,62018.01922716608,67032.22236689339,76796.69102052879,9764.468653635402,20320.56637330279,62018.01922716608,LC_dv07_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,LC_dv07_Tlc3p0_TTC02,15.967,CP4,0.875,12,2.0,1.1,2.138888888888889,7.0,3.0
1.0,7.824821517329734,2.3258807411245663,-1.0793697565084017,26.796,24.987,126814.30184905186,152948.38747458172,88690.37691463123,26134.085625529857,62018.35957794309,70060.79557038042,84933.04926416169,14872.253693781271,20340.888881636478,62018.35957794309,LC_dv07_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,LC_dv07_Tlc3p0_TTC02,16.267,CP5,0.9583333333333334,12,2.0,0.8,1.5555555555555556,7.0,3.0
0.07000000000000002,12.030175832551238,3.5015331553336146,0.0011524930533690608,26.796,24.991,11937.14403353232,26651.695794827403,14714.551761295083,20312.826631329994,62018.009856000084,7247.126672298584,9937.681255440879,2690.5545831422946,20307.599999999995,62018.009856000084,LC_dv07_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,LC_dv07_Tlc3p0_TTC03,15.067,CP1,0.0416666666666666,24,3.0,3.0,5.833333333333333,7.0,3.0
1.0,11.471422155232121,3.2454507755394326,-0.8486109444080897,26.796,24.984,149996.8862413695,170685.7195634758,61937.87699021386,20688.833322106304,62018.009856000084,44928.33857295493,49448.56519495179,4520.226621996858,20307.60260397648,62018.009856000084,LC_dv07_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,LC_dv07_Tlc3p0_TTC03,15.367,CP2,0.75,12,3.0,2.7,5.25,7.0,3.0
1.0,10.906971850747812,2.93768872534077,-1.022693377387466,26.796,24.985,147994.66754463213,169701.14702467696,67910.05550510348,21706.479480044836,62018.009856000084,50019.071020170886,55245.401536604026,5226.33051643314,20307.687539345283,62018.009856000084,LC_dv07_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,LC_dv07_Tlc3p0_TTC03,15.667,CP3,0.875,12,3.0,2.4,4.666666666666666,7.0,3.0
1.0,10.34795886480871,2.6242879667115186,-1.0419442240398116,26.796,24.986,145537.95646882502,167607.4650155942,69801.94611244483,22069.508546769182,62018.009856000084,52266.68383217495,57911.97097961078,5645.2871474358235,20307.857602676617,62018.009856000084,LC_dv07_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,LC_dv07_Tlc3p0_TTC03,15.967,CP4,0.7916666666666666,12,3.0,2.1,4.083333333333333,7.0,3.0
1.0,9.7828044938838,2.3033493513679284,-1.0673937122671868,26.796,24.987,142780.60379113143,165734.05333432514,75649.46331597502,22953.4495431937,62018.009856000084,57852.12953312343,64607.145244414256,6755.015711290829,20309.489575193435,62018.009856000084,LC_dv07_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,LC_dv07_Tlc3p0_TTC03,16.267,CP5,0.8333333333333334,12,3.0,1.8,3.5,7.0,3.0
0.07000000000000002,14.086349907252961,3.500557425673026,0.0012461620834562244,26.796,24.991,16466.64384715108,29958.985527684745,13492.341680533664,20307.599999999995,62018.009856000084,5368.889523334643,7958.13994031704,2589.2504169823965,20307.599999999995,62018.009856000084,LC_dv07_Tlc3p0_TTC04_CP1_S5p033_E15p033.mp4,LC_dv07_Tlc3p0_TTC04,15.033,CP1,0.0625,24,4.0,4.0,7.777777777777778,7.0,3.0
1.0,13.529464507706233,3.3019180993351345,-0.658616138057518,26.651,24.984,148109.36794257368,168416.96794257368,43277.659574887846,20307.599999999995,61894.01281600004,29073.74102712298,32255.082587516146,3181.3415603931667,20307.599999999995,61894.01281600004,LC_dv07_Tlc3p0_TTC04_CP2_S5p333_E15p333.mp4,LC_dv07_Tlc3p0_TTC04,15.333,CP2,0.375,12,4.0,3.7,7.194444444444445,7.0,3.0
1.0,12.970348670041567,2.994846302825898,-1.0195700911719174,26.796,24.985,151230.9814042552,171538.5814042552,52041.04409966901,20307.599999999995,62018.009856000084,35432.56455991296,39005.3591125548,3572.7945526418425,20307.599999999995,62018.009856000084,LC_dv07_Tlc3p0_TTC04_CP3_S5p633_E15p633.mp4,LC_dv07_Tlc3p0_TTC04,15.633,CP3,0.5833333333333334,12,4.0,3.4,6.611111111111111,7.0,3.0
