p_change,x_rel,y_rel,vy_oth,v_ego,v_oth,dg_A,G_A_continue,G_A_ease_off,G_A_brake,G_A_brake_hard,dg_B,G_B_continue,G_B_ease_off,G_B_brake,G_B_brake_hard,video,trace,e_t,cp,p,n,ttc_start,ttc_true,distance,dv_kph,lcd
0.07000000000000002,19.789178062140294,3.5027168919149982,0.0044878948523348694,26.796,24.991,24795.96142480288,29024.36408947536,4228.402664672479,20307.599999999995,62018.009856000084,856.8545896181017,3187.914203588003,2331.0596139699014,20307.599999999995,62018.009856000084,LC_dv07_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,LC_dv07_Tlc4p0_TTC07,15.067,CP1,0.0384615384615384,13,7.0,7.0,13.61111111111111,7.0,4.0
1.0,19.229481071272353,3.32367729022833,-0.5886093959865858,26.796,24.987,137028.507905038,151188.81325238076,14160.305347342783,20307.599999999995,62018.009856000084,10930.481501773316,13528.870727678943,2598.3892259056274,20307.599999999995,62018.009856000084,LC_dv07_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,LC_dv07_Tlc4p0_TTC07,15.367,CP2,0.3076923076923077,13,7.0,6.7,13.02777777777778,7.0,4.0
1.0,18.11213260879841,2.8545010704677716,-0.7919517468956297,26.796,24.988,137639.5370248431,157947.1370248431,20388.678474269906,20307.599999999995,62018.009856000084,13830.143324002715,16511.057673712818,2680.914349710102,20307.599999999995,62018.009856000084,LC_dv07_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,LC_dv07_Tlc4p0_TTC07,15.967,CP4,0.5769230769230769,13,7.0,6.1,11.86111111111111,7.0,4.0
0.07000000000000002,13.686434481224442,3.500495277978727,0.0026415087968774797,28.739,24.991,7810.58290260797,27228.472652994988,19417.889750387018,21541.30036671522,65416.92891650487,12039.129814981841,18926.631221752104,6887.501406770263,20309.960429566705,65416.92891650487,LC_dv14_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc2p0_TTC02,15.067,CP1,0.0769230769230769,26,2.0,2.0,7.777777777777778,14.0,2.0
1.0,12.536167480807507,3.114288023472712,-1.2873354935568981,28.739,24.977,155647.7722062091,189878.1386704593,137843.39226495405,34230.366464250204,65434.080036414125,88233.14864060123,108586.28412575251,34759.7612144214,20353.135485151284,65434.080036414125,LC_dv14_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc2p0_TTC02,15.367,CP2,0.9230769230769232,13,2.0,1.7,6.611111111111111,14.0,2.0
1.0,11.378937489007388,2.6527027012581814,-1.5301259224206023,28.739,24.98,151134.05169731422,189021.01326191958,143636.9238666889,37886.96156460536,65456.59734295367,97956.77057804332,118351.86350839428,53736.21425346659,20395.092930350962,65456.59734295367,LC_dv14_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc2p0_TTC02,15.667,CP3,1.0,13,2.0,1.4,5.444444444444444,14.0,2.0
1.0,10.222764066349969,2.1727164664870426,-1.5968768392496093,28.739,24.983,145880.71286878778,186230.48881697064,147851.54230331993,40349.77594818285,65492.686814712804,105129.56919897412,125591.98080556229,72107.50439383594,20462.41160658816,65492.686814712804,LC_dv14_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc2p0_TTC02,15.967,CP4,0.9230769230769232,13,2.0,1.1,4.277777777777778,14.0,2.0
1.0,9.069231377954376,1.6843833331900753,-1.6259415544107636,28.739,24.973,138140.62719223928,183574.2791620318,151328.29388113445,45433.65196979252,65592.61591630083,113529.65590105439,135060.81047652362,96501.69121347523,21531.154575469234,65592.61591630083,LC_dv14_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc2p0_TTC02,16.267,CP5,1.0,13,2.0,0.8,3.111111111111111,14.0,2.0
0.07000000000000002,17.59443802665096,3.4997654959065883,-0.0007162724276410497,28.737,24.991,33307.3660253453,54025.032182548755,20844.65525488423,20717.66615720346,65414.534922718405,36133.2569660526,40084.3315612314,3951.074595178806,20307.878134805567,65414.534922718405,LC_dv14_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc2p0_TTC03,15.067,CP1,0.0576923076923076,26,3.0,3.0,11.666666666666666,14.0,2.0
1.0,16.443162117165897,3.105573954778656,-1.3140001460038981,28.737,24.977,177446.25912536943,203149.40036248352,118099.93145531388,25703.14123711408,65415.08634134836,69778.10318924846,81935.28018539108,12157.176996142616,20313.182488542272,65415.08634134836,LC_dv14_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc2p0_TTC03,15.367,CP2,0.9615384615384616,13,3.0,2.7,10.5,14.0,2.0
1.0,15.291934008676956,2.6448422021492584,-1.530137274111991,28.739,24.98,172804.2813300682,201320.97156744642,126500.20339777414,28516.690237378236,65418.90039803154,74593.97114549718,91355.97769819548,16762.006552698294,20319.75898438043,65418.90039803154,LC_dv14_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc2p0_TTC03,15.667,CP3,0.8076923076923077,13,3.0,2.4,9.333333333333332,14.0,2.0
1.0,14.139760351720845,2.1655369301636407,-1.593552869829194,28.739,24.983,167358.70093529916,197875.3959993445,131061.2180765264,30516.695064045336,65422.156955458835,77274.7450670869,97602.72580717437,21397.14384270939,20327.980740087467,65422.156955458835,LC_dv14_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc2p0_TTC03,15.967,CP4,0.9230769230769232,13,3.0,2.1,8.166666666666666,14.0,2.0
1.0,12.982223863406148,1.673533256439139,-1.6379103248987434,28.739,24.986,162514.4763754181,196307.32673420993,139093.39473249172,33792.85035879182,65431.22622479068,86820.09056849434,107166.87080742406,32572.911755462996,20346.780238929718,65431.22622479068,LC_dv14_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc2p0_TTC03,16.267,CP5,0.8846153846153846,13,3.0,1.8,7.0,14.0,2.0
0.07000000000000002,21.50184140011998,3.497576647349912,-0.003587248957181239,28.739,24.991,13303.942972401986,32047.115899912926,18743.17292751094,20307.600011429015,65416.141694000005,9281.7502808947,12217.817254394984,2936.0669735002853,20307.600011429015,65416.141694000005,LC_dv14_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc2p0_TTC04,15.067,CP1,0.0192307692307692,26,4.0,4.0,15.555555555555555,14.0,2.0
1.0,20.35116325831417,3.1058581798663853,-1.3140024624267812,28.739,24.978,185839.56139101827,206201.63208513614,92318.1727135094,20362.07069411787,65416.141694000005,51559.03212834491,57313.92021755021,5754.8880892052985,20307.665110167512,65416.141694000005,LC_dv14_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc2p0_TTC04,15.367,CP2,0.6923076923076923,13,4.0,3.7,14.38888888888889,14.0,2.0
1.0,19.194938529143144,2.651001482914609,-1.509169735125117,28.739,24.98,185491.95699014474,207305.58880898496,103429.29850343356,21813.631818840226,65416.14178009514,58927.00000654706,66269.87392902155,7342.873922474483,20308.33015515251,65416.14178009514,LC_dv14_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc2p0_TTC04,15.667,CP3,0.4615384615384615,13,4.0,3.4,13.22222222222222,14.0,2.0
1.0,18.042518923477196,2.1794622951469473,-1.573997766800972,28.737,24.983,182446.0161953118,205405.45591850445,108700.62008370622,22959.43972319264,65414.542420397614,62878.77725201455,71523.24102466875,8644.4637726542,20309.382842408108,65414.542420397614,LC_dv14_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc2p0_TTC04,15.967,CP4,0.8076923076923077,13,4.0,3.1,12.055555555555555,14.0,2.0
1.0,16.889232214959495,1.6826776842798905,-1.6469018171630494,28.739,24.986,179123.45000296005,204491.0156395602,118442.41158121267,25367.56563660016,65416.55571321852,69005.38386203046,80682.76272329647,11677.378861266021,20312.43117696335,65416.55571321852,LC_dv14_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc2p0_TTC04,16.267,CP5,0.6538461538461539,13,4.0,2.8,10.888888888888888,14.0,2.0
0.07000000000000002,25.367437220171485,3.5003825334753005,-0.0006918237325193017,28.739,24.991,19194.60410577149,32149.895329335264,12955.291223563776,20307.599999999995,65416.141694000005,5435.734905123341,8027.567320923787,2591.832415800445,20307.599999999995,65416.141694000005,LC_dv14_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc2p0_TTC05,15.067,CP1,0.0,13,5.0,5.0,19.444444444444443,14.0,2.0
1.0,23.07093659234089,2.644157096729866,-1.5301467447074113,28.59,24.981,181850.4049498647,202158.0049498647,67274.66813903555,20307.599999999995,65296.55340000003,36316.708499145876,40139.15073346086,3822.442234314987,20307.599999999995,65296.55340000003,LC_dv14_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc2p0_TTC05,15.667,CP3,0.3076923076923077,13,5.0,4.4,17.11111111111111,14.0,2.0
1.0,20.766226805265966,1.6738489394962528,-1.6379175991272317,28.739,24.986,187449.93541690666,207778.36753264818,92616.69598767703,20328.432115741525,65416.141694000005,51050.38549067158,56781.29201781029,5730.906527138709,20307.64802355876,65416.141694000005,LC_dv14_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc2p0_TTC05,16.267,CP5,0.4615384615384615,13,5.0,3.8,14.777777777777777,14.0,2.0
0.07000000000000002,29.2618469991083,3.497260670979149,-0.0036107235837260785,28.593,24.991,25167.80233196173,29784.924657526808,4617.122325565077,20307.599999999995,65298.95508600002,1708.943633458517,4123.301362973486,2414.357729514969,20307.599999999995,65298.95508600002,LC_dv14_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc2p0_TTC06,15.067,CP1,0.1153846153846153,13,6.0,6.0,23.33333333333333,14.0,2.0
1.0,28.106164305905782,3.1064803249702106,-1.3139924291622287,28.739,24.977,167888.22273134277,188195.82273134278,30897.495668511703,20307.599999999995,65416.141694000005,18492.777325297204,21333.894882006818,2841.117556709615,20307.599999999995,65416.141694000005,LC_dv14_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc2p0_TTC06,15.367,CP2,0.4230769230769231,13,6.0,5.7,22.166666666666668,14.0,2.0
1.0,25.797763816978748,2.165085227740865,-1.593552869829194,28.739,24.983,177413.89661808658,197721.4966180866,50621.67060896062,20307.599999999995,65416.141694000005,27262.929027776743,30452.839844563157,3189.910816786415,20307.599999999995,65416.141694000005,LC_dv14_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc2p0_TTC06,15.967,CP4,0.5,13,6.0,5.1,19.83333333333333,14.0,2.0
0.07000000000000002,13.999557515469277,3.499785475006727,-0.0002375981103355619,28.737,24.991,8656.243975530979,28149.67943189749,19493.43545636651,21441.48294706481,65415.134490402896,12851.70808311365,19177.865946311565,6326.1578631979155,20309.5617074657,65415.134490402896,LC_dv14_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,LC_dv14_Tlc3p0_TTC02,15.033,CP1,0.0,24,2.0,2.0,7.777777777777778,14.0,3.0
1.0,12.85968016089149,3.300575125576531,-0.6602522731591505,28.739,24.984,155234.0136135541,188253.28867931722,134734.7467384913,33019.275065763126,65429.56095538343,84646.71911411708,104991.1059723899,30018.82303315957,20344.38685827282,65429.56095538343,LC_dv14_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,LC_dv14_Tlc3p0_TTC02,15.333,CP2,0.6666666666666666,12,2.0,1.7,6.611111111111111,14.0,3.0
1.0,11.71218775820964,2.995458882449193,-1.021233506458231,28.739,24.985,149226.87085843668,184881.78859095197,139412.53915142472,35654.91773251528,65443.45945202934,92438.75696460971,112811.0212058198,43274.67501255795,20372.264241210087,65443.45945202934,LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,LC_dv14_Tlc3p0_TTC02,15.633,CP3,1.0,12,2.0,1.4,5.444444444444444,14.0,3.0
1.0,10.568866801740675,2.682656058287009,-1.0440187425816225,28.739,24.986,142450.9821602003,181392.83760762162,143644.9962600998,38941.855447421316,65474.87814756332,101399.66278523224,121829.51940671497,63063.613565330525,20429.856621482726,65474.87814756332,LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,LC_dv14_Tlc3p0_TTC02,15.933,CP4,0.875,12,2.0,1.1,4.277777777777778,14.0,3.0
1.0,9.425643501369464,2.361449678712461,-1.0706850960574885,28.737,24.987,135268.88120248733,177395.44758360254,147786.9174634796,42126.56638111521,65538.50754247044,109772.15622560287,130319.49679815941,86045.94241747115,20547.340572556546,65538.50754247044,LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,LC_dv14_Tlc3p0_TTC02,16.233,CP5,1.0,12,2.0,0.8,3.111111111111111,14.0,3.0
0.07000000000000002,17.59583992344274,3.497743613900142,-0.0035876054125427628,28.739,24.991,9179.45881268302,29901.998889035596,23242.591988032753,20722.540076352576,65416.14436863712,9670.349886767584,15890.905874732893,6220.555987965309,20307.882021694186,65416.14436863712,LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc3p0_TTC03,15.067,CP1,0.0833333333333333,24,3.0,3.0,11.666666666666666,14.0,3.0
1.0,16.452252455485187,3.2355676690468513,-0.8806854486870309,28.739,24.984,177254.58999867027,202738.81099446458,117172.84526354632,25484.220995794305,65416.59591027244,68943.85793853705,80797.75148444848,11853.893545911436,20312.824891576594,65416.59591027244,LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc3p0_TTC03,15.367,CP2,0.7083333333333334,12,3.0,2.7,10.5,14.0,3.0
1.0,15.305143043536726,2.93283845734457,-1.0061976928023544,28.739,24.985,172829.11007971567,201022.05951137,125538.75680592553,28192.949431654324,65418.569456565834,73906.2436893267,90197.14254449788,16290.898855171181,20319.017697304276,65418.569456565834,LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc3p0_TTC03,15.667,CP3,0.8333333333333334,12,3.0,2.4,9.333333333333332,14.0,3.0
1.0,14.166132898207234,2.623509045216037,-1.0269197378188237,28.59,24.986,167286.98238433583,195982.29426509215,123177.74652020399,28695.311880756326,65299.861206038055,74571.013760958,91737.2919065092,17166.2781455512,20322.48293271136,65299.861206038055,LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc3p0_TTC03,15.967,CP4,0.875,12,3.0,2.1,8.166666666666666,14.0,3.0
1.0,13.023689582901993,2.3094922923036356,-1.051126814862964,28.739,24.987,162524.92287517822,195853.35620892845,136689.8935693722,33328.433333750225,65429.91147195785,85520.88459252851,105865.33766205986,30543.804218165693,20344.453069531344,65429.91147195785,LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc3p0_TTC03,16.267,CP5,1.0,12,3.0,1.8,7.0,14.0,3.0
0.07000000000000002,21.496844357957592,3.497562529783511,-0.0036083736726781066,28.737,24.991,13309.872116924562,32048.566905658314,18738.694788733752,20307.600011242426,65414.53236600001,9279.791282628365,12215.647635604946,2935.8563529765825,20307.600011242426,65414.53236600001,LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc3p0_TTC04,15.067,CP1,0.0,24,4.0,4.0,15.555555555555555,14.0,3.0
1.0,20.350251863143196,3.2348653923521113,-0.8840130614200741,28.739,24.984,185677.90972257545,206011.22944004275,90990.43591980098,20333.319717467293,65416.141694000005,50698.65638064324,56367.120112539196,5668.463731895955,20307.645509125454,65416.141694000005,LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc3p0_TTC04,15.367,CP2,0.4583333333333333,12,4.0,3.7,14.38888888888889,14.0,3.0
1.0,19.20213959677474,2.9269977632337314,-1.021165855435267,28.739,24.985,185161.2304813072,206809.92847155174,101971.09322967629,21648.69799024454,65416.141696721796,58271.76545050173,65347.17590571153,7075.410455209797,20308.21546654849,65416.141696721796,LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc3p0_TTC04,15.667,CP3,0.7083333333333334,12,4.0,3.4,13.22222222222222,14.0,3.0
1.0,18.05512048971814,2.609369483564976,-1.0535679954959458,28.739,24.986,182266.88857642817,205026.63347023146,107381.12563209761,22759.744893803298,65416.147284495615,62235.90710108714,70646.47593709748,8410.568836010338,20309.186067753144,65416.147284495615,LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc3p0_TTC04,15.967,CP4,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,3.0
1.0,16.91167745319525,2.2926601839540743,-1.060099366278323,28.739,24.987,179044.02929032044,204117.58679714543,116849.11705983363,25073.557506824993,65416.451583449954,68247.91969544759,79513.32256524185,11265.402869794258,20312.01113128947,65416.451583449954,LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc3p0_TTC04,16.267,CP5,0.7916666666666666,12,4.0,2.8,10.888888888888888,14.0,3.0
0.07000000000000002,29.262438645806757,3.5006750063949217,-0.0006938332817263399,28.739,24.991,24665.62613358091,30191.504624724756,5525.878491143843,20307.599999999995,65416.141694000005,2219.690441265462,4637.648598542279,2417.9581572768166,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc3p0_TTC06,15.067,CP1,0.0416666666666666,12,6.0,6.0,23.33333333333333,14.0,3.0
1.0,26.97214117696493,2.926331548180124,-1.024159866615214,28.739,24.985,173738.46399832412,194046.06399832413,41775.311205725964,20307.599999999995,65416.141694000005,23112.31827059592,26088.337485379983,2976.0192147840644,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc3p0_TTC06,15.667,CP3,0.2916666666666667,12,6.0,5.4,21.0,14.0,3.0
1.0,24.681677987680725,2.2920016824681855,-1.0600880007745939,28.739,24.987,181383.06350062156,201690.66350062157,60674.13230574726,20307.599999999995,65416.141694000005,32258.432239676506,35782.76994553871,3524.337705862207,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc3p0_TTC06,16.267,CP5,0.4166666666666667,12,6.0,4.8,18.666666666666664,14.0,3.0
0.07000000000000002,33.114441208809296,3.5009860651414155,0.002629444517265131,28.739,24.991,23085.440981831944,26183.318931526657,3097.8779496947122,20307.599999999995,65416.141694000005,3.7207871911155053,2293.1042985930817,2289.383511401966,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc3p0_TTC07,15.067,CP1,0.0416666666666666,12,7.0,7.0,27.22222222222222,14.0,3.0
1.0,31.96725435743167,3.2347987336562944,-0.8873443860576492,28.739,24.984,151654.83091128222,163731.0688655051,12076.2379542229,20307.599999999995,65416.141694000005,8239.226391745251,10719.256123066898,2480.0297313216465,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc3p0_TTC07,15.367,CP2,0.2083333333333333,12,7.0,6.7,26.05555555555556,14.0,3.0
1.0,29.681129661302105,2.612920210984446,-1.0569247796436447,28.739,24.986,159983.66563336807,178892.87952058442,18909.21388721635,20307.599999999995,65416.141694000005,13301.861563276405,15977.899209839048,2676.0376465626437,20307.599999999995,65416.141694000005,LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc3p0_TTC07,15.967,CP4,0.4583333333333333,12,7.0,6.1,23.72222222222222,14.0,3.0
0.07000000000000002,13.71683990447666,3.4988853989461126,-0.0002539167183549882,28.739,24.991,7913.139346820964,27375.311793708315,19462.17244688735,21542.311731828348,65416.91818728222,12089.355226457767,18953.638433941273,6864.283207483507,20309.93454178706,65416.91818728222,LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc4p0_TTC02,15.067,CP1,0.0416666666666666,24,2.0,2.0,7.777777777777778,14.0,4.0
1.0,12.576299256563852,3.304261189638588,-0.6540257860203342,28.593,24.987,152983.7883279969,185094.4696486247,129890.95543594482,32110.681320627817,65310.550183025036,81972.15453291012,102314.3765808553,26696.49993943168,20342.22204794517,65310.550183025036,LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc4p0_TTC02,15.367,CP2,0.7916666666666666,12,2.0,1.7,6.611111111111111,14.0,4.0
1.0,11.431245654395228,3.0736603242503695,-0.7666931134807814,28.739,24.988,139231.920730192,176374.10280214925,140110.61341421437,37142.182071957235,65452.68405818805,96015.16627834583,116402.57213691436,50351.93658431615,20387.405858568527,65452.68405818805,LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc4p0_TTC02,15.667,CP3,0.9583333333333334,12,2.0,1.4,5.444444444444444,14.0,4.0
1.0,10.286976448696432,2.841855299617738,-0.7740177186567021,28.739,24.988,129411.23677607386,168774.54358419817,141423.80132220127,39363.30680812431,65485.28065629064,103341.02383601837,123785.39987448268,67788.84562797136,20444.376038464317,65485.28065629064,LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc4p0_TTC02,15.967,CP4,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0,4.0
1.0,9.14690261014664,2.6043269073780437,-0.7876511917346094,28.739,24.988,117142.39000400068,160454.42399275268,140584.43802236684,43312.033988752,65571.2962139139,111758.66554900716,133063.3323216244,93352.71192284844,21304.666772617227,65571.2962139139,LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc4p0_TTC02,16.267,CP5,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0,4.0
0.07000000000000002,17.58143590686876,3.500788690090582,0.0026394992474854046,28.739,24.991,8960.00142820392,29681.43253981688,20763.237963957625,20721.43111161296,65416.14464343581,11810.442747897121,15782.787990048326,3972.3452421512043,20307.8826676235,65416.14464343581,LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc4p0_TTC03,15.067,CP1,0.0,24,3.0,3.0,11.666666666666666,14.0,4.0
1.0,16.44729895597614,3.300564505163894,-0.6673714923943085,28.737,24.987,177168.91753598713,202532.01446557758,116514.75633774551,25363.096929590454,65414.93772610633,68787.88931300008,80397.43905210814,11609.54973910805,20312.644094319712,65414.93772610633,LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc4p0_TTC03,15.367,CP2,0.5,12,3.0,2.7,10.5,14.0,4.0
1.0,15.313248213434237,3.073820937164767,-0.7517344405128469,28.739,24.988,172720.0221645015,200774.172319507,125048.2459450474,28054.15015500549,65418.43696607939,73775.45332985118,89793.1509357271,16017.697605875921,20318.710609523794,65418.43696607939,LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc4p0_TTC03,15.667,CP3,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0,4.0
1.0,14.173304352741873,2.8365099549533896,-0.7869188981960381,28.739,24.988,167041.70641455302,197041.20677952626,129054.68929632833,29999.500364973228,65421.342315571426,75713.48628967721,95999.1193124943,20285.633022817077,20326.357557873678,65421.342315571426,LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc4p0_TTC03,15.967,CP4,0.875,12,3.0,2.1,8.166666666666666,14.0,4.0
1.0,13.038899841676862,2.597481264363333,-0.7966446081846503,28.739,24.988,162298.3952416339,195449.47808937982,136308.70971291643,33151.08284774591,65429.4181503111,84846.5768513485,105190.1504788636,30168.57008226768,20343.5736275151,65429.4181503111,LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc4p0_TTC03,16.267,CP5,0.9166666666666666,12,3.0,1.8,7.0,14.0,4.0
0.07000000000000002,21.45543608010255,3.500099514675637,-0.0006918237325148608,28.739,24.991,13006.987809795613,31674.980814346,18667.993004550386,20307.600012059564,65416.141694000005,9152.850798189651,12088.93578348335,2936.084985293698,20307.600012059564,65416.141694000005,LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,LC_dv14_Tlc4p0_TTC04,15.067,CP1,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0,4.0
1.0,20.312297716244533,3.3008917714228705,-0.6640200605431119,28.739,24.987,185452.9583871112,205785.40182424767,90757.90342906892,20332.443437136473,65416.141694000005,50625.8632903448,56271.2994989121,5645.436208567302,20307.64392925685,65416.141694000005,LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,LC_dv14_Tlc4p0_TTC04,15.367,CP2,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0,4.0
1.0,19.17224505318321,3.0700123160489783,-0.7636991023016586,28.739,24.988,184925.78985213858,206545.60465542928,101510.6265613498,21619.814803290716,65416.1416940535,58081.828566423785,65112.971430045814,7031.142863622027,20308.196075860218,65416.1416940535,LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,LC_dv14_Tlc4p0_TTC04,15.667,CP3,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0,4.0
1.0,18.028306884259834,2.8393912881016963,-0.7635761944430375,28.739,24.988,182106.47398097246,204841.14331768753,107014.3587439411,22734.669336715076,65416.14676403859,62142.0553423987,70480.66541224175,8338.610069843053,20309.16130518837,65416.14676403859,LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,LC_dv14_Tlc4p0_TTC04,15.967,CP4,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,4.0
1.0,16.88290102187176,2.6006889636560566,-0.7996177615614362,28.739,24.988,178943.49350726488,203973.72465274567,116428.87350330465,25030.231145480797,65416.435258682955,68120.9187475114,79307.25061960034,11186.331872088938,20311.956381555075,65416.435258682955,LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,LC_dv14_Tlc4p0_TTC04,16.267,CP5,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0,4.0
0.07000000000000002,25.63355938891698,3.5003078514421544,-0.00022618716468838642,28.739,24.991,19819.5380543453,32025.31828631958,12205.780231974279,20307.599999999995,65416.141694000005,5007.1619644964285,7567.046265314404,2559.884300817976,20307.599999999995,65416.141694000005,LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,LC_dv14_Tlc4p0_TTC05,15.033,CP1,0.0,12,5.0,5.0,19.444444444444443,14.0,4.0
1.0,24.49672286338468,3.348138132533488,-0.5002600772564701,28.737,24.987,179907.93936468536,200215.53936468536,58436.632895869545,20307.599999999995,65414.53236600001,31270.536672736347,34694.25992850775,3423.7232557714037,20307.599999999995,65414.53236600001,LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,LC_dv14_Tlc4p0_TTC05,15.333,CP2,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0,4.0
1.0,22.21601618593726,2.891551456601393,-0.7807044936567412,28.739,24.988,184458.59683464232,204766.19683464232,76794.95729025964,20307.599999999995,65416.141694000005,41604.500699773394,45996.9889948722,4392.4882950988,20307.599999999995,65416.141694000005,LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,LC_dv14_Tlc4p0_TTC05,15.933,CP4,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0,4.0
