video,cp,n_windows,vy_last,p_now,gp_1,gc_1,gp_2,gc_2,gp_3,gc_3,gp_4,gc_4,gp_6,gc_6,p,n,ttc_start,ttc_true,distance,dv_kph,lcd,x_looming,gate_g1
LC_dv14_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,52,-1.530137274111991,0.9999858259544391,0.9999861647140192,1.0,0.9999864953772482,1.0,0.9999868181376284,1.0,0.999987133184038,1.0,0.9999877408679944,1.0,0.8076923076923077,13,3.0,2.4,9.333333333333332,14.0,2.0,-2.4868395624018516,0.9999971926735736
LC_dv14_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,53,-1.593552869829194,0.9999999997713732,0.9999999997768374,1.0,0.999999999782171,1.0,0.9999999997873771,1.0,0.9999999997924588,1.0,0.9999999998022607,1.0,0.9230769230769232,13,3.0,2.1,8.166666666666666,14.0,2.0,-2.222852452749923,0.999998640030944
LC_dv14_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,54,-1.6379103248987434,0.9999999999999974,0.9999999999999976,1.0,0.9999999999999976,1.0,0.9999999999999977,1.0,0.9999999999999977,1.0,0.9999999999999978,1.0,0.8846153846153846,13,3.0,1.8,7.0,14.0,2.0,-1.9192714731796099,0.9999999980320942
LC_dv14_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,50,-0.003587248957181239,6.92241768715504e-05,0.023967562051067485,0.085,0.04729472983333474,0.085,0.07006437848449039,0.085,0.09228983270749253,0.085,0.13515987199057589,0.085,0.0192307692307692,26,4.0,4.0,15.555555555555555,14.0,2.0,-3.50202987173271,0.06959850821849405
LC_dv14_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,51,-1.3140024624267812,0.9416165427848927,0.9430119069646198,0.92,0.9443739219511518,0.92,0.9457033847899502,0.92,0.9470010734770964,0.92,0.9495041478546536,0.92,0.6923076923076923,13,4.0,3.7,14.38888888888889,14.0,2.0,-3.3467218195246335,0.9980731718505069
LC_dv14_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,52,-1.509169735125117,0.9999824327250361,0.999982852582773,1.0,0.9999832624059132,1.0,0.9999836624342835,1.0,0.9999840529019789,1.0,0.9999848060638837,1.0,0.4615384615384615,13,4.0,3.4,13.22222222222222,14.0,2.0,-3.178391416598784,0.9999959135900139
LC_dv14_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,53,-1.573997766800972,0.999999999616253,0.9999999996254245,1.0,0.9999999996343769,1.0,0.9999999996431153,1.0,0.9999999996516448,1.0,0.9999999996680972,1.0,0.8076923076923077,13,4.0,3.1,12.055555555555555,14.0,2.0,-2.994666810733115,0.9999980359568056
LC_dv14_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,54,-1.6469018171630494,0.9999999999999962,0.9999999999999963,1.0,0.9999999999999964,1.0,0.9999999999999964,1.0,0.9999999999999966,1.0,0.9999999999999968,1.0,0.6538461538461539,13,4.0,2.8,10.888888888888888,14.0,2.0,-2.7924676631200214,0.9999999982373063
LC_dv14_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,50,-0.0006918237325193017,6.772223996368267e-05,0.023966096010440197,0.085,0.0472932988310672,0.085,0.07006298168316606,0.085,0.09228846928970914,0.085,0.13515857296534425,0.085,0.0,13,5.0,5.0,19.444444444444443,14.0,2.0,-3.9470035365243263,0.0678601653862488
LC_dv14_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,52,-1.5301467447074113,0.9999863319564728,0.9999866586226083,1.0,0.9999869774814256,1.0,0.9999872887195197,1.0,0.9999875925190257,1.0,0.9999881785091533,1.0,0.3076923076923077,13,5.0,4.4,17.11111111111111,14.0,2.0,-3.6920172466422034,0.9999971246462699
LC_dv14_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,54,-1.6379175991272317,0.9999999999999974,0.9999999999999976,1.0,0.9999999999999976,1.0,0.9999999999999977,1.0,0.9999999999999977,1.0,0.9999999999999978,1.0,0.4615384615384615,13,5.0,3.8,14.777777777777777,14.0,2.0,-3.3998370992963483,0.9999999979586583
LC_dv14_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,50,-0.0036107235837260785,6.922220708654561e-05,0.023967560128360325,0.085,0.04729472795658027,0.085,0.07006437665259034,0.085,0.09228983091937487,0.085,0.13515987028690882,0.085,0.1153846153846153,13,6.0,6.0,23.33333333333333,14.0,2.0,-4.3109324539736695,0.06879198247347547
LC_dv14_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,51,-1.3139924291622287,0.9416101392858377,0.943005656509143,0.92,0.944367820881513,0.92,0.945697429535829,0.92,0.946995260553503,0.92,0.949498609468321,0.92,0.4230769230769231,13,6.0,5.7,22.166666666666668,14.0,2.0,-4.208521269093284,0.9980356984122977
LC_dv14_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,53,-1.593552869829194,0.9999999997630737,0.9999999997687363,1.0,0.9999999997742635,1.0,0.9999999997796586,1.0,0.9999999997849247,1.0,0.9999999997950825,1.0,0.5,13,6.0,5.1,19.83333333333333,14.0,2.0,-3.9865180565099796,0.9999985782918679
LC_dv14_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,50,-0.0002375981103355619,6.750245022772014e-05,0.023965881473677238,0.085,0.04729308942173124,0.085,0.07006277727871162,0.085,0.09228826977051958,0.085,0.13515838286920162,0.085,0.0,24,2.0,2.0,7.777777777777778,14.0,3.0,-2.126614252395814,0.06892590070714696
LC_dv14_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,51,-0.6602522731591505,0.01773755087242056,0.041213615874082565,0.095,0.06412860310223126,0.095,0.08649592231135096,0.095,0.10832866276289656,0.095,0.15044120774955622,0.095,0.6666666666666666,12,2.0,1.7,6.611111111111111,14.0,3.0,-1.8071020254965993,0.7633659258264393
LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,52,-1.021233506458231,0.5514645233371689,0.5621845177898128,0.53,0.5726483044572449,0.53,0.582862006703567,0.53,0.5928316015445259,0.53,0.6120616662343172,0.53,1.0,12,2.0,1.4,5.444444444444444,14.0,3.0,-1.4281679601945294,0.9930843699650579
LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,53,-1.0440187425816225,0.9929137529407709,0.9930831141911455,1.0,0.993248427708935,1.0,0.9934097902349169,1.0,0.9935672961977653,1.0,0.9938711049184727,1.0,0.875,12,2.0,1.1,4.277777777777778,14.0,3.0,-0.9636630946851306,0.9938957654158629
LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,54,-1.0706850960574885,0.9999531217321559,0.9999542421223979,1.0,0.9999553357353217,1.0,0.999956403210905,1.0,0.99995744517383,1.0,0.9999594549861416,1.0,1.0,12,2.0,0.8,3.111111111111111,14.0,3.0,-0.36704016867923733,0.9982050834916191
LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,50,-0.0035876054125427628,6.922450153475115e-05,0.02396756236797123,0.085,0.04729473014266449,0.085,0.07006437878642716,0.085,0.09228983300221301,0.085,0.13515987227137707,0.085,0.0833333333333333,24,3.0,3.0,11.666666666666666,14.0,3.0,-2.9294975251009734,0.07000449169775758
LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,51,-0.8806854486870309,0.13433280408455878,0.15502224342856227,0.175,0.17521720533090124,0.175,0.19492950779863952,0.175,0.2141706863885627,0.175,0.2512844422527346,0.175,0.7083333333333334,12,3.0,2.7,10.5,14.0,3.0,-2.7202914812804466,0.9262592498030785
LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,52,-1.0061976928023544,0.8217333025797957,0.825993875281099,0.775,0.8301526203275135,0.775,0.83421197139921,0.775,0.8381743040114221,0.775,0.8458171334012653,0.775,0.8333333333333334,12,3.0,2.4,9.333333333333332,14.0,3.0,-2.4868395624018516,0.9934643023675425
LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,53,-1.0269197378188237,0.99783075178371,0.9978825967994444,1.0,0.9979332027197003,1.0,0.9979825991588502,1.0,0.9980308150234832,1.0,0.9981238172177307,1.0,0.875,12,3.0,2.1,8.166666666666666,14.0,3.0,-2.222852452749923,0.9939824095323917
LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,54,-1.051126814862964,0.9999804078088002,0.9999808760620196,1.0,0.9999813331239906,1.0,0.9999817792621841,1.0,0.9999822147376782,1.0,0.9999830547138312,1.0,1.0,12,3.0,1.8,7.0,14.0,3.0,-1.9192714731796099,0.9994519960911403
LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,50,-0.0036083736726781066,6.923526379183547e-05,0.023967572873010455,0.085,0.04729474039663336,0.085,0.07006438879532624,0.085,0.09228984277189949,0.085,0.1351598815796532,0.085,0.0,24,4.0,4.0,15.555555555555555,14.0,3.0,-3.50202987173271,0.06959850821849405
LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,51,-0.8840130614200741,0.13828391097861395,0.15887891889814862,0.18,0.17898170628633941,0.18,0.19860403721011083,0.18,0.21775739457527804,0.18,0.2547017546054029,0.18,0.4583333333333333,12,4.0,3.7,14.38888888888889,14.0,3.0,-3.3467218195246335,0.9273818432199612
LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,52,-1.021165855435267,0.8472936527424971,0.8509433332709216,0.79,0.8545057864627045,0.79,0.8579830970505223,0.79,0.8613772999419571,0.79,0.8679242802569858,0.79,0.7083333333333334,12,4.0,3.4,13.22222222222222,14.0,3.0,-3.178391416598784,0.9943833053719391
LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,53,-1.0535679954959458,0.9986377747296467,0.9986703319031619,1.0,0.9987021109604797,1.0,0.9987331304985714,1.0,0.9987634086699405,1.0,0.9988218113636714,1.0,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,3.0,-2.994666810733115,0.9953798107040172
LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,54,-1.060099366278323,0.9999890146585562,0.9999892772081325,1.0,0.9999895334827759,1.0,0.9999897836324573,1.0,0.9999900278035632,1.0,0.9999904987781852,1.0,0.7916666666666666,12,4.0,2.8,10.888888888888888,14.0,3.0,-2.7924676631200214,0.9995320028000246
LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,50,-0.0006938332817263399,6.770960671272631e-05,0.02396608367912384,0.085,0.04729328679446921,0.085,0.07006296993424267,0.085,0.09228845782158493,0.085,0.1351585620388455,0.085,0.0416666666666666,12,6.0,6.0,23.33333333333333,14.0,3.0,-4.3109324539736695,0.06746381177441818
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,52,-1.024159866615214,0.8476760753235044,0.8513166159551755,0.79,0.8548701476936671,0.79,0.8583387500508591,0.79,0.8617244528383131,0.79,0.8682550375472989,0.79,0.2916666666666667,12,6.0,5.4,21.0,14.0,3.0,-4.100592230430808,0.9944637763344877
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,54,-1.0600880007745939,0.9999890810116079,0.9999893419753467,1.0,0.9999895967020542,1.0,0.9999898453407954,1.0,0.9999900880370725,1.0,0.9999905561669397,1.0,0.4166666666666667,12,6.0,4.8,18.666666666666664,14.0,3.0,-3.8655582954417866,0.9995234895197389
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,50,0.002629444517265131,6.605707506018633e-05,0.02396447064296512,0.085,0.04729171230986232,0.085,0.07006143307980582,0.085,0.09228695769795733,0.085,0.13515713276421923,0.085,0.0416666666666666,12,7.0,7.0,27.22222222222222,14.0,3.0,-4.6188029292484325,0.0657669232431323
LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,51,-0.8873443860576492,0.14231277889558885,0.16281149690280322,0.185,0.18282029570683977,0.185,0.2023508843728975,0.185,0.2214146921196068,0.185,0.2581863224667945,0.185,0.2083333333333333,12,7.0,6.7,26.05555555555556,14.0,3.0,-4.531306949154863,0.9276604359339765
LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,53,-1.0569247796436447,0.998418991984492,0.9984567780639387,1.0,0.9984936610563764,1.0,0.9985296625455776,1.0,0.998564803599463,1.0,0.9986325861673871,1.0,0.4583333333333333,12,7.0,6.1,23.72222222222222,14.0,3.0,-4.343938255060313,0.9953388119762816
LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,50,-0.0002539167183549882,6.751403344577503e-05,0.02396589278005647,0.085,0.047293100457888086,0.085,0.07006278805110441,0.085,0.09228828028545229,0.085,0.1351583928875269,0.085,0.0416666666666666,24,2.0,2.0,7.777777777777778,14.0,4.0,-2.126614252395814,0.06892590070714819
LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,51,-0.6540257860203342,0.016737754935786723,0.040237715052667336,0.095,0.06317602630296415,0.095,0.08556611209028149,0.095,0.10742107499898038,0.095,0.14957648424396158,0.095,0.7916666666666666,12,2.0,1.7,6.611111111111111,14.0,4.0,-1.8071020254965993,0.7564565234464533
LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,52,-0.7666931134807814,0.092838374677204,0.11451953056584294,0.155,0.1356825069950055,0.155,0.15633968844979956,0.155,0.1765031634262337,0.155,0.21539591025831345,0.155,0.9583333333333334,12,2.0,1.4,5.444444444444444,14.0,4.0,-1.4281679601945294,0.9375274072042139
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,53,-0.7740177186567021,0.4440318186268861,0.4573194538982573,0.42,0.470289514788539,0.42,0.482949591323004,0.42,0.49530709212537916,0.42,0.5191431199303936,0.42,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0,4.0,-0.9636630946851306,0.9366533958742219
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,54,-0.7876511917346094,0.8718710647978233,0.8749333453665976,1.0,0.8779224374532613,1.0,0.8808400902619756,1.0,0.8836880111909358,1.0,0.8891812839436373,1.0,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0,4.0,-0.36704016867923733,0.9812742618891324
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,50,0.0026394992474854046,6.60520532148585e-05,0.02396446574114186,0.085,0.0472917075251926,0.085,0.07006142840948966,0.085,0.09228695313926169,0.085,0.1351571284208252,0.085,0.0,24,3.0,3.0,11.666666666666666,14.0,4.0,-2.9294975251009734,0.06720057157626612
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,51,-0.6673714923943085,0.018941664488757743,0.04238895118422305,0.095,0.06527584790747246,0.095,0.08761574797454454,0.095,0.1094217246013272,0.095,0.15148264561632624,0.095,0.5,12,3.0,2.7,10.5,14.0,4.0,-2.7202914812804466,0.7692452858291812
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,52,-0.7517344405128469,0.08760610967035556,0.10941231665253451,0.155,0.13069735545506045,0.155,0.15147368199343053,0.155,0.17175345448685686,0.155,0.21087052425389025,0.155,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0,4.0,-2.4868395624018516,0.930671138710811
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,53,-0.7869188981960381,0.4704594770716929,0.4831154915088939,0.44,0.4954690272980985,0.44,0.5075273136766743,0.44,0.5192974071032712,0.44,0.542000401719307,0.44,0.875,12,3.0,2.1,8.166666666666666,14.0,4.0,-2.222852452749923,0.9416395400907686
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,54,-0.7966446081846503,0.8870660165193461,0.8897651378584986,1.0,0.8923997502183436,1.0,0.8949713953629919,1.0,0.8974815782084037,1.0,0.9023233976875824,1.0,0.9166666666666666,12,3.0,1.8,7.0,14.0,4.0,-1.9192714731796099,0.9827914821129783
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,50,-0.0006918237325148608,6.77222399755426e-05,0.02396609601045177,0.085,0.0472932988310785,0.085,0.0700629816831771,0.085,0.09228846928971991,0.085,0.1351585729653545,0.085,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0,4.0,-3.50202987173271,0.06825831495507272
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,51,-0.6640200605431119,0.01836602662927198,0.04182707106516471,0.095,0.06472739671895082,0.095,0.08708040476522277,0.095,0.10889917609060294,0.095,0.150984776431657,0.095,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0,4.0,-3.3467218195246335,0.765231418264879
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,52,-0.7636991023016586,0.09735465273490324,0.11892786961259627,0.155,0.13998548677234685,0.155,0.16053982704345987,0.155,0.18060291873971432,0.155,0.21930203915041752,0.155,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0,4.0,-3.178391416598784,0.9360232956005555
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,53,-0.7635761944430375,0.44088410767270453,0.45424697321174234,0.42,0.46729046636687044,0.42,0.48002222013561513,0.42,0.4924496850869203,0.42,0.5164206647261219,0.42,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,4.0,-2.994666810733115,0.9321398346137548
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,54,-0.7996177615614362,0.8756539641969514,0.8786258334990957,1.0,0.8815266751477087,1.0,0.8843581867031648,1.0,0.887122025154159,1.0,0.8924531136339432,1.0,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0,4.0,-2.7924676631200214,0.9829628745313245
LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,50,-0.00022618716468838642,6.748105517558914e-05,0.023965860589966685,0.085,0.0472930690371412,0.085,0.07006275738131314,0.085,0.09228825034866879,0.085,0.13515836436462103,0.085,0.0,12,5.0,5.0,19.444444444444443,14.0,4.0,-3.9470035365243263,0.06772784818573144
LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,51,-0.5002600772564701,0.004126224222712489,0.027927599826923957,0.085,0.05116012273671583,0.085,0.07383738852712245,0.085,0.09597266783903904,0.085,0.1386687713302237,0.085,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0,4.0,-3.823560482361224,0.5693609688929139
LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,53,-0.7807044936567412,0.328205457242814,0.34426134166304917,0.325,0.35993349056876534,0.325,0.37523107523581695,0.325,0.39016304774663557,0.325,0.41896489996930963,0.325,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0,4.0,-3.5512393946718532,0.9317416850449268
LC_dv14_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,50,-0.00027774549520150467,6.752619067697698e-05,0.023965904646729937,0.085,0.04729311204094815,0.085,0.07006279935732942,0.085,0.0922882913214586,0.085,0.1351584034023162,0.085,0.0,12,7.0,7.0,27.22222222222222,14.0,4.0,-4.6188029292484325,0.06706924964162596
LC_dv14_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,52,-0.7666950096457483,0.09845689458091868,0.12000376788694449,0.155,0.14103567108618867,0.155,0.16156491196025424,0.155,0.18160350413485815,0.155,0.22025536812303625,0.155,0.375,12,7.0,6.4,24.88888888888889,14.0,4.0,-4.4398128505982255,0.9362759180631297
LC_dv14_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,54,-0.7966256445698561,0.8968650907605161,0.8993300143004489,1.0,0.9017360261866797,1.0,0.90408453440728,1.0,0.9063769132994175,1.0,0.9107986169987704,1.0,0.375,12,7.0,5.8,22.55555555555556,14.0,4.0,-4.243243257827761,0.9824442744800443
LC_dv21_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,50,0.001016348086451122,6.686800661621857e-05,0.023965262193263184,0.085,0.04729248494211433,0.085,0.07006218724615292,0.085,0.09228769383973452,0.085,0.13515783413892202,0.085,0.0,21,2.0,2.0,11.666666666666666,21.0,2.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,51,-1.3189478255587723,0.9446230564026483,0.9459465649299665,0.92,0.9472384416136311,0.92,0.9484994424544629,0.92,0.9497303053848688,0.92,0.9521044814826505,0.92,0.9090909090909092,11,2.0,1.7,9.916666666666666,21.0,2.0,-2.2014740122577,0.9982166585021697
LC_dv21_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,52,-1.5289798440038513,0.9999854483056206,0.9999857960910047,1.0,0.9999861355643208,1.0,0.9999864669242272,1.0,0.9999867903646343,1.0,0.9999874142395313,1.0,0.85,10,2.0,1.4,8.166666666666666,21.0,2.0,-1.8173873446417588,0.9999972060928942
LC_dv21_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,53,-1.5922657451524953,0.9999999997608777,0.9999999997665927,1.0,0.9999999997721711,1.0,0.9999999997776163,1.0,0.9999999997829313,1.0,0.9999999997931831,1.0,0.9090909090909092,11,2.0,1.1,6.416666666666667,21.0,2.0,-1.3431519510514416,0.9999986467298211
LC_dv21_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,54,-1.6392004456817817,0.9999999999999976,0.9999999999999977,1.0,0.9999999999999977,1.0,0.9999999999999978,1.0,0.9999999999999978,1.0,0.9999999999999979,1.0,0.85,10,2.0,0.8,4.666666666666667,21.0,2.0,-0.7248214237408357,0.9999999981713319
LC_dv21_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,50,0.0010163480864570432,6.686800807114812e-05,0.023965262194683343,0.085,0.047292484943500544,0.085,0.07006218724750601,0.085,0.09228769384105528,0.085,0.1351578341401804,0.085,0.0,21,3.0,3.0,17.5,21.0,2.0,-3.3313653230046385,0.06799268213764463
LC_dv21_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,51,-1.2922663088464725,0.9265180570806085,0.9282742749528852,0.895,0.929988519231482,0.895,0.9316617930849659,0.895,0.9332950757061832,0.895,0.9364454675690183,0.895,0.6818181818181818,11,3.0,2.7,15.75,21.0,2.0,-3.1213203295684973,0.9976078721880507
LC_dv21_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,52,-1.5140263990298772,0.9999768022373791,0.9999773566637278,1.0,0.999977897839291,1.0,0.9999784260807625,1.0,0.9999789416972669,1.0,0.9999799362551092,1.0,0.4,10,3.0,2.4,13.999999999999998,21.0,2.0,-2.8866986115637183,0.9999961567929754
LC_dv21_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,53,-1.5755945001952143,0.9999999995329432,0.9999999995441058,1.0,0.9999999995550017,1.0,0.9999999995656371,1.0,0.9999999995760184,1.0,0.9999999995960426,1.0,0.7727272727272727,11,3.0,2.1,12.25,21.0,2.0,-2.6210116473490204,0.9999980738129465
LC_dv21_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,54,-1.6212363793066233,0.999999999999994,0.9999999999999941,1.0,0.9999999999999943,1.0,0.9999999999999944,1.0,0.9999999999999946,1.0,0.9999999999999948,1.0,0.6,10,3.0,1.8,10.5,21.0,2.0,-2.3148263731722825,0.9999999968782419
LC_dv21_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,50,-0.0023046331826748145,6.855454601269768e-05,0.02396690842438102,0.085,0.047294091828321075,0.085,0.07006375572779164,0.085,0.0922892248346741,0.085,0.13515929282684605,0.085,0.0,21,4.0,4.0,23.33333333333333,21.0,2.0,-3.905467345865506,0.06879198247347298
LC_dv21_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,51,-1.3156042191159474,0.9426144974018364,0.9439860104738714,0.92,0.9453247443940022,0.92,0.9466314825837079,0.92,0.9479069897407004,0.92,0.9503672788028483,0.92,0.4090909090909091,11,4.0,3.7,21.58333333333333,21.0,2.0,-3.7498182114466854,0.9981039022944863
LC_dv21_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,52,-1.4870636861214348,0.9999760160222382,0.9999765892391228,1.0,0.9999771487561282,1.0,0.9999776949006816,1.0,0.9999782279923841,1.0,0.9999792562576338,1.0,0.1,10,4.0,3.4,19.83333333333333,21.0,2.0,-3.581052948401815,0.9999940052248426
LC_dv21_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,53,-1.5989303569873603,0.9999999996364969,0.9999999996451846,1.0,0.9999999996536647,1.0,0.9999999996619421,1.0,0.9999999996700217,1.0,0.9999999996856062,1.0,0.5909090909090909,11,4.0,3.1,18.08333333333333,21.0,2.0,-3.3967619499593167,0.9999986467298211
LC_dv21_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,54,-1.6182352195734466,0.9999999999999948,0.9999999999999949,1.0,0.999999999999995,1.0,0.9999999999999951,1.0,0.9999999999999952,1.0,0.9999999999999954,1.0,0.4,10,4.0,2.8,16.333333333333332,21.0,2.0,-3.1938060599341176,0.999999996684254
LC_dv21_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,50,-0.0023046331826792553,6.855453526752436e-05,0.023966908413892655,0.085,0.047294091818083375,0.085,0.07006375571779863,0.085,0.09228922482491993,0.085,0.13515929281755254,0.085,0.0454545454545454,11,5.0,5.0,29.166666666666664,21.0,2.0,-4.351169726564992,0.06825831495507569
LC_dv21_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,51,-1.2889478342124845,0.9239441322801164,0.9257618669353866,0.89,0.9275361577463351,0.89,0.9292680430205082,0.89,0.9309585362499095,0.89,0.9342192800090726,0.89,0.4545454545454545,11,5.0,4.7,27.416666666666668,21.0,2.0,-4.2275558878377515,0.9974608153286381
LC_dv21_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,53,-1.5955965470702385,0.9999999997149284,0.9999999997217416,1.0,0.9999999997283919,1.0,0.9999999997348834,1.0,0.9999999997412197,1.0,0.9999999997534416,1.0,0.4545454545454545,11,5.0,4.1,23.916666666666664,21.0,2.0,-3.954774326475534,0.9999985922398206
LC_dv21_Tlc2p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,50,-0.0015158624631297563,6.814319971856352e-05,0.023966506909260162,0.085,0.04729369990940852,0.085,0.0700633731757381,0.085,0.09228885142561172,0.085,0.13515893705343626,0.085,0.0,10,7.0,7.0,40.83333333333333,21.0,2.0,-5.023604775564403,0.06720057157626591
LC_dv21_Tlc2p0_TTC07_CP3_S5p633_E15p633.mp4,CP3,52,-1.4765143313256528,0.9992074479676186,0.9992263899551148,1.0,0.9992448792292552,1.0,0.9992629266098854,1.0,0.9992805426582568,1.0,0.9993145217471934,1.0,0.0,10,7.0,6.4,37.333333333333336,21.0,2.0,-4.84448464013414,0.9999871799890574
LC_dv21_Tlc2p0_TTC07_CP5_S6p233_E16p233.mp4,CP5,54,-1.6029011359954417,0.9999999999997755,0.9999999999997808,1.0,0.9999999999997861,1.0,0.9999999999997913,1.0,0.9999999999997962,1.0,0.9999999999998058,1.0,0.05,10,7.0,5.8,33.83333333333333,21.0,2.0,-4.647742639447824,0.9999997986497621
