video,l0,ldot,trace,cp,e_t,lat_center,half_widths
LC_dv35_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,1.6569999999999998,-0.0066666666666659324,LC_dv35_Tlc3p0_TTC05,CP1,15.067,3.5389999999999997,1.882
LC_dv35_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,1.0840000000000003,-1.1300000000000014,LC_dv35_Tlc3p0_TTC05,CP3,15.667,2.966,1.882
LC_dv35_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,0.44500000000000006,-1.1933333333333322,LC_dv35_Tlc3p0_TTC05,CP5,16.267,2.327,1.882
LC_dv35_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,1.6639999999999995,-0.0066666666666659324,LC_dv35_Tlc3p0_TTC06,CP1,15.067,3.5459999999999994,1.882
LC_dv35_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,1.3960000000000006,-0.8933333333333298,LC_dv35_Tlc3p0_TTC06,CP2,15.367,3.2780000000000005,1.882
LC_dv35_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,0.7739999999999998,-1.0566666666666673,LC_dv35_Tlc3p0_TTC06,CP4,15.967,2.6559999999999997,1.882
LC_dv35_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,1.635999999999999,-0.006666666666671854,LC_dv35_Tlc4p0_TTC02,CP1,15.067,3.517999999999999,1.882
LC_dv35_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,1.4340000000000008,-0.6733333333333273,LC_dv35_Tlc4p0_TTC02,CP2,15.367,3.3160000000000007,1.882
LC_dv35_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,1.2009999999999994,-0.8633333333333345,LC_dv35_Tlc4p0_TTC02,CP3,15.667,3.0829999999999993,1.882
LC_dv35_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,0.9640000000000011,-0.7899999999999945,LC_dv35_Tlc4p0_TTC02,CP4,15.967,2.846000000000001,1.882
LC_dv35_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,0.7220000000000011,-0.8966666666666642,LC_dv35_Tlc4p0_TTC02,CP5,16.267,2.604000000000001,1.882
LC_dv35_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,1.6430000000000005,-0.0066666666666659324,LC_dv35_Tlc4p0_TTC03,CP1,15.067,3.5250000000000004,1.882
LC_dv35_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,1.4410000000000005,-0.6733333333333332,LC_dv35_Tlc4p0_TTC03,CP2,15.367,3.3230000000000004,1.882
LC_dv35_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,1.2080000000000009,-0.8633333333333345,LC_dv35_Tlc4p0_TTC03,CP3,15.667,3.0900000000000007,1.882
LC_dv35_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,0.9780000000000004,-0.7666666666666682,LC_dv35_Tlc4p0_TTC03,CP4,15.967,2.8600000000000003,1.882
LC_dv35_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,0.7360000000000004,-0.8966666666666642,LC_dv35_Tlc4p0_TTC03,CP5,16.267,2.6180000000000003,1.882
LC_dv35_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,1.6510000000000005,-0.0066666666666659324,LC_dv35_Tlc4p0_TTC04,CP1,15.067,3.5330000000000004,1.882
LC_dv35_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,1.4490000000000005,-0.6733333333333332,LC_dv35_Tlc4p0_TTC04,CP2,15.367,3.3310000000000004,1.882
LC_dv35_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,1.2160000000000009,-0.8600000000000001,LC_dv35_Tlc4p0_TTC04,CP3,15.667,3.0980000000000008,1.882
LC_dv35_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,0.9789999999999999,-0.7900000000000034,LC_dv35_Tlc4p0_TTC04,CP4,15.967,2.8609999999999998,1.882
LC_dv35_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,0.74,-0.8833333333333323,LC_dv35_Tlc4p0_TTC04,CP5,16.267,2.622,1.882
LC_dv35_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,1.6639999999999995,-0.0066666666666659324,LC_dv35_Tlc4p0_TTC06,CP1,15.067,3.5459999999999994,1.882
LC_dv35_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,1.2589999999999992,-0.8566666666666716,LC_dv35_Tlc4p0_TTC06,CP3,15.667,3.140999999999999,1.882
LC_dv35_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,0.7789999999999997,-0.9066666666666645,LC_dv35_Tlc4p0_TTC06,CP5,16.267,2.6609999999999996,1.882
LC_dv35_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,1.6719999999999995,-0.0066666666666659324,LC_dv35_Tlc4p0_TTC07,CP1,15.067,3.5539999999999994,1.882
LC_dv35_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,1.4740000000000009,-0.6599999999999955,LC_dv35_Tlc4p0_TTC07,CP2,15.367,3.3560000000000008,1.882
LC_dv35_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,1.0070000000000003,-0.7933333333333348,LC_dv35_Tlc4p0_TTC07,CP4,15.967,2.8890000000000002,1.882
LC_dv42_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,1.6399999999999995,-0.0066666666666659324,LC_dv42_Tlc2p0_TTC02,CP1,15.033,3.5219999999999994,1.882
LC_dv42_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,1.3510000000000006,-0.9633333333333294,LC_dv42_Tlc2p0_TTC02,CP2,15.333,3.2330000000000005,1.882
LC_dv42_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,0.8899999999999995,-1.7033333333333367,LC_dv42_Tlc2p0_TTC02,CP3,15.633,2.7719999999999994,1.882
LC_dv42_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,0.41300000000000003,-1.589999999999998,LC_dv42_Tlc2p0_TTC02,CP4,15.933,2.295,1.882
LC_dv42_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,-0.08100000000000063,-1.646666666666669,LC_dv42_Tlc2p0_TTC02,CP5,16.233,1.8009999999999993,1.882
LC_dv42_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,1.6469999999999991,-0.006666666666671854,LC_dv42_Tlc2p0_TTC03,CP1,15.067,3.528999999999999,1.882
LC_dv42_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,1.2580000000000007,-1.2966666666666615,LC_dv42_Tlc2p0_TTC03,CP2,15.367,3.1400000000000006,1.882
LC_dv42_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,0.7939999999999994,-1.7133333333333371,LC_dv42_Tlc2p0_TTC03,CP3,15.667,2.6759999999999993,1.882
LC_dv42_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,0.3190000000000006,-1.5833333333333293,LC_dv42_Tlc2p0_TTC03,CP4,15.967,2.2010000000000005,1.882
LC_dv42_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,-0.17800000000000016,-1.8399999999999987,LC_dv42_Tlc2p0_TTC03,CP5,16.267,1.7039999999999997,1.882
LC_dv42_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,1.655,-0.009999999999997419,LC_dv42_Tlc2p0_TTC04,CP1,15.067,3.537,1.882
LC_dv42_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,1.2580000000000007,-1.3233333333333313,LC_dv42_Tlc2p0_TTC04,CP2,15.367,3.1400000000000006,1.882
LC_dv42_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,0.7950000000000006,-1.7099999999999997,LC_dv42_Tlc2p0_TTC04,CP3,15.667,2.6770000000000005,1.882
LC_dv42_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,0.3209999999999995,-1.5800000000000036,LC_dv42_Tlc2p0_TTC04,CP4,15.967,2.2029999999999994,1.882
LC_dv42_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,-0.17600000000000038,-1.8366666666666702,LC_dv42_Tlc2p0_TTC04,CP5,16.267,1.7059999999999995,1.882
LC_dv42_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,1.6629999999999991,-0.01000000000000334,LC_dv42_Tlc2p0_TTC05,CP1,15.067,3.544999999999999,1.882
LC_dv42_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,0.8159999999999996,-1.6933333333333365,LC_dv42_Tlc2p0_TTC05,CP3,15.667,2.6979999999999995,1.882
LC_dv42_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,-0.15900000000000003,-1.8466666666666676,LC_dv42_Tlc2p0_TTC05,CP5,16.267,1.7229999999999999,1.882
LC_dv42_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,1.6719999999999995,-0.01000000000000334,LC_dv42_Tlc2p0_TTC06,CP1,15.067,3.5539999999999994,1.882
LC_dv42_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,1.2819999999999998,-1.299999999999999,LC_dv42_Tlc2p0_TTC06,CP2,15.367,3.1639999999999997,1.882
LC_dv42_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,0.3369999999999995,-1.603333333333336,LC_dv42_Tlc2p0_TTC06,CP4,15.967,2.2189999999999994,1.882
LC_dv42_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,1.6380000000000006,-0.009999999999997419,LC_dv42_Tlc3p0_TTC02,CP1,15.067,3.5200000000000005,1.882
LC_dv42_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,1.3759999999999992,-0.8733333333333378,LC_dv42_Tlc3p0_TTC02,CP2,15.367,3.257999999999999,1.882
LC_dv42_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,1.0659999999999996,-1.1466666666666707,LC_dv42_Tlc3p0_TTC02,CP3,15.667,2.9479999999999995,1.882
LC_dv42_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,0.7520000000000004,-1.046666666666664,LC_dv42_Tlc3p0_TTC02,CP4,15.967,2.6340000000000003,1.882
LC_dv42_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,0.42599999999999905,-1.206666666666673,LC_dv42_Tlc3p0_TTC02,CP5,16.267,2.307999999999999,1.882
LC_dv42_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,1.6469999999999991,-0.006666666666671854,LC_dv42_Tlc3p0_TTC03,CP1,15.067,3.528999999999999,1.882
LC_dv42_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,1.3789999999999993,-0.8933333333333326,LC_dv42_Tlc3p0_TTC03,CP2,15.367,3.2609999999999992,1.882
LC_dv42_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,1.0740000000000005,-1.1300000000000014,LC_dv42_Tlc3p0_TTC03,CP3,15.667,2.9560000000000004,1.882
LC_dv42_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,0.7550000000000006,-1.0633333333333332,LC_dv42_Tlc3p0_TTC03,CP4,15.967,2.6370000000000005,1.882
LC_dv42_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,0.42899999999999916,-1.206666666666667,LC_dv42_Tlc3p0_TTC03,CP5,16.267,2.310999999999999,1.882
LC_dv42_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,1.655,-0.009999999999997419,LC_dv42_Tlc3p0_TTC04,CP1,15.067,3.537,1.882
LC_dv42_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,1.3870000000000002,-0.8933333333333326,LC_dv42_Tlc3p0_TTC04,CP2,15.367,3.269,1.882
LC_dv42_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,1.0770000000000006,-1.1466666666666647,LC_dv42_Tlc3p0_TTC04,CP3,15.667,2.9590000000000005,1.882
LC_dv42_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,0.7590000000000001,-1.0600000000000018,LC_dv42_Tlc3p0_TTC04,CP4,15.967,2.641,1.882
LC_dv42_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,0.44199999999999906,-1.1766666666666719,LC_dv42_Tlc3p0_TTC04,CP5,16.267,2.323999999999999,1.882
LC_dv42_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,1.6719999999999995,-0.01000000000000334,LC_dv42_Tlc3p0_TTC06,CP1,15.067,3.5539999999999994,1.882
LC_dv42_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,1.094,-1.1466666666666647,LC_dv42_Tlc3p0_TTC06,CP3,15.667,2.976,1.882
LC_dv42_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,0.4539999999999995,-1.1933333333333351,LC_dv42_Tlc3p0_TTC06,CP5,16.267,2.3359999999999994,1.882
LC_dv42_Tlc3p0_TTC07_CP1_S5p033_E15p033.mp4,1.682000000000001,-0.0066666666666659324,LC_dv42_Tlc3p0_TTC07,CP1,15.033,3.564000000000001,1.882
LC_dv42_Tlc3p0_TTC07_CP2_S5p333_E15p333.mp4,1.4800000000000002,-0.6733333333333362,LC_dv42_Tlc3p0_TTC07,CP2,15.333,3.362,1.882
LC_dv42_Tlc3p0_TTC07_CP4_S5p933_E15p933.mp4,0.8559999999999997,-1.0533333333333388,LC_dv42_Tlc3p0_TTC07,CP4,15.933,2.7379999999999995,1.882
LC_dv42_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,1.6380000000000006,-0.009999999999997419,LC_dv42_Tlc4p0_TTC02,CP1,15.067,3.5200000000000005,1.882
LC_dv42_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,1.4399999999999993,-0.6600000000000044,LC_dv42_Tlc4p0_TTC02,CP2,15.367,3.321999999999999,1.882
LC_dv42_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,1.2069999999999996,-0.8633333333333345,LC_dv42_Tlc4p0_TTC02,CP3,15.667,3.0889999999999995,1.882
LC_dv42_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,0.9679999999999997,-0.7966666666666663,LC_dv42_Tlc4p0_TTC02,CP4,15.967,2.8499999999999996,1.882
LC_dv42_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,0.7259999999999998,-0.8966666666666672,LC_dv42_Tlc4p0_TTC02,CP5,16.267,2.6079999999999997,1.882
LC_dv42_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,1.6469999999999991,-0.006666666666671854,LC_dv42_Tlc4p0_TTC03,CP1,15.067,3.528999999999999,1.882
LC_dv42_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,1.4440000000000006,-0.6766666666666618,LC_dv42_Tlc4p0_TTC03,CP2,15.367,3.3260000000000005,1.882
LC_dv42_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,1.2109999999999992,-0.8633333333333345,LC_dv42_Tlc4p0_TTC03,CP3,15.667,3.092999999999999,1.882
LC_dv42_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,0.9770000000000001,-0.779999999999997,LC_dv42_Tlc4p0_TTC03,CP4,15.967,2.859,1.882
LC_dv42_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,0.7380000000000002,-0.8866666666666667,LC_dv42_Tlc4p0_TTC03,CP5,16.267,2.62,1.882
LC_dv42_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,1.655,-0.009999999999997419,LC_dv42_Tlc4p0_TTC04,CP1,15.067,3.537,1.882
LC_dv42_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,1.4529999999999992,-0.6733333333333362,LC_dv42_Tlc4p0_TTC04,CP2,15.367,3.334999999999999,1.882
LC_dv42_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,1.2199999999999995,-0.860000000000003,LC_dv42_Tlc4p0_TTC04,CP3,15.667,3.1019999999999994,1.882
LC_dv42_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,0.9849999999999992,-0.7833333333333344,LC_dv42_Tlc4p0_TTC04,CP4,15.967,2.866999999999999,1.882
LC_dv42_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,0.7459999999999993,-0.8866666666666667,LC_dv42_Tlc4p0_TTC04,CP5,16.267,2.6279999999999992,1.882
LC_dv42_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,1.6640000000000004,-0.0066666666666659324,LC_dv42_Tlc4p0_TTC05,CP1,15.067,3.5460000000000003,1.882
LC_dv42_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,1.461,-0.6766666666666676,LC_dv42_Tlc4p0_TTC05,CP2,15.367,3.343,1.882
LC_dv42_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,0.9979999999999991,-0.766666666666671,LC_dv42_Tlc4p0_TTC05,CP4,15.967,2.879999999999999,1.882
LC_dv42_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,1.6809999999999998,-0.0066666666666659324,LC_dv42_Tlc4p0_TTC07,CP1,15.067,3.5629999999999997,1.882
LC_dv42_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,1.2449999999999999,-0.8633333333333345,LC_dv42_Tlc4p0_TTC07,CP3,15.667,3.127,1.882
LC_dv42_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,0.7649999999999995,-0.8966666666666672,LC_dv42_Tlc4p0_TTC07,CP5,16.267,2.6469999999999994,1.882
