video,l0,ldot,trace,cp,e_t,lat_center,half_widths
LC_dv21_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,0.31200000000000006,-1.6000000000000014,LC_dv21_Tlc2p0_TTC05,CP4,15.967,2.194,1.882
LC_dv21_Tlc2p0_TTC07_CP1_S5p033_E15p033.mp4,1.6509999999999996,-0.0066666666666659324,LC_dv21_Tlc2p0_TTC07,CP1,15.033,3.5329999999999995,1.882
LC_dv21_Tlc2p0_TTC07_CP3_S5p633_E15p633.mp4,0.9120000000000006,-1.6433333333333286,LC_dv21_Tlc2p0_TTC07,CP3,15.633,2.7940000000000005,1.882
LC_dv21_Tlc2p0_TTC07_CP5_S6p233_E16p233.mp4,-0.047999999999999376,-1.6066666666666645,LC_dv21_Tlc2p0_TTC07,CP5,16.233,1.8340000000000005,1.882
LC_dv21_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,1.6309999999999991,-0.003333333333340368,LC_dv21_Tlc3p0_TTC02,CP1,15.067,3.512999999999999,1.882
LC_dv21_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,1.3630000000000002,-0.8933333333333298,LC_dv21_Tlc3p0_TTC02,CP2,15.367,3.245,1.882
LC_dv21_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,1.0550000000000004,-1.1399999999999988,LC_dv21_Tlc3p0_TTC02,CP3,15.667,2.9370000000000003,1.882
LC_dv21_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,0.7470000000000006,-1.0266666666666662,LC_dv21_Tlc3p0_TTC02,CP4,15.967,2.6290000000000004,1.882
LC_dv21_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,0.42599999999999993,-1.176666666666669,LC_dv21_Tlc3p0_TTC02,CP5,16.267,2.308,1.882
LC_dv21_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,1.6360000000000008,0.0,LC_dv21_Tlc3p0_TTC03,CP1,15.067,3.5180000000000007,1.882
LC_dv21_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,1.3690000000000013,-0.8899999999999982,LC_dv21_Tlc3p0_TTC03,CP2,15.367,3.2510000000000012,1.882
LC_dv21_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,1.0650000000000002,-1.126666666666667,LC_dv21_Tlc3p0_TTC03,CP3,15.667,2.947,1.882
LC_dv21_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,0.752999999999999,-1.040000000000004,LC_dv21_Tlc3p0_TTC03,CP4,15.967,2.634999999999999,1.882
LC_dv21_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,0.42700000000000027,-1.2033333333333296,LC_dv21_Tlc3p0_TTC03,CP5,16.267,2.309,1.882
LC_dv21_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,1.639,-0.0066666666666659324,LC_dv21_Tlc3p0_TTC04,CP1,15.067,3.521,1.882
LC_dv21_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,1.3720000000000006,-0.8899999999999982,LC_dv21_Tlc3p0_TTC04,CP2,15.367,3.2540000000000004,1.882
LC_dv21_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,1.0640000000000007,-1.1399999999999988,LC_dv21_Tlc3p0_TTC04,CP3,15.667,2.9460000000000006,1.882
LC_dv21_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,0.7470000000000006,-1.0566666666666673,LC_dv21_Tlc3p0_TTC04,CP4,15.967,2.6290000000000004,1.882
LC_dv21_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,0.4229999999999998,-1.200000000000001,LC_dv21_Tlc3p0_TTC04,CP5,16.267,2.3049999999999997,1.882
LC_dv21_Tlc3p0_TTC05_CP1_S5p067_E15p067.mp4,1.6429999999999996,-0.006666666666671854,LC_dv21_Tlc3p0_TTC05,CP1,15.067,3.5249999999999995,1.882
LC_dv21_Tlc3p0_TTC05_CP3_S5p667_E15p667.mp4,1.0970000000000002,-1.1499999999999992,LC_dv21_Tlc3p0_TTC05,CP3,15.667,2.979,1.882
LC_dv21_Tlc3p0_TTC05_CP5_S6p267_E16p267.mp4,0.44999999999999907,-1.2100000000000015,LC_dv21_Tlc3p0_TTC05,CP5,16.267,2.331999999999999,1.882
LC_dv21_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,1.6480000000000004,-0.003333333333334447,LC_dv21_Tlc3p0_TTC06,CP1,15.067,3.5300000000000002,1.882
LC_dv21_Tlc3p0_TTC06_CP2_S5p367_E15p367.mp4,1.3799999999999997,-0.8933333333333356,LC_dv21_Tlc3p0_TTC06,CP2,15.367,3.2619999999999996,1.882
LC_dv21_Tlc3p0_TTC06_CP4_S5p967_E15p967.mp4,0.7549999999999997,-1.0566666666666673,LC_dv21_Tlc3p0_TTC06,CP4,15.967,2.6369999999999996,1.882
LC_dv21_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,1.6309999999999991,-0.003333333333340368,LC_dv21_Tlc4p0_TTC02,CP1,15.067,3.512999999999999,1.882
LC_dv21_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,1.429000000000001,-0.6733333333333273,LC_dv21_Tlc4p0_TTC02,CP2,15.367,3.311000000000001,1.882
LC_dv21_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,1.1979999999999993,-0.8566666666666686,LC_dv21_Tlc4p0_TTC02,CP3,15.667,3.079999999999999,1.882
LC_dv21_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,0.9680000000000006,-0.7666666666666622,LC_dv21_Tlc4p0_TTC02,CP4,15.967,2.8500000000000005,1.882
LC_dv21_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,0.7339999999999998,-0.8700000000000004,LC_dv21_Tlc4p0_TTC02,CP5,16.267,2.6159999999999997,1.882
LC_dv21_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,1.6350000000000005,-0.003333333333334447,LC_dv21_Tlc4p0_TTC03,CP1,15.067,3.5170000000000003,1.882
LC_dv21_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,1.437,-0.6600000000000014,LC_dv21_Tlc4p0_TTC03,CP2,15.367,3.319,1.882
LC_dv21_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,1.2099999999999997,-0.8433333333333367,LC_dv21_Tlc4p0_TTC03,CP3,15.667,3.0919999999999996,1.882
LC_dv21_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,0.9720000000000002,-0.7933333333333319,LC_dv21_Tlc4p0_TTC03,CP4,15.967,2.854,1.882
LC_dv21_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,0.7309999999999997,-0.8933333333333326,LC_dv21_Tlc4p0_TTC03,CP5,16.267,2.6129999999999995,1.882
LC_dv21_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,1.639,-0.0066666666666659324,LC_dv21_Tlc4p0_TTC04,CP1,15.067,3.521,1.882
LC_dv21_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,1.437,-0.6733333333333332,LC_dv21_Tlc4p0_TTC04,CP2,15.367,3.319,1.882
LC_dv21_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,1.2060000000000002,-0.8566666666666686,LC_dv21_Tlc4p0_TTC04,CP3,15.667,3.088,1.882
LC_dv21_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,0.9690000000000001,-0.7900000000000004,LC_dv21_Tlc4p0_TTC04,CP4,15.967,2.851,1.882
LC_dv21_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,0.7279999999999995,-0.8933333333333326,LC_dv21_Tlc4p0_TTC04,CP5,16.267,2.6099999999999994,1.882
LC_dv21_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,1.6480000000000004,-0.003333333333334447,LC_dv21_Tlc4p0_TTC06,CP1,15.067,3.5300000000000002,1.882
LC_dv21_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,1.2150000000000005,-0.8533333333333312,LC_dv21_Tlc4p0_TTC06,CP3,15.667,3.0970000000000004,1.882
LC_dv21_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,0.74,-0.8933333333333326,LC_dv21_Tlc4p0_TTC06,CP5,16.267,2.622,1.882
LC_dv21_Tlc4p0_TTC07_CP1_S5p033_E15p033.mp4,1.6520000000000008,-0.0033333333333285253,LC_dv21_Tlc4p0_TTC07,CP1,15.033,3.5340000000000007,1.882
LC_dv21_Tlc4p0_TTC07_CP2_S5p333_E15p333.mp4,1.5020000000000004,-0.5000000000000012,LC_dv21_Tlc4p0_TTC07,CP2,15.333,3.3840000000000003,1.882
LC_dv21_Tlc4p0_TTC07_CP4_S5p933_E15p933.mp4,1.034999999999999,-0.7866666666666718,LC_dv21_Tlc4p0_TTC07,CP4,15.933,2.916999999999999,1.882
LC_dv28_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,1.6340000000000001,-0.003333333333334447,LC_dv28_Tlc2p0_TTC02,CP1,15.067,3.516,1.882
LC_dv28_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,1.2369999999999999,-1.3233333333333341,LC_dv28_Tlc2p0_TTC02,CP2,15.367,3.1189999999999998,1.882
LC_dv28_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,0.7739999999999998,-1.7100000000000026,LC_dv28_Tlc2p0_TTC02,CP3,15.667,2.6559999999999997,1.882
LC_dv28_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,0.2949999999999997,-1.5966666666666671,LC_dv28_Tlc2p0_TTC02,CP4,15.967,2.1769999999999996,1.882
LC_dv28_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,-0.1999999999999995,-1.8300000000000014,LC_dv28_Tlc2p0_TTC02,CP5,16.267,1.6820000000000004,1.882
LC_dv28_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,1.6389999999999991,-0.006666666666671854,LC_dv28_Tlc2p0_TTC03,CP1,15.067,3.520999999999999,1.882
LC_dv28_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,1.251000000000001,-1.2933333333333272,LC_dv28_Tlc2p0_TTC03,CP2,15.367,3.133000000000001,1.882
LC_dv28_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,0.7929999999999999,-1.690000000000002,LC_dv28_Tlc2p0_TTC03,CP3,15.667,2.675,1.882
LC_dv28_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,0.3109999999999997,-1.6066666666666674,LC_dv28_Tlc2p0_TTC03,CP4,15.967,2.1929999999999996,1.882
LC_dv28_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,-0.18600000000000017,-1.8400000000000016,LC_dv28_Tlc2p0_TTC03,CP5,16.267,1.6959999999999997,1.882
LC_dv28_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,1.6449999999999994,-0.003333333333334447,LC_dv28_Tlc2p0_TTC04,CP1,15.067,3.5269999999999992,1.882
LC_dv28_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,1.2490000000000003,-1.3199999999999967,LC_dv28_Tlc2p0_TTC04,CP2,15.367,3.1310000000000002,1.882
LC_dv28_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,0.7850000000000008,-1.7099999999999969,LC_dv28_Tlc2p0_TTC04,CP3,15.667,2.6670000000000007,1.882
LC_dv28_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,0.30700000000000016,-1.5933333333333355,LC_dv28_Tlc2p0_TTC04,CP4,15.967,2.189,1.882
LC_dv28_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,-0.18799999999999994,-1.8299999999999983,LC_dv28_Tlc2p0_TTC04,CP5,16.267,1.694,1.882
LC_dv28_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,1.6500000000000001,-0.0066666666666659324,LC_dv28_Tlc2p0_TTC05,CP1,15.067,3.532,1.882
LC_dv28_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,0.791000000000001,-1.7099999999999969,LC_dv28_Tlc2p0_TTC05,CP3,15.667,2.673000000000001,1.882
LC_dv28_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,-0.18300000000000005,-1.8300000000000014,LC_dv28_Tlc2p0_TTC05,CP5,16.267,1.6989999999999998,1.882
LC_dv28_Tlc2p0_TTC06_CP1_S5p033_E15p033.mp4,1.6559999999999995,-0.006666666666671854,LC_dv28_Tlc2p0_TTC06,CP1,15.033,3.5379999999999994,1.882
LC_dv28_Tlc2p0_TTC06_CP2_S5p333_E15p333.mp4,1.3599999999999992,-0.9866666666666676,LC_dv28_Tlc2p0_TTC06,CP2,15.333,3.241999999999999,1.882
LC_dv28_Tlc2p0_TTC06_CP4_S5p933_E15p933.mp4,0.43200000000000016,-1.5866666666666638,LC_dv28_Tlc2p0_TTC06,CP4,15.933,2.314,1.882
LC_dv28_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,1.6329999999999998,-0.0066666666666659324,LC_dv28_Tlc3p0_TTC02,CP1,15.033,3.5149999999999997,1.882
LC_dv28_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,1.4329999999999996,-0.6666666666666673,LC_dv28_Tlc3p0_TTC02,CP2,15.333,3.3149999999999995,1.882
LC_dv28_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,1.1259999999999992,-1.1366666666666674,LC_dv28_Tlc3p0_TTC02,CP3,15.633,3.007999999999999,1.882
LC_dv28_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,0.8109999999999997,-1.0499999999999985,LC_dv28_Tlc3p0_TTC02,CP4,15.933,2.6929999999999996,1.882
LC_dv28_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,0.49199999999999977,-1.0633333333333332,LC_dv28_Tlc3p0_TTC02,CP5,16.233,2.3739999999999997,1.882
LC_dv28_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,1.6389999999999991,-0.006666666666671854,LC_dv28_Tlc3p0_TTC03,CP1,15.067,3.520999999999999,1.882
LC_dv28_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,1.3719999999999997,-0.8899999999999982,LC_dv28_Tlc3p0_TTC03,CP2,15.367,3.2539999999999996,1.882
LC_dv28_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,1.0670000000000008,-1.126666666666667,LC_dv28_Tlc3p0_TTC03,CP3,15.667,2.9490000000000007,1.882
LC_dv28_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,0.7499999999999998,-1.0566666666666702,LC_dv28_Tlc3p0_TTC03,CP4,15.967,2.6319999999999997,1.882
LC_dv28_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,0.4250000000000005,-1.2033333333333327,LC_dv28_Tlc3p0_TTC03,CP5,16.267,2.3070000000000004,1.882
LC_dv28_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,1.6449999999999994,-0.003333333333334447,LC_dv28_Tlc3p0_TTC04,CP1,15.067,3.5269999999999992,1.882
LC_dv28_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,1.378,-0.8899999999999982,LC_dv28_Tlc3p0_TTC04,CP2,15.367,3.26,1.882
LC_dv28_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,1.0680000000000003,-1.1433333333333362,LC_dv28_Tlc3p0_TTC04,CP3,15.667,2.95,1.882
LC_dv28_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,0.7509999999999992,-1.0566666666666702,LC_dv28_Tlc3p0_TTC04,CP4,15.967,2.632999999999999,1.882
LC_dv28_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,0.4310000000000007,-1.1866666666666634,LC_dv28_Tlc3p0_TTC04,CP5,16.267,2.3130000000000006,1.882
LC_dv28_Tlc3p0_TTC06_CP1_S5p033_E15p033.mp4,1.6559999999999995,-0.006666666666671854,LC_dv28_Tlc3p0_TTC06,CP1,15.033,3.5379999999999994,1.882
LC_dv28_Tlc3p0_TTC06_CP3_S5p633_E15p633.mp4,1.1929999999999994,-1.0933333333333344,LC_dv28_Tlc3p0_TTC06,CP3,15.633,3.0749999999999993,1.882
LC_dv28_Tlc3p0_TTC06_CP5_S6p233_E16p233.mp4,0.5499999999999996,-1.0933333333333344,LC_dv28_Tlc3p0_TTC06,CP5,16.233,2.4319999999999995,1.882
LC_dv28_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,1.6620000000000006,-0.003333333333334447,LC_dv28_Tlc3p0_TTC07,CP1,15.067,3.5440000000000005,1.882
LC_dv28_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,1.3950000000000011,-0.8899999999999982,LC_dv28_Tlc3p0_TTC07,CP2,15.367,3.277000000000001,1.882
LC_dv28_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,0.7680000000000005,-1.0566666666666644,LC_dv28_Tlc3p0_TTC07,CP4,15.967,2.6500000000000004,1.882
LC_dv28_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,1.6340000000000001,-0.003333333333334447,LC_dv28_Tlc4p0_TTC02,CP1,15.067,3.516,1.882
LC_dv28_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,1.4320000000000002,-0.6733333333333332,LC_dv28_Tlc4p0_TTC02,CP2,15.367,3.314,1.882
LC_dv28_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,1.1990000000000005,-0.8600000000000001,LC_dv28_Tlc4p0_TTC02,CP3,15.667,3.0810000000000004,1.882
LC_dv28_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,0.9689999999999992,-0.766666666666671,LC_dv28_Tlc4p0_TTC02,CP4,15.967,2.850999999999999,1.882
LC_dv28_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,0.7279999999999995,-0.8800000000000008,LC_dv28_Tlc4p0_TTC02,CP5,16.267,2.6099999999999994,1.882
LC_dv28_Tlc4p0_TTC03_CP1_S5p033_E15p033.mp4,1.639,-0.0066666666666659324,LC_dv28_Tlc4p0_TTC03,CP1,15.033,3.521,1.882
LC_dv28_Tlc4p0_TTC03_CP2_S5p333_E15p333.mp4,1.4919999999999989,-0.49000000000000377,LC_dv28_Tlc4p0_TTC03,CP2,15.333,3.3739999999999988,1.882
LC_dv28_Tlc4p0_TTC03_CP3_S5p633_E15p633.mp4,1.2610000000000008,-0.8399999999999993,LC_dv28_Tlc4p0_TTC03,CP3,15.633,3.1430000000000007,1.882
LC_dv28_Tlc4p0_TTC03_CP4_S5p933_E15p933.mp4,1.0250000000000001,-0.7866666666666688,LC_dv28_Tlc4p0_TTC03,CP4,15.933,2.907,1.882
LC_dv28_Tlc4p0_TTC03_CP5_S6p233_E16p233.mp4,0.7879999999999991,-0.7900000000000034,LC_dv28_Tlc4p0_TTC03,CP5,16.233,2.669999999999999,1.882
LC_dv28_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,1.6449999999999994,-0.003333333333334447,LC_dv28_Tlc4p0_TTC04,CP1,15.067,3.5269999999999992,1.882
LC_dv28_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,1.4470000000000007,-0.6599999999999955,LC_dv28_Tlc4p0_TTC04,CP2,15.367,3.3290000000000006,1.882
LC_dv28_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,1.214000000000001,-0.8466666666666622,LC_dv28_Tlc4p0_TTC04,CP3,15.667,3.096000000000001,1.882
LC_dv28_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,0.9770000000000001,-0.7900000000000034,LC_dv28_Tlc4p0_TTC04,CP4,15.967,2.859,1.882
LC_dv28_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,0.7349999999999992,-0.89666666666667,LC_dv28_Tlc4p0_TTC04,CP5,16.267,2.616999999999999,1.882
LC_dv28_Tlc4p0_TTC05_CP1_S5p067_E15p067.mp4,1.6500000000000001,-0.0066666666666659324,LC_dv28_Tlc4p0_TTC05,CP1,15.067,3.532,1.882
LC_dv28_Tlc4p0_TTC05_CP2_S5p367_E15p367.mp4,1.4489999999999996,-0.6700000000000017,LC_dv28_Tlc4p0_TTC05,CP2,15.367,3.3309999999999995,1.882
LC_dv28_Tlc4p0_TTC05_CP4_S5p967_E15p967.mp4,0.978999999999999,-0.7900000000000034,LC_dv28_Tlc4p0_TTC05,CP4,15.967,2.860999999999999,1.882
LC_dv28_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,1.6620000000000006,-0.003333333333334447,LC_dv28_Tlc4p0_TTC07,CP1,15.067,3.5440000000000005,1.882
LC_dv28_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,1.227000000000001,-0.8600000000000001,LC_dv28_Tlc4p0_TTC07,CP3,15.667,3.109000000000001,1.882
LC_dv28_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,0.7520000000000004,-0.8833333333333323,LC_dv28_Tlc4p0_TTC07,CP5,16.267,2.6340000000000003,1.882
LC_dv35_Tlc2p0_TTC02_CP1_S5p033_E15p033.mp4,1.6360000000000008,-0.0066666666666659324,LC_dv35_Tlc2p0_TTC02,CP1,15.033,3.5180000000000007,1.882
LC_dv35_Tlc2p0_TTC02_CP2_S5p333_E15p333.mp4,1.339000000000001,-0.9899999999999991,LC_dv35_Tlc2p0_TTC02,CP2,15.333,3.221000000000001,1.882
LC_dv35_Tlc2p0_TTC02_CP3_S5p633_E15p633.mp4,0.8960000000000006,-1.6433333333333315,LC_dv35_Tlc2p0_TTC02,CP3,15.633,2.7780000000000005,1.882
LC_dv35_Tlc2p0_TTC02_CP4_S5p933_E15p933.mp4,0.4179999999999999,-1.5933333333333355,LC_dv35_Tlc2p0_TTC02,CP4,15.933,2.3,1.882
LC_dv35_Tlc2p0_TTC02_CP5_S6p233_E16p233.mp4,-0.0750000000000004,-1.6433333333333344,LC_dv35_Tlc2p0_TTC02,CP5,16.233,1.8069999999999995,1.882
LC_dv35_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,1.6430000000000005,-0.0066666666666659324,LC_dv35_Tlc2p0_TTC03,CP1,15.067,3.5250000000000004,1.882
LC_dv35_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,1.2539999999999993,-1.2966666666666704,LC_dv35_Tlc2p0_TTC03,CP2,15.367,3.1359999999999992,1.882
LC_dv35_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,0.7890000000000004,-1.7200000000000002,LC_dv35_Tlc2p0_TTC03,CP3,15.667,2.6710000000000003,1.882
LC_dv35_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,0.30899999999999994,-1.6000000000000014,LC_dv35_Tlc2p0_TTC03,CP4,15.967,2.191,1.882
LC_dv35_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,-0.17799999999999927,-1.806666666666663,LC_dv35_Tlc2p0_TTC03,CP5,16.267,1.7040000000000006,1.882
LC_dv35_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,1.6510000000000005,-0.0066666666666659324,LC_dv35_Tlc2p0_TTC04,CP1,15.067,3.5330000000000004,1.882
LC_dv35_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,1.2700000000000002,-1.270000000000001,LC_dv35_Tlc2p0_TTC04,CP2,15.367,3.152,1.882
LC_dv35_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,0.804,-1.7166666666666657,LC_dv35_Tlc2p0_TTC04,CP3,15.667,2.686,1.882
LC_dv35_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,0.3229999999999993,-1.603333333333336,LC_dv35_Tlc2p0_TTC04,CP4,15.967,2.204999999999999,1.882
LC_dv35_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,-0.17500000000000004,-1.8399999999999987,LC_dv35_Tlc2p0_TTC04,CP5,16.267,1.7069999999999999,1.882
LC_dv35_Tlc2p0_TTC05_CP1_S5p033_E15p033.mp4,1.6569999999999998,-0.0066666666666659324,LC_dv35_Tlc2p0_TTC05,CP1,15.033,3.5389999999999997,1.882
LC_dv35_Tlc2p0_TTC05_CP2_S5p333_E15p333.mp4,1.3609999999999995,-0.9866666666666676,LC_dv35_Tlc2p0_TTC05,CP2,15.333,3.2429999999999994,1.882
LC_dv35_Tlc2p0_TTC05_CP4_S5p933_E15p933.mp4,0.4319999999999993,-1.590000000000004,LC_dv35_Tlc2p0_TTC05,CP4,15.933,2.313999999999999,1.882
LC_dv35_Tlc2p0_TTC07_CP1_S5p067_E15p067.mp4,1.6709999999999992,-0.0066666666666659324,LC_dv35_Tlc2p0_TTC07,CP1,15.067,3.552999999999999,1.882
LC_dv35_Tlc2p0_TTC07_CP3_S5p667_E15p667.mp4,0.8180000000000003,-1.7166666666666686,LC_dv35_Tlc2p0_TTC07,CP3,15.667,2.7,1.882
LC_dv35_Tlc2p0_TTC07_CP5_S6p267_E16p267.mp4,-0.15900000000000003,-1.8366666666666673,LC_dv35_Tlc2p0_TTC07,CP5,16.267,1.7229999999999999,1.882
LC_dv35_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,1.635999999999999,-0.006666666666671854,LC_dv35_Tlc3p0_TTC02,CP1,15.067,3.517999999999999,1.882
LC_dv35_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,1.3740000000000003,-0.873333333333329,LC_dv35_Tlc3p0_TTC02,CP2,15.367,3.2560000000000002,1.882
LC_dv35_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,1.0680000000000003,-1.1166666666666696,LC_dv35_Tlc3p0_TTC02,CP3,15.667,2.95,1.882
LC_dv35_Tlc3p0_TTC02_CP4_S5p967_E15p967.mp4,0.7500000000000007,-1.0599999999999987,LC_dv35_Tlc3p0_TTC02,CP4,15.967,2.6320000000000006,1.882
LC_dv35_Tlc3p0_TTC02_CP5_S6p267_E16p267.mp4,0.4280000000000006,-1.1933333333333322,LC_dv35_Tlc3p0_TTC02,CP5,16.267,2.3100000000000005,1.882
LC_dv35_Tlc3p0_TTC03_CP1_S5p033_E15p033.mp4,1.6430000000000005,-0.0066666666666659324,LC_dv35_Tlc3p0_TTC03,CP1,15.033,3.5250000000000004,1.882
LC_dv35_Tlc3p0_TTC03_CP2_S5p333_E15p333.mp4,1.4420000000000008,-0.6699999999999988,LC_dv35_Tlc3p0_TTC03,CP2,15.333,3.3240000000000007,1.882
LC_dv35_Tlc3p0_TTC03_CP3_S5p633_E15p633.mp4,1.1400000000000003,-1.119999999999998,LC_dv35_Tlc3p0_TTC03,CP3,15.633,3.0220000000000002,1.882
LC_dv35_Tlc3p0_TTC03_CP4_S5p933_E15p933.mp4,0.8229999999999993,-1.0566666666666702,LC_dv35_Tlc3p0_TTC03,CP4,15.933,2.704999999999999,1.882
LC_dv35_Tlc3p0_TTC03_CP5_S6p233_E16p233.mp4,0.5000000000000007,-1.0766666666666622,LC_dv35_Tlc3p0_TTC03,CP5,16.233,2.3820000000000006,1.882
LC_dv35_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,1.6500000000000001,-0.0066666666666659324,LC_dv35_Tlc3p0_TTC04,CP1,15.067,3.532,1.882
LC_dv35_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,1.3879999999999997,-0.8733333333333348,LC_dv35_Tlc3p0_TTC04,CP2,15.367,3.2699999999999996,1.882
LC_dv35_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,1.0770000000000006,-1.1500000000000021,LC_dv35_Tlc3p0_TTC04,CP3,15.667,2.9590000000000005,1.882
LC_dv35_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,0.764,-1.0433333333333354,LC_dv35_Tlc3p0_TTC04,CP4,15.967,2.646,1.882
LC_dv35_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,0.4380000000000004,-1.2066666666666641,LC_dv35_Tlc3p0_TTC04,CP5,16.267,2.3200000000000003,1.882
