video,cp,vy_oth,p_change,gc_1,gc_2,gc_3,gc_4,gc_6,p,n,ttc_start,ttc_true,distance,dv_kph,lcd,x_looming,gate_g1
LC_dv07_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,-0.7752735279386006,0.35813166534192675,0.31,0.31,0.31,0.31,0.31,0.8461538461538461,13,2.0,1.1,2.138888888888889,7.0,4.0,-0.4001972745314972,0.9364019379475157
LC_dv07_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,-0.7889709496287777,0.38951586499553353,0.995,0.995,0.995,1.0,1.0,1.0,12,2.0,0.8,1.5555555555555556,7.0,4.0,0.1018040459973522,0.981320459821724
LC_dv07_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0011428569224107075,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,25,3.0,3.0,5.833333333333333,7.0,4.0,-2.2555553199780123,0.06772784818573098
LC_dv07_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,-0.6519633571105772,0.1460080063803641,0.145,0.145,0.145,0.145,0.145,0.6538461538461539,13,3.0,2.7,5.25,7.0,4.0,-2.0507658466895697,0.7532802318245195
LC_dv07_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,-0.7682197874816853,0.3424617089969003,0.295,0.295,0.295,0.295,0.295,0.9583333333333334,12,3.0,2.4,4.666666666666666,7.0,4.0,-1.8234337124089448,0.9376514947341962
LC_dv07_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,-0.7719585226228809,0.35072299923871314,0.305,0.305,0.305,0.305,0.305,0.8461538461538461,13,3.0,2.1,4.083333333333333,7.0,4.0,-1.5682605400132,0.9353883324631107
LC_dv07_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,-0.7889686066352206,0.38951039784016844,0.995,0.995,0.995,1.0,1.0,0.9583333333333334,12,3.0,1.8,3.5,7.0,4.0,-1.278005697428891,0.9812279667544027
LC_dv07_Tlc4p0_TTC04_CP1_S5p033_E15p033.mp4,CP1,0.0012367870960645554,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.02,25,4.0,4.0,7.777777777777778,7.0,4.0,-2.819761432955759,0.06759573037040441
LC_dv07_Tlc4p0_TTC04_CP2_S5p333_E15p333.mp4,CP2,-0.4986234639833175,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.5769230769230769,13,4.0,3.7,7.194444444444445,7.0,4.0,-2.6662696454454218,0.5685670972735157
LC_dv07_Tlc4p0_TTC04_CP3_S5p633_E15p633.mp4,CP3,-0.7553042067580049,0.314740146705117,0.275,0.275,0.275,0.275,0.275,0.7083333333333334,12,4.0,3.4,6.611111111111111,7.0,4.0,-2.5002492060565444,0.9238297539142435
LC_dv07_Tlc4p0_TTC04_CP4_S5p933_E15p933.mp4,CP4,-0.7686367714694239,0.34337803254438726,0.295,0.295,0.295,0.295,0.295,0.7307692307692307,13,4.0,3.1,6.027777777777778,7.0,4.0,-2.3195237816851915,0.926822193570497
LC_dv07_Tlc4p0_TTC04_CP5_S6p233_E16p233.mp4,CP5,-0.7955153745003458,0.4049056381624994,0.995,0.995,0.995,0.995,1.0,0.8333333333333334,12,4.0,2.8,5.444444444444444,7.0,4.0,-2.121315140754475,0.962030203687582
LC_dv07_Tlc4p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,0.0011524930533690608,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0416666666666666,12,6.0,6.0,11.666666666666666,7.0,4.0,-3.622644705660919,0.06720057157626495
LC_dv07_Tlc4p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,-0.7622411175654394,0.3294675027546184,0.285,0.285,0.285,0.285,0.285,0.4583333333333333,12,6.0,5.4,10.5,7.0,4.0,-3.413438661840392,0.9350050115796908
LC_dv07_Tlc4p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,-0.7889709496287843,0.3895158649955491,0.995,0.995,0.995,1.0,1.0,0.7083333333333334,12,6.0,4.8,9.333333333333332,7.0,4.0,-3.179986742961797,0.9812279667544027
LC_dv07_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.0044878948523348694,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0384615384615384,13,7.0,7.0,13.61111111111111,7.0,4.0,-3.9292297803881033,0.0656377762174264
LC_dv07_Tlc4p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,-0.5886093959865858,0.08654168330209501,0.095,0.095,0.095,0.095,0.095,0.3076923076923077,13,7.0,6.7,13.02777777777778,7.0,4.0,-3.8420599656626147,0.6799921212760437
LC_dv07_Tlc4p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,-0.7919517468956297,0.39649646303532293,0.35,0.35,0.35,0.35,0.35,0.5769230769230769,13,7.0,6.1,11.86111111111111,7.0,4.0,-3.655493105635152,0.9404527838944867
LC_dv14_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.0026415087968774797,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0769230769230769,26,2.0,2.0,7.777777777777778,14.0,2.0,-2.126614252395814,0.06759573037040566
LC_dv14_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,-1.2873354935568981,0.9918780024061974,0.985,0.985,0.985,0.985,0.985,0.9230769230769232,13,2.0,1.7,6.611111111111111,14.0,2.0,-1.8071020254965993,0.997492437067318
LC_dv14_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,-1.5301259224206023,0.9995138776203689,1.0,1.0,1.0,1.0,1.0,1.0,13,2.0,1.4,5.444444444444444,14.0,2.0,-1.4281679601945294,0.9999971246462699
LC_dv14_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,-1.5968768392496093,0.9997829423496234,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,13,2.0,1.1,4.277777777777778,14.0,2.0,-0.9636630946851306,0.9999986797519633
LC_dv14_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,-1.6259415544107636,0.9998478372669173,1.0,1.0,1.0,1.0,1.0,1.0,13,2.0,0.8,3.111111111111111,14.0,2.0,-0.36704016867923733,0.9999999973645194
LC_dv14_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,-0.0007162724276410497,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0576923076923076,26,3.0,3.0,11.666666666666666,14.0,2.0,-2.9294975251009734,0.0686582649460838
LC_dv14_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,-1.3140001460038981,0.9939802693182415,0.985,0.985,0.985,0.985,0.985,0.9615384615384616,13,3.0,2.7,10.5,14.0,2.0,-2.7202914812804466,0.9980916639635253
LC_dv14_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,-1.530137274111991,0.9995139437229396,1.0,1.0,1.0,1.0,1.0,0.8076923076923077,13,3.0,2.4,9.333333333333332,14.0,2.0,-2.4868395624018516,0.9999971926735736
LC_dv14_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,-1.593552869829194,0.9997739791355122,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,13,3.0,2.1,8.166666666666666,14.0,2.0,-2.222852452749923,0.999998640030944
LC_dv14_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,-1.6379103248987434,0.9998686389951734,1.0,1.0,1.0,1.0,1.0,0.8846153846153846,13,3.0,1.8,7.0,14.0,2.0,-1.9192714731796099,0.9999999980320942
LC_dv14_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,-0.003587248957181239,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0192307692307692,26,4.0,4.0,15.555555555555555,14.0,2.0,-3.50202987173271,0.06959850821849405
LC_dv14_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,-1.3140024624267812,0.9939804266562174,0.985,0.985,0.985,0.985,0.985,0.6923076923076923,13,4.0,3.7,14.38888888888889,14.0,2.0,-3.3467218195246335,0.9980731718505069
LC_dv14_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,-1.509169735125117,0.9993755654902218,1.0,1.0,1.0,1.0,1.0,0.4615384615384615,13,4.0,3.4,13.22222222222222,14.0,2.0,-3.178391416598784,0.9999959135900139
LC_dv14_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,-1.573997766800972,0.9997134200106985,1.0,1.0,1.0,1.0,1.0,0.8076923076923077,13,4.0,3.1,12.055555555555555,14.0,2.0,-2.994666810733115,0.9999980359568056
LC_dv14_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,-1.6469018171630494,0.999882406110373,1.0,1.0,1.0,1.0,1.0,0.6538461538461539,13,4.0,2.8,10.888888888888888,14.0,2.0,-2.7924676631200214,0.9999999982373063
LC_dv14_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,-0.0006918237325193017,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,13,5.0,5.0,19.444444444444443,14.0,2.0,-3.9470035365243263,0.0678601653862488
LC_dv14_Tlc2p0_TTC05_CP3_S5p667_E15p667.mp4,CP3,-1.5301467447074113,0.9995139988648775,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,13,5.0,4.4,17.11111111111111,14.0,2.0,-3.6920172466422034,0.9999971246462699
LC_dv14_Tlc2p0_TTC05_CP5_S6p267_E16p267.mp4,CP5,-1.6379175991272317,0.9998686507476683,1.0,1.0,1.0,1.0,1.0,0.4615384615384615,13,5.0,3.8,14.777777777777777,14.0,2.0,-3.3998370992963483,0.9999999979586583
LC_dv14_Tlc2p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,-0.0036107235837260785,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.1153846153846153,13,6.0,6.0,23.33333333333333,14.0,2.0,-4.3109324539736695,0.06879198247347547
LC_dv14_Tlc2p0_TTC06_CP2_S5p367_E15p367.mp4,CP2,-1.3139924291622287,0.993979745139777,0.985,0.985,0.985,0.985,0.985,0.4230769230769231,13,6.0,5.7,22.166666666666668,14.0,2.0,-4.208521269093284,0.9980356984122977
LC_dv14_Tlc2p0_TTC06_CP4_S5p967_E15p967.mp4,CP4,-1.593552869829194,0.9997739791355122,1.0,1.0,1.0,1.0,1.0,0.5,13,6.0,5.1,19.83333333333333,14.0,2.0,-3.9865180565099796,0.9999985782918679
LC_dv14_Tlc3p0_TTC02_CP1_S5p033_E15p033.mp4,CP1,-0.0002375981103355619,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,24,2.0,2.0,7.777777777777778,14.0,3.0,-2.126614252395814,0.06892590070714696
LC_dv14_Tlc3p0_TTC02_CP2_S5p333_E15p333.mp4,CP2,-0.6602522731591505,0.15601910823403833,0.155,0.155,0.155,0.155,0.155,0.6666666666666666,12,2.0,1.7,6.611111111111111,14.0,3.0,-1.8071020254965993,0.7633659258264393
LC_dv14_Tlc3p0_TTC02_CP3_S5p633_E15p633.mp4,CP3,-1.021233506458231,0.8708912144995382,0.815,0.815,0.815,0.815,0.815,1.0,12,2.0,1.4,5.444444444444444,14.0,3.0,-1.4281679601945294,0.9930843699650579
LC_dv14_Tlc3p0_TTC02_CP4_S5p933_E15p933.mp4,CP4,-1.0440187425816225,0.8955493415230935,1.0,1.0,1.0,1.0,1.0,0.875,12,2.0,1.1,4.277777777777778,14.0,3.0,-0.9636630946851306,0.9938957654158629
LC_dv14_Tlc3p0_TTC02_CP5_S6p233_E16p233.mp4,CP5,-1.0706850960574885,0.9191885613416301,1.0,1.0,1.0,1.0,1.0,1.0,12,2.0,0.8,3.111111111111111,14.0,3.0,-0.36704016867923733,0.9982050834916191
LC_dv14_Tlc3p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,-0.0035876054125427628,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0833333333333333,24,3.0,3.0,11.666666666666666,14.0,3.0,-2.9294975251009734,0.07000449169775758
LC_dv14_Tlc3p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,-0.8806854486870309,0.6137149990461609,0.555,0.555,0.555,0.555,0.555,0.7083333333333334,12,3.0,2.7,10.5,14.0,3.0,-2.7202914812804466,0.9262592498030785
LC_dv14_Tlc3p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,-1.0061976928023544,0.8521309087344634,0.785,0.785,0.785,0.785,0.785,0.8333333333333334,12,3.0,2.4,9.333333333333332,14.0,3.0,-2.4868395624018516,0.9934643023675425
LC_dv14_Tlc3p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,-1.0269197378188237,0.8774583297580745,1.0,1.0,1.0,1.0,1.0,0.875,12,3.0,2.1,8.166666666666666,14.0,3.0,-2.222852452749923,0.9939824095323917
LC_dv14_Tlc3p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,-1.051126814862964,0.9023718519946203,1.0,1.0,1.0,1.0,1.0,1.0,12,3.0,1.8,7.0,14.0,3.0,-1.9192714731796099,0.9994519960911403
LC_dv14_Tlc3p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,-0.0036083736726781066,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,24,4.0,4.0,15.555555555555555,14.0,3.0,-3.50202987173271,0.06959850821849405
LC_dv14_Tlc3p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,-0.8840130614200741,0.6216409820469594,0.57,0.57,0.57,0.57,0.57,0.4583333333333333,12,4.0,3.7,14.38888888888889,14.0,3.0,-3.3467218195246335,0.9273818432199612
LC_dv14_Tlc3p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,-1.021165855435267,0.8708113727384533,0.815,0.815,0.815,0.815,0.815,0.7083333333333334,12,4.0,3.4,13.22222222222222,14.0,3.0,-3.178391416598784,0.9943833053719391
LC_dv14_Tlc3p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,-1.0535679954959458,0.9046246835587339,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,3.0,-2.994666810733115,0.9953798107040172
LC_dv14_Tlc3p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,-1.060099366278323,0.9104318885297621,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,12,4.0,2.8,10.888888888888888,14.0,3.0,-2.7924676631200214,0.9995320028000246
LC_dv14_Tlc3p0_TTC06_CP1_S5p067_E15p067.mp4,CP1,-0.0006938332817263399,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0416666666666666,12,6.0,6.0,23.33333333333333,14.0,3.0,-4.3109324539736695,0.06746381177441818
LC_dv14_Tlc3p0_TTC06_CP3_S5p667_E15p667.mp4,CP3,-1.024159866615214,0.8743062607756213,0.815,0.815,0.815,0.815,0.815,0.2916666666666667,12,6.0,5.4,21.0,14.0,3.0,-4.100592230430808,0.9944637763344877
LC_dv14_Tlc3p0_TTC06_CP5_S6p267_E16p267.mp4,CP5,-1.0600880007745939,0.9104220568900702,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,12,6.0,4.8,18.666666666666664,14.0,3.0,-3.8655582954417866,0.9995234895197389
LC_dv14_Tlc3p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,0.002629444517265131,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0416666666666666,12,7.0,7.0,27.22222222222222,14.0,3.0,-4.6188029292484325,0.0657669232431323
LC_dv14_Tlc3p0_TTC07_CP2_S5p367_E15p367.mp4,CP2,-0.8873443860576492,0.6295188296156786,0.585,0.585,0.585,0.585,0.585,0.2083333333333333,12,7.0,6.7,26.05555555555556,14.0,3.0,-4.531306949154863,0.9276604359339765
LC_dv14_Tlc3p0_TTC07_CP4_S5p967_E15p967.mp4,CP4,-1.0569247796436447,0.9076488888052061,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,12,7.0,6.1,23.72222222222222,14.0,3.0,-4.343938255060313,0.9953388119762816
LC_dv14_Tlc4p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,-0.0002539167183549882,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0416666666666666,24,2.0,2.0,7.777777777777778,14.0,4.0,-2.126614252395814,0.06892590070714819
LC_dv14_Tlc4p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,-0.6540257860203342,0.14844566841689255,0.145,0.145,0.145,0.145,0.145,0.7916666666666666,12,2.0,1.7,6.611111111111111,14.0,4.0,-1.8071020254965993,0.7564565234464533
LC_dv14_Tlc4p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,-0.7666931134807814,0.3391178651255846,0.295,0.295,0.295,0.295,0.295,0.9583333333333334,12,2.0,1.4,5.444444444444444,14.0,4.0,-1.4281679601945294,0.9375274072042139
LC_dv14_Tlc4p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,-0.7740177186567021,0.35531599957259924,0.305,0.305,0.305,0.305,0.305,0.9583333333333334,12,2.0,1.1,4.277777777777778,14.0,4.0,-0.9636630946851306,0.9366533958742219
LC_dv14_Tlc4p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,-0.7876511917346094,0.38644137322893796,0.995,0.995,0.995,0.995,0.995,0.9583333333333334,12,2.0,0.8,3.111111111111111,14.0,4.0,-0.36704016867923733,0.9812742618891324
LC_dv14_Tlc4p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0026394992474854046,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,24,3.0,3.0,11.666666666666666,14.0,4.0,-2.9294975251009734,0.06720057157626612
LC_dv14_Tlc4p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,-0.6673714923943085,0.16508023456798868,0.155,0.155,0.155,0.155,0.155,0.5,12,3.0,2.7,10.5,14.0,4.0,-2.7202914812804466,0.7692452858291812
LC_dv14_Tlc4p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,-0.7517344405128469,0.30731350412074315,0.265,0.265,0.265,0.265,0.265,0.7916666666666666,12,3.0,2.4,9.333333333333332,14.0,4.0,-2.4868395624018516,0.930671138710811
LC_dv14_Tlc4p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,-0.7869188981960381,0.38473983302110215,0.335,0.335,0.335,0.335,0.335,0.875,12,3.0,2.1,8.166666666666666,14.0,4.0,-2.222852452749923,0.9416395400907686
LC_dv14_Tlc4p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,-0.7966446081846503,0.4075841356049145,0.995,0.995,1.0,1.0,1.0,0.9166666666666666,12,3.0,1.8,7.0,14.0,4.0,-1.9192714731796099,0.9827914821129783
LC_dv14_Tlc4p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,-0.0006918237325148608,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0416666666666666,24,4.0,4.0,15.555555555555555,14.0,4.0,-3.50202987173271,0.06825831495507272
LC_dv14_Tlc4p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,-0.6640200605431119,0.16076059114541058,0.155,0.155,0.155,0.155,0.155,0.5416666666666666,12,4.0,3.7,14.38888888888889,14.0,4.0,-3.3467218195246335,0.765231418264879
LC_dv14_Tlc4p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,-0.7636991023016586,0.33261116806826985,0.285,0.285,0.285,0.285,0.285,0.6666666666666666,12,4.0,3.4,13.22222222222222,14.0,4.0,-3.178391416598784,0.9360232956005555
LC_dv14_Tlc4p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,-0.7635761944430375,0.3323455233268828,0.285,0.285,0.285,0.285,0.285,0.6666666666666666,12,4.0,3.1,12.055555555555555,14.0,4.0,-2.994666810733115,0.9321398346137548
LC_dv14_Tlc4p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,-0.7996177615614362,0.4146666066013535,0.995,0.995,1.0,1.0,1.0,0.6666666666666666,12,4.0,2.8,10.888888888888888,14.0,4.0,-2.7924676631200214,0.9829628745313245
LC_dv14_Tlc4p0_TTC05_CP1_S5p033_E15p033.mp4,CP1,-0.00022618716468838642,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,12,5.0,5.0,19.444444444444443,14.0,4.0,-3.9470035365243263,0.06772784818573144
LC_dv14_Tlc4p0_TTC05_CP2_S5p333_E15p333.mp4,CP2,-0.5002600772564701,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.2916666666666667,12,5.0,4.7,18.27777777777778,14.0,4.0,-3.823560482361224,0.5693609688929139
LC_dv14_Tlc4p0_TTC05_CP4_S5p933_E15p933.mp4,CP4,-0.7807044936567412,0.37043188676635297,0.325,0.325,0.325,0.325,0.325,0.5833333333333334,12,5.0,4.1,15.944444444444445,14.0,4.0,-3.5512393946718532,0.9317416850449268
LC_dv14_Tlc4p0_TTC07_CP1_S5p067_E15p067.mp4,CP1,-0.00027774549520150467,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,12,7.0,7.0,27.22222222222222,14.0,4.0,-4.6188029292484325,0.06706924964162596
LC_dv14_Tlc4p0_TTC07_CP3_S5p667_E15p667.mp4,CP3,-0.7666950096457483,0.3391220074520876,0.295,0.295,0.295,0.295,0.295,0.375,12,7.0,6.4,24.88888888888889,14.0,4.0,-4.4398128505982255,0.9362759180631297
LC_dv14_Tlc4p0_TTC07_CP5_S6p267_E16p267.mp4,CP5,-0.7966256445698561,0.4075391013660051,0.995,0.995,1.0,1.0,1.0,0.375,12,7.0,5.8,22.55555555555556,14.0,4.0,-4.243243257827761,0.9824442744800443
LC_dv21_Tlc2p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.001016348086451122,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,21,2.0,2.0,11.666666666666666,21.0,2.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc2p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,-1.3189478255587723,0.9943073811569008,0.985,0.985,0.985,0.985,0.985,0.9090909090909092,11,2.0,1.7,9.916666666666666,21.0,2.0,-2.2014740122577,0.9982166585021697
LC_dv21_Tlc2p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,-1.5289798440038513,0.9995071583363153,1.0,1.0,1.0,1.0,1.0,0.85,10,2.0,1.4,8.166666666666666,21.0,2.0,-1.8173873446417588,0.9999972060928942
LC_dv21_Tlc2p0_TTC02_CP4_S5p967_E15p967.mp4,CP4,-1.5922657451524953,0.9997704117867902,1.0,1.0,1.0,1.0,1.0,0.9090909090909092,11,2.0,1.1,6.416666666666667,21.0,2.0,-1.3431519510514416,0.9999986467298211
LC_dv21_Tlc2p0_TTC02_CP5_S6p267_E16p267.mp4,CP5,-1.6392004456817817,0.9998707073167125,1.0,1.0,1.0,1.0,1.0,0.85,10,2.0,0.8,4.666666666666667,21.0,2.0,-0.7248214237408357,0.9999999981713319
LC_dv21_Tlc2p0_TTC03_CP1_S5p067_E15p067.mp4,CP1,0.0010163480864570432,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,21,3.0,3.0,17.5,21.0,2.0,-3.3313653230046385,0.06799268213764463
LC_dv21_Tlc2p0_TTC03_CP2_S5p367_E15p367.mp4,CP2,-1.2922663088464725,0.9923140682825267,0.985,0.985,0.985,0.985,0.985,0.6818181818181818,11,3.0,2.7,15.75,21.0,2.0,-3.1213203295684973,0.9976078721880507
LC_dv21_Tlc2p0_TTC03_CP3_S5p667_E15p667.mp4,CP3,-1.5140263990298772,0.9994106994252638,1.0,1.0,1.0,1.0,1.0,0.4,10,3.0,2.4,13.999999999999998,21.0,2.0,-2.8866986115637183,0.9999961567929754
LC_dv21_Tlc2p0_TTC03_CP4_S5p967_E15p967.mp4,CP4,-1.5755945001952143,0.99971890951673,1.0,1.0,1.0,1.0,1.0,0.7727272727272727,11,3.0,2.1,12.25,21.0,2.0,-2.6210116473490204,0.9999980738129465
LC_dv21_Tlc2p0_TTC03_CP5_S6p267_E16p267.mp4,CP5,-1.6212363793066233,0.9998388035189202,1.0,1.0,1.0,1.0,1.0,0.6,10,3.0,1.8,10.5,21.0,2.0,-2.3148263731722825,0.9999999968782419
LC_dv21_Tlc2p0_TTC04_CP1_S5p067_E15p067.mp4,CP1,-0.0023046331826748145,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,21,4.0,4.0,23.33333333333333,21.0,2.0,-3.905467345865506,0.06879198247347298
LC_dv21_Tlc2p0_TTC04_CP2_S5p367_E15p367.mp4,CP2,-1.3156042191159474,0.9940882717703108,0.985,0.985,0.985,0.985,0.985,0.4090909090909091,11,4.0,3.7,21.58333333333333,21.0,2.0,-3.7498182114466854,0.9981039022944863
LC_dv21_Tlc2p0_TTC04_CP3_S5p667_E15p667.mp4,CP3,-1.4870636861214348,0.9991879725466899,1.0,1.0,1.0,1.0,1.0,0.1,10,4.0,3.4,19.83333333333333,21.0,2.0,-3.581052948401815,0.9999940052248426
LC_dv21_Tlc2p0_TTC04_CP4_S5p967_E15p967.mp4,CP4,-1.5989303569873603,0.9997883046657804,1.0,1.0,1.0,1.0,1.0,0.5909090909090909,11,4.0,3.1,18.08333333333333,21.0,2.0,-3.3967619499593167,0.9999986467298211
LC_dv21_Tlc2p0_TTC04_CP5_S6p267_E16p267.mp4,CP5,-1.6182352195734466,0.9998327689500207,1.0,1.0,1.0,1.0,1.0,0.4,10,4.0,2.8,16.333333333333332,21.0,2.0,-3.1938060599341176,0.999999996684254
LC_dv21_Tlc2p0_TTC05_CP1_S5p067_E15p067.mp4,CP1,-0.0023046331826792553,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0454545454545454,11,5.0,5.0,29.166666666666664,21.0,2.0,-4.351169726564992,0.06825831495507569
LC_dv21_Tlc2p0_TTC05_CP2_S5p367_E15p367.mp4,CP2,-1.2889478342124845,0.9920231655082001,0.985,0.985,0.985,0.985,0.985,0.4545454545454545,11,5.0,4.7,27.416666666666668,21.0,2.0,-4.2275558878377515,0.9974608153286381
LC_dv21_Tlc2p0_TTC05_CP4_S5p967_E15p967.mp4,CP4,-1.5955965470702385,0.999779532013895,1.0,1.0,1.0,1.0,1.0,0.4545454545454545,11,5.0,4.1,23.916666666666664,21.0,2.0,-3.954774326475534,0.9999985922398206
LC_dv21_Tlc2p0_TTC07_CP1_S5p033_E15p033.mp4,CP1,-0.0015158624631297563,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0,10,7.0,7.0,40.83333333333333,21.0,2.0,-5.023604775564403,0.06720057157626591
LC_dv21_Tlc2p0_TTC07_CP3_S5p633_E15p633.mp4,CP3,-1.4765143313256528,0.9990800038763157,1.0,1.0,1.0,1.0,1.0,0.0,10,7.0,6.4,37.333333333333336,21.0,2.0,-4.84448464013414,0.9999871799890574
LC_dv21_Tlc2p0_TTC07_CP5_S6p233_E16p233.mp4,CP5,-1.6029011359954417,0.999798307791575,1.0,1.0,1.0,1.0,1.0,0.05,10,7.0,5.8,33.83333333333333,21.0,2.0,-4.647742639447824,0.9999997986497621
LC_dv21_Tlc3p0_TTC02_CP1_S5p067_E15p067.mp4,CP1,0.00102869919037888,0.07000000000000002,0.085,0.085,0.085,0.085,0.085,0.0208333333333333,24,2.0,2.0,11.666666666666666,21.0,3.0,-2.5240324169928092,0.06852474796040976
LC_dv21_Tlc3p0_TTC02_CP2_S5p367_E15p367.mp4,CP2,-0.8889579190317122,0.633312849307249,0.585,0.585,0.585,0.585,0.585,0.5,12,2.0,1.7,9.916666666666666,21.0,3.0,-2.2014740122577,0.9306711387108086
LC_dv21_Tlc3p0_TTC02_CP3_S5p667_E15p667.mp4,CP3,-1.0200333487458175,0.8694687604344427,0.815,0.815,0.815,0.815,0.815,0.75,12,2.0,1.4,8.166666666666666,21.0,3.0,-1.8173873446417588,0.9944477645677361
