eps,eps_step0,eps_last,term_speed,term_accel,term_steer,term_lateral,term_collision,term_safety,collision_share,collide_frac,gap_m,v_ego,v_other,dv,seed,tag,mode,eps_lo,eps_hi,deposit_eps,deposit_share,thw,part,ttc,dv_kph,dG,a_best_first,omega_best_first,omega_best_max,acts_brake,acts_steer,acts
260730.49160861754,1206563.870644966,169330.46651006243,7.5639999999996705,15.0,-7.815970093361102e-14,0.0,212425.84624405496,30179.66644751608,0.9999041203414268,0.02666666666666667,23.333333333333336,30.5,22.72222222222222,7.777777777777779,1.0,ttc3_dv28,certain,235336.67449162912,12146662.27957933,,,,C,3.0,28.0,122056.05174366834,1.0243749863531115,0.034325998895096736,0.20156673796546293,0.0,1.0,1.0
236977.81128481159,235445.52076551763,6235077.742993961,7.563999999999673,14.999999999999993,0.0,0.0,171355.23471295222,37148.47408965613,0.9998788754928325,0.03600390867776608,29.16666666666667,30.5,20.77777777777778,9.722222222222221,1.0,ttc3_dv35,certain,186287.65167057692,731387.5547439675,,,,C,3.0,35.0,6131188.17129804,0.24920155738579552,0.033201967875842814,0.22603698635050784,0.0,1.0,1.0
363390.83077525196,268164.8342051376,519860.3062739809,7.56399999999967,15.0,-3.552713678800501e-14,0.0,329262.60751172714,55801.40409230207,0.999999700064127,0.013333333333333334,35.0,30.5,18.833333333333332,11.666666666666668,1.0,ttc3_dv42,certain,293280.57506255695,75229414.13987911,,,,C,3.0,42.0,377029.89246518124,0.7956938514648881,0.06514871288635421,0.31775985122753636,0.0,1.0,1.0
123649.10276299776,151948.74714403957,164306.94823701662,7.5639999999996625,15.0,-4.973799150320701e-14,0.0,118191.55044142035,5633.280653763501,0.9328587704097357,0.0,7.777777777777779,30.5,28.555555555555557,1.9444444444444429,1.0,ttc4_dv7,certain,104392.49366218036,203395.28034008303,,,,C,4.0,7.0,136168.01233510353,0.07010698947392101,0.019800483463054738,0.28369663293482084,0.0,1.0,1.0
162603.34815912828,199080.86265579867,579870.4665001335,7.56399999999966,15.000000000000002,-9.947598300641403e-14,0.0,139425.17913688984,13156.670531994176,0.9534963429917352,0.49960132581202943,15.555555555555557,30.5,26.61111111111111,3.8888888888888893,1.0,ttc4_dv14,certain,151871.79696064265,441202.4858698025,,,,C,4.0,14.0,542473.8645398145,0.439254214662103,0.0105426112800553,0.2504872300064196,0.0,1.0,1.0
175922.37792575356,126249.77374767134,153018.33811509865,7.56399999999966,15.0,-6.394884621840902e-14,0.0,168061.20908255837,12648.173371264556,0.9998870464672793,0.14424307317806176,23.333333333333336,30.5,24.666666666666664,5.833333333333336,1.0,ttc4_dv21,certain,116264.87614243393,199763.5616747036,,,,C,4.0,21.0,110509.16102504014,0.05913438513296215,0.03823036618715728,0.1740098259838881,0.0,1.0,1.0
607071.2809117665,164461.3296354906,45661.184865318464,7.563999999999676,14.999999999999986,-7.815970093361102e-14,0.0,565222.8826394901,14324.345023159009,0.9546609202007075,0.0,31.111111111111114,30.5,22.72222222222222,7.777777777777779,1.0,ttc4_dv28,certain,167529.0110153763,780782.3700433049,,,,C,4.0,28.0,5750.932761891541,1.2666544180646548,0.0329124021845107,0.23916338691112557,0.0,1.0,1.0
235562.69478900806,182332.09286006424,335808.3882574249,7.563999999999673,14.999999999999993,0.0,0.0,204805.09600461228,47004.91540433901,0.8819289442434645,0.0,38.88888888888889,30.5,20.77777777777778,9.722222222222221,1.0,ttc4_dv35,certain,193224.86192502905,295976.3582257058,,,,C,4.0,35.0,254076.6379417256,0.796441867195495,0.019271414852146146,0.20697532338674152,0.0,1.0,1.0
260379.98508614575,214347.7812749469,313943.2739132277,7.563999999999667,15.0,-5.684341886080802e-14,0.0,166688.83651989882,67422.30494730204,0.9999702678710581,0.9055452714733019,46.66666666666667,30.5,18.833333333333332,11.666666666666668,1.0,ttc4_dv42,certain,216332.66173459595,758909.6644907554,,,,C,4.0,42.0,223218.80542894057,0.686121532017838,0.018258353146706492,0.24368068915664948,0.0,1.0,1.0
458985.507916052,100522.959183748,1832001.261860262,7.5639999999996625,15.0,-3.552713678800501e-14,0.0,445750.7916651662,7975.965031922478,0.9999897524425803,0.0,9.722222222222223,30.5,28.555555555555557,1.9444444444444429,1.0,ttc5_dv7,certain,247883.0074806632,2201890.565290736,,,,C,5.0,7.0,1783029.053207554,0.37338160072031146,0.028299753468471082,0.17673108831851136,0.0,1.0,1.0
183378.52571120465,475712.2689788043,208860.87495018545,7.56399999999966,15.0,-9.947598300641403e-14,0.0,175558.25607977755,13156.164983284572,0.9998769539676878,0.013333333333333334,19.444444444444446,30.5,26.61111111111111,3.8888888888888893,1.0,ttc5_dv14,certain,138759.5705668163,741189.5416280234,,,,C,5.0,14.0,170025.52880164614,0.8609367038077742,0.011253070035068032,0.1316683971628366,0.0,1.0,1.0
86601.08898451924,317777.79917007464,76951.31959027001,7.563999999999664,15.0,-4.973799150320701e-14,0.0,76948.31201489779,28359.84927953494,0.9997394490038799,0.0,29.16666666666667,30.5,24.666666666666664,5.833333333333336,1.0,ttc5_dv21,certain,65511.13071854576,160857.42222376645,,,,C,5.0,21.0,22676.93080673625,0.9394058717587179,0.0279468683137712,0.19688115053662897,0.0,1.0,1.0
132806.56137447804,118839.00260081494,174511.31564177282,7.5639999999996705,14.999999999999986,-1.4210854715202004e-14,0.0,97208.25272882814,21144.71308064062,0.819548065736389,0.0,38.88888888888889,30.5,22.72222222222222,7.777777777777779,1.0,ttc5_dv28,certain,107601.32752922538,703249.6652795519,,,,C,5.0,28.0,132116.978394715,0.43893160588642277,0.02263079671821668,0.20299867808959166,0.0,1.0,1.0
328553.046999895,147513.180875651,377870.7961474889,7.563999999999673,14.999999999999993,0.0,0.0,276775.63310287,47000.7221999177,0.9780899640836664,0.0,48.611111111111114,30.5,20.77777777777778,9.722222222222221,1.0,ttc5_dv35,certain,144450.49633787433,583088.0337653297,,,,C,5.0,35.0,293802.9086893915,0.8477134308329743,0.035889967397107425,0.18428576890617682,0.0,1.0,1.0
210792.16003110903,226871.6086253315,143655.20991565997,7.563999999999673,15.0,-7.105427357601002e-14,0.0,107761.30710922768,67420.67060951226,0.9712098446321706,0.9055452714733019,58.33333333333334,30.5,18.833333333333332,11.666666666666668,1.0,ttc5_dv42,certain,169460.14118879542,217335.7839126779,,,,C,5.0,42.0,10597.393744551897,0.3625396531184375,0.04190188175147614,0.1707438223916682,0.0,1.0,1.0
60172.67243226307,64461.13250809633,55884.21235642981,7.56399999999966,14.999999999999998,-4.973799150320701e-14,0.0,27281.541805484972,7841.180354743368,0.9324935174959011,0.0,11.666666666666668,30.5,28.555555555555557,1.9444444444444429,1.0,ttc6_dv7,certain,36850.67823018499,332879.428728044,,,,C,6.0,7.0,21276.319300412863,0.9408883043223498,0.018950806508168282,0.25482208783666527,0.0,1.0,1.0
54744.40004558794,64697.54555057966,66189.38428122684,7.56399999999966,15.0,-9.947598300641403e-14,0.0,25062.708129630235,16638.815629455694,0.8284771249486423,0.0,23.333333333333336,30.5,26.61111111111111,3.8888888888888893,1.0,ttc6_dv14,certain,40690.480209836816,54924.648992381815,,,,C,6.0,14.0,33709.00277907136,0.33616509819791385,0.051584328678376895,0.17605415761165052,0.0,1.0,1.0
106450.12785841341,92309.23156327894,130369.88387222847,7.56399999999966,15.0,-4.973799150320701e-14,0.0,62237.89196291187,28365.898464149173,0.8892072564228293,0.0,35.0,30.5,24.666666666666664,5.833333333333336,1.0,ttc6_dv21,certain,70983.16693685771,113416.71208565732,,,,C,6.0,21.0,85979.41612202376,0.8837095562827967,0.05677293979167833,0.325477889135774,0.0,1.0,1.0
115359.11236688316,102635.66709257459,196689.7909413642,7.563999999999675,15.000000000000009,-9.947598300641403e-14,0.0,64945.24516798868,21144.71308064062,1.0011093777225064,0.0,46.66666666666667,30.5,22.72222222222222,7.777777777777779,1.0,ttc6_dv28,certain,107151.37106652129,187765.33338965694,,,,C,6.0,28.0,153033.65519854525,0.9440430967972776,0.0021631381263477953,0.2282189280601436,0.0,1.0,1.0
394059.2998656692,176680.7611665884,611437.83856475,7.563999999999673,14.999999999999993,0.0,0.0,337529.8583219148,44558.482706185954,0.9660317980524912,0.0,58.33333333333334,30.5,20.77777777777778,9.722222222222221,1.0,ttc6_dv35,certain,392271.3978772827,1641722.81852967,,,,C,6.0,35.0,547807.1865428296,2.2843852596820664,0.039042638724451496,0.24537651493625606,0.0,1.0,1.0
146551.43191261502,120434.5929067594,145936.2812700106,7.563999999999671,15.0,-6.394884621840902e-14,0.0,53625.39970226984,54231.09474080811,0.9318268509705001,0.0,70.0,30.5,18.833333333333332,11.666666666666668,1.0,ttc6_dv42,certain,115747.35620758848,165368.42140706084,,,,C,6.0,42.0,91659.20826993647,0.45583709444022946,0.018520427877394913,0.21204479706921855,0.0,1.0,1.0
62028.40542490364,43342.777718348734,70261.83909387184,7.56399999999966,15.0,-4.973799150320701e-14,0.0,54992.18799875845,7013.6534261451925,0.9996362311775479,0.0,13.611111111111112,30.5,28.555555555555557,1.9444444444444429,1.0,ttc7_dv7,certain,30634.93656506241,662419.2081841488,,,,C,7.0,7.0,41721.27774951399,0.3076662082361743,0.03294626743395348,0.22618630646538188,0.0,1.0,1.0
146231.83616694342,60744.769236333625,24606.13044483167,7.563999999999669,15.0,-8.526512829121202e-14,0.0,124810.5329718855,15885.326988319142,0.9760235221990576,0.0,27.222222222222225,30.5,26.61111111111111,3.8888888888888893,1.0,ttc7_dv14,certain,32150.055123945476,295952.20838539,,,,C,7.0,14.0,-11002.402376852377,0.5722498216894516,0.020942461152438686,0.24601142380919144,0.0,1.0,1.0
199573.73690947148,77946.90070959186,80024.11206084162,7.56399999999966,15.0,-4.973799150320701e-14,0.0,160000.16245169032,26707.238456771935,0.9841437273599954,0.0,40.833333333333336,30.5,24.666666666666664,5.833333333333336,1.0,ttc7_dv21,certain,60233.08337973834,721200.6959780345,,,,C,7.0,21.0,33527.485058411556,1.0701895865444477,0.038647699510037783,0.2583484061460609,0.0,1.0,1.0
127753.60935873087,83321.5968040849,9849177.890622025,7.563999999999675,15.000000000000009,-9.947598300641403e-14,0.0,125523.05602633196,10628.084419932173,0.9999346227847151,0.0,54.44444444444445,30.5,22.72222222222222,7.777777777777779,1.0,ttc7_dv28,certain,50334.30824814951,345135.5323365036,,,,C,7.0,28.0,9810146.393505536,1.1398237060387149,0.039729614411723756,0.24428356664896378,0.0,1.0,1.0
86530.1763135719,82296.62062770259,39315.616300658454,7.563999999999673,14.999999999999993,0.0,0.0,21565.13334650175,25448.543622995974,0.745228231616067,0.0,68.05555555555556,30.5,20.77777777777778,9.722222222222221,1.0,ttc7_dv35,certain,74237.39577838471,91736.85948073576,,,,C,7.0,35.0,-16544.57699178919,1.543957210740528,0.012888556247857204,0.30640050288998355,0.0,1.0,1.0
98253.65139531436,79411.98197127643,106792.18320209495,7.563999999999669,15.000000000000004,-3.552713678800501e-14,0.0,77627.15157592208,32208.329643311212,0.9404786465913837,0.0,81.66666666666667,30.5,18.833333333333332,11.666666666666668,1.0,ttc7_dv42,certain,92599.64742413681,212080.6926754621,,,,C,7.0,42.0,50695.001082478506,0.15245934113053528,0.01905031251415861,0.22777919002753025,0.0,1.0,1.0
