eps,eps_step0,eps_last,term_speed,term_accel,term_steer,term_lateral,term_collision,term_safety,collision_share,collide_frac,gap_m,v_ego,v_other,dv,seed,tag,mode,eps_lo,eps_hi,deposit_eps,deposit_share,thw,part,ttc,dv_kph,dG,a_best_first,omega_best_first,omega_best_max,acts_brake,acts_steer,acts
207356.23935841734,158930.01037922673,106722.05879053974,7.563999999999674,14.999999999999996,-5.684341886080802e-14,0.0,151773.05910031512,19387.717375215347,0.9546609202007075,0.0,31.111111111111114,30.5,22.72222222222222,7.777777777777779,4.0,ttc4_dv28,certain,118663.96485303048,11364530.093711017,,,,B2,4.0,28.0,,,,,,,
275385.410610307,229945.18853619168,357687.51598922384,7.563999999999672,15.0,-7.105427357601002e-15,0.0,210557.66335559258,47004.91540433901,0.9976416016492005,0.0,38.88888888888889,30.5,20.77777777777778,9.722222222222221,4.0,ttc4_dv35,certain,173175.16141094713,982480.6538421275,,,,B2,4.0,35.0,,,,,,,
240320.82165121526,218645.51445663092,259891.18095200136,7.563999999999672,15.0,-4.263256414560601e-14,0.0,179950.30069169326,54901.45201102531,0.9999044768784229,0.8921801054847396,46.66666666666667,30.5,18.833333333333332,11.666666666666668,4.0,ttc4_dv42,certain,216332.66173459595,1427725.0907551148,,,,B2,4.0,42.0,,,,,,,
96672.61221611372,82022.97470721559,206320.29044839108,7.5639999999996625,15.0,-3.552713678800501e-14,0.0,78025.1996084403,13212.152250885823,0.9869949651376606,0.0,9.722222222222223,30.5,28.555555555555557,1.9444444444444429,4.0,ttc5_dv7,certain,42563.37890264183,2201890.565290736,,,,B2,5.0,7.0,,,,,,,
138759.5705668163,99034.96456863612,104954.66195038611,7.563999999999669,15.000000000000004,-1.4210854715202004e-14,0.0,121817.70271635284,15386.978423491568,0.9998769539676878,0.013333333333333334,19.444444444444446,30.5,26.61111111111111,3.8888888888888893,4.0,ttc5_dv14,certain,53004.068929652145,741189.5416280234,,,,B2,5.0,14.0,,,,,,,
125190.99766947383,162485.7848789257,76951.31959027001,7.563999999999664,15.0,-9.947598300641403e-14,0.0,73682.72273847414,28359.84927953494,0.9996250951841136,0.0,29.16666666666667,30.5,24.666666666666664,5.833333333333336,4.0,ttc5_dv21,certain,60185.94332176763,510609.76158222416,,,,B2,5.0,21.0,,,,,,,
180745.5918151046,118839.00260081494,224423.7784204441,7.5639999999996705,14.999999999999996,-4.263256414560601e-14,0.0,118918.80520521398,21144.71308064062,0.987157049987262,0.0,38.88888888888889,30.5,22.72222222222222,7.777777777777779,4.0,ttc5_dv28,certain,107601.32752922538,4850936.632704383,,,,B2,5.0,28.0,,,,,,,
189226.65552523703,150449.28226437658,377870.7961474889,7.563999999999672,15.0,-2.1316282072803006e-14,0.0,119485.7254295135,47000.7221999177,0.9780899640836664,0.0,48.611111111111114,30.5,20.77777777777778,9.722222222222221,4.0,ttc5_dv35,certain,114477.0451806378,4206319.195520906,,,,B2,5.0,35.0,,,,,,,
257958.10052343042,226871.6086253315,207799.9592000243,7.563999999999673,15.0,-4.973799150320701e-14,0.0,166131.89718465856,64945.58991692243,0.972112043705886,0.0,58.33333333333334,30.5,18.833333333333332,11.666666666666668,4.0,ttc5_dv42,certain,169460.14118879542,2694068.2167344103,,,,B2,5.0,42.0,,,,,,,
40512.626446819355,64092.753023363155,39420.75611099363,7.563999999999665,14.999999999999998,-3.552713678800501e-14,0.0,17780.15072615938,14675.883019981116,0.8170759628482166,0.0,11.666666666666668,30.5,28.555555555555557,1.9444444444444429,4.0,ttc6_dv7,certain,28308.389921548573,332879.428728044,,,,B2,6.0,7.0,,,,,,,
63937.76656911144,65795.35678198791,66189.38428122684,7.563999999999669,15.000000000000004,-4.263256414560601e-14,0.0,42216.999609845574,20441.107156391598,0.902629277339516,0.0,23.333333333333336,30.5,26.61111111111111,3.8888888888888893,4.0,ttc6_dv14,certain,40690.480209836816,1366167.3262841606,,,,B2,6.0,14.0,,,,,,,
90088.61686227797,91353.35593763841,124935.8453887446,7.56399999999966,15.0,-9.947598300641403e-14,0.0,35779.4882772573,28365.898464149173,0.947262527102052,0.0,35.0,30.5,24.666666666666664,5.833333333333336,4.0,ttc6_dv21,certain,37321.109893689674,422223.6136695287,,,,B2,6.0,21.0,,,,,,,
150427.7072854157,112750.03601366452,188105.37855716687,7.563999999999665,15.0,-5.684341886080802e-14,0.0,111753.7769246847,21144.71308064062,0.9974469994849318,0.0,46.66666666666667,30.5,22.72222222222222,7.777777777777779,4.0,ttc6_dv28,certain,76643.67636355167,475549.60535135225,,,,B2,6.0,28.0,,,,,,,
392271.3978772827,127610.99267547895,611437.83856475,7.563999999999672,15.0,0.0,0.0,334388.1611097696,44558.482706185954,0.9986169492149516,0.0,58.33333333333334,30.5,20.77777777777778,9.722222222222221,4.0,ttc6_dv35,certain,110403.44989629945,1641722.81852967,,,,B2,6.0,35.0,,,,,,,
221462.95637068962,125807.28889854196,317055.5717090369,7.563999999999672,15.0,-6.394884621840902e-14,0.0,151248.30793636607,53629.12671700419,0.9367545940739685,0.0,70.0,30.5,18.833333333333332,11.666666666666668,4.0,ttc6_dv42,certain,115747.35620758848,447831.60511079896,,,,B2,6.0,42.0,,,,,,,
41199.10167417054,43342.777718348734,31392.092850585617,7.56399999999966,15.0,-4.973799150320701e-14,0.0,27582.767016633028,7569.6940630382,0.8575519546478112,0.0,13.611111111111112,30.5,28.555555555555557,1.9444444444444429,4.0,ttc7_dv7,certain,22013.097019423363,662419.2081841488,,,,B2,7.0,7.0,,,,,,,
58902.4103434804,64252.931442724315,38390.431405390096,7.563999999999669,15.0,-4.263256414560601e-14,0.0,20390.89226016811,15885.326988319142,0.9449974844019347,0.0,27.222222222222225,30.5,26.61111111111111,3.8888888888888893,4.0,ttc7_dv14,certain,32150.055123945476,295952.20838539,,,,B2,7.0,14.0,,,,,,,
86194.26890803815,78679.88037544621,50108.15573917223,7.56399999999966,15.0,-5.684341886080802e-14,0.0,53497.577120968774,26707.238456771935,0.9978137280773021,0.0,40.833333333333336,30.5,24.666666666666664,5.833333333333336,4.0,ttc7_dv21,certain,58347.83973711303,721200.6959780345,,,,B2,7.0,21.0,,,,,,,
127753.60935873087,84195.88733125686,246152.17149767283,7.563999999999665,15.0,-5.684341886080802e-14,0.0,125523.05602633196,10628.084419932173,0.9996731236015284,0.0,54.44444444444445,30.5,22.72222222222222,7.777777777777779,4.0,ttc7_dv28,certain,35612.457092283075,824702.793731273,,,,B2,7.0,28.0,,,,,,,
92404.68816482197,89172.33052444134,39315.616300658454,7.563999999999672,15.0,0.0,0.0,55005.24220510697,25448.543622995974,0.9739964410407429,0.0,68.05555555555556,30.5,20.77777777777778,9.722222222222221,4.0,ttc7_dv35,certain,63742.65422870836,1190330.9599442915,,,,B2,7.0,35.0,,,,,,,
95700.92605206452,84544.83604958544,105315.0206470234,7.563999999999672,15.000000000000002,-4.973799150320701e-14,0.0,70528.24998413604,32360.149760749493,0.9404786465913837,0.0,81.66666666666667,30.5,18.833333333333332,11.666666666666668,4.0,ttc7_dv42,certain,57086.58243523343,212080.6926754621,,,,B2,7.0,42.0,,,,,,,
214472.1400498087,179276.42418630642,3900657.057653683,7.563999999999664,14.999999999999995,-5.684341886080802e-14,0.0,206039.77955337518,8671.569655487925,1.0000338482680484,0.10666666666666666,3.8888888888888893,30.5,28.555555555555557,1.9444444444444429,1.0,ttc2_dv7,certain,140437.36352876172,2039966.7409199947,,,,C,2.0,7.0,3868900.8926046696,0.37382642886200146,0.02042593310543788,0.1972137087568944,0.0,1.0,1.0
547089.595898058,818916.0283010674,1094570.2289756606,7.563999999999667,14.999999999999998,-4.973799150320701e-14,0.0,530303.4536437102,10920.14125036413,0.9999587562984762,0.12401883865472027,7.777777777777779,30.5,26.61111111111111,3.8888888888888893,1.0,ttc2_dv14,certain,371819.41658594366,2152677.9920768323,,,,C,2.0,14.0,1051146.4664135282,0.04053560366612166,0.03656588606234985,0.22175009667592316,0.0,1.0,1.0
17232045.573028576,1971929.669112605,31276189.912976496,7.563999999999661,15.00000000000001,-6.394884621840902e-14,0.0,17224056.455221258,11091.999212930561,0.9998849664987128,0.08539519930880406,11.666666666666668,30.5,24.666666666666664,5.833333333333336,1.0,ttc2_dv21,certain,4885695.125679035,49236745.41097884,,,,C,2.0,21.0,31163212.288317062,0.8433345094929371,0.018408565295289354,0.26081478088426907,0.0,1.0,1.0
5064241.193276808,7713696.436416658,3276382.2259546607,7.563999999999668,15.000000000000007,-9.947598300641403e-14,0.0,5040329.4329738235,13113.810859838492,0.9976169927958898,0.07851930632510568,15.555555555555557,30.5,22.72222222222222,7.777777777777779,1.0,ttc2_dv28,certain,3603108.032795181,6176960.605570652,,,,C,2.0,28.0,3206477.797069499,0.3280676961675887,0.06413744079501779,0.25785894316480434,0.0,1.0,1.0
2154422.254879381,1819682.0715978448,2498979.6080274736,7.563999999999673,15.0,-9.947598300641403e-14,0.0,2127564.629158263,26552.665550521033,0.9999985834879028,0.06513487103528609,19.444444444444446,30.5,20.77777777777778,9.722222222222221,1.0,ttc2_dv35,certain,1726504.6744180054,15929267.421023136,,,,C,2.0,35.0,2359520.5829544836,1.5526887731650423,0.010583094108354913,0.21012066600298185,0.0,1.0,1.0
1245218.901290392,531962.7710838469,563451.4052257553,7.563999999999669,15.0,-6.394884621840902e-14,0.0,1209424.2061349764,37466.656358467764,0.9989457297127041,0.04,23.333333333333336,30.5,18.833333333333332,11.666666666666668,1.0,ttc2_dv42,certain,431547.3573039896,14510027.13198078,,,,C,2.0,42.0,322803.69474158983,0.1654927899755212,0.058727282430212586,0.2856696466248953,0.0,1.0,1.0
418443.63582127076,89867.58347591774,246611.85511534056,7.56399999999966,15.0,-4.973799150320701e-14,0.0,407789.04117307515,7540.303613684528,0.9925574419876199,0.04,5.833333333333334,30.5,28.555555555555557,1.9444444444444429,1.0,ttc3_dv7,certain,210361.96818247123,565600.0068694591,,,,C,3.0,7.0,209102.6669734895,0.4794384584559853,0.022508469909549512,0.2610529021138712,0.0,1.0,1.0
253628.32334403408,155305.88654733877,304898.4130309648,7.56399999999966,15.000000000000009,-9.947598300641403e-14,0.0,231735.30443697813,13176.80816774211,0.9533633240603924,0.4927465494532901,11.666666666666668,30.5,26.61111111111111,3.8888888888888893,1.0,ttc3_dv14,certain,230102.1497891518,393599.5144729456,,,,C,3.0,14.0,266400.48464567855,0.22229344048849548,0.021152010016386124,0.1856128021105152,0.0,1.0,1.0
194532.75248885227,238457.05327605523,153213.9764395888,7.563999999999661,15.000000000000002,-6.394884621840902e-14,0.0,167532.74397505907,12268.574870839391,0.9974965646509464,0.0,17.5,30.5,24.666666666666664,5.833333333333336,1.0,ttc3_dv21,certain,185216.19869625883,921175.2758843229,,,,C,3.0,21.0,101118.90496920848,0.2278702781405821,0.010191254499640721,0.268070808116934,0.0,1.0,1.0
