exp,seed,v0,thw0,lead_onset_t,rt_brake,rt_replan,brake_onset_idx,replan_onset_idx,lead_onset_idx,min_gap,collided,eps_pre_median,eps_max
0,22,25.0,0.668,0.8,1.4000000000000001,0.4,11,6,4,-109.22572631835938,0,1001.28,6456.467772753202
0,23,25.0,0.668,0.8,2.6,0.4,17,6,4,-194.47445983886718,0,1001.28,6020.382222788341
0,24,25.0,0.668,0.8,0.6000000000000001,0.4,7,6,4,-186.4508087158203,0,1001.28,7298.385898854609
0,25,25.0,0.668,0.8,2.2,0.4,15,6,4,-149.7956115722656,0,1001.28,6329.325603052339
0,26,25.0,0.668,0.8,1.2000000000000002,0.4,10,6,4,-193.94656677246093,0,1001.28,5955.097168761855
0,27,25.0,0.668,0.8,0.6000000000000001,0.4,7,6,4,-180.52316589355468,0,1001.28,5727.177474908414
0,28,25.0,0.668,0.8,0.6000000000000001,0.4,7,6,4,-74.4603759765625,1,1001.28,14490.004319888538
0,29,25.0,0.668,0.8,2.6,0.4,17,6,4,-174.01983947753905,0,1001.28,5858.597606077683
0,30,25.0,0.668,0.8,1.0,0.4,9,6,4,-165.278125,1,1001.28,13815.209689307581
0,31,25.0,0.668,0.8,0.6000000000000001,0.4,7,6,4,-103.55102844238282,1,1001.28,13403.991740410675
1,0,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-84.1759407043457,0,1001.28,8909.72111351522
1,1,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-59.26898880004883,0,1001.28,5327.701275875233
1,2,20.0,0.71,0.8,0.8,0.4,8,6,4,-81.08823318481446,0,1001.28,7359.68328483942
1,3,20.0,0.71,0.8,1.2000000000000002,0.4,10,6,4,-80.29296035766602,0,1001.28,6085.237593199861
1,4,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-82.19829483032227,0,1001.28,9609.542239081282
1,5,20.0,0.71,0.8,1.0,0.4,9,6,4,-91.6466896057129,0,1001.28,6210.779978277434
1,6,20.0,0.71,0.8,1.2000000000000002,0.4,10,6,4,-119.48912734985352,0,1001.28,5913.310080022944
1,7,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-61.69860763549805,0,1001.28,6055.03552932081
1,8,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-62.7975456237793,0,1001.28,43084.87006904876
1,9,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-91.10619277954102,0,1001.28,8821.284941406999
1,10,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-68.01613540649414,0,1001.28,45553.744606647335
1,11,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-107.70775527954102,0,1001.28,13624.542602080168
1,12,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-31.16102523803711,1,1001.28,10613.389135133986
1,13,20.0,0.71,0.8,0.8,0.4,8,6,4,-109.60468215942383,0,1001.28,7355.135548704664
1,14,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-86.2124855041504,0,1001.28,5135.748713026147
1,15,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-87.1990119934082,0,1001.28,6232.392754552504
1,16,20.0,0.71,0.8,1.6,0.4,12,6,4,-85.83090896606446,0,1001.28,36554.76140513292
1,17,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-63.03874130249024,0,1001.28,13278.785788054824
1,18,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-46.24364395141602,1,1001.28,10526.08777907551
1,19,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-92.03186721801758,0,1001.28,50206.3885520877
1,20,20.0,0.71,0.8,0.8,0.4,8,6,4,-78.67055435180664,0,1001.28,8493.959898613284
1,21,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-39.43037338256836,0,1001.28,5881.1369430069335
1,22,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-96.77065200805664,0,1001.28,6146.358007430386
1,23,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-88.9529182434082,0,1001.28,93679.25388496339
1,24,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-101.20911331176758,0,1001.28,149301.8058096968
1,25,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-53.39246292114258,0,1001.28,5098.59785912004
1,26,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-69.92038650512696,0,1001.28,5638.725539081746
1,27,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-88.90065689086914,0,1001.28,5559.623747765589
1,28,20.0,0.71,0.8,1.2000000000000002,0.4,10,6,4,-100.39910049438477,0,1001.28,5688.0723499307915
1,29,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-90.4841682434082,0,1001.28,7660.330162409573
1,30,20.0,0.71,0.8,1.0,0.4,9,6,4,-100.87180252075196,0,1001.28,5635.159976294197
1,31,20.0,0.71,0.8,0.6000000000000001,0.4,7,6,4,-95.79029006958008,0,1001.28,6841.319377707513
2,0,15.0,0.78,0.8,0.6000000000000001,0.4,7,6,4,-5.814154815673828,1,1001.28,8840.86207325559
2,1,15.0,0.78,0.8,0.6000000000000001,0.4,7,6,4,-25.443095397949218,0,1001.28,6079.020246437833
2,2,15.0,0.78,0.8,0.6000000000000001,0.4,7,6,4,-7.969912719726563,1,1001.28,10618.73966430242
2,3,15.0,0.78,0.8,0.8,0.4,8,6,4,-23.002291870117187,1,1001.28,9470.349167986156
2,4,15.0,0.78,0.8,0.6000000000000001,0.4,7,6,4,-8.1822998046875,1,1001.28,11121.671156963957
