seed_id,element,t_onset,crashed,t_impact,v_rel_impact,a_f_min,min_gap,y_ego_max
4799,0,2.6,True,5.4,3.4501712322235107,-7.37971305847168,-3.773280143737793,3.7922072410583496
4799,1,2.4000000000000004,False,,0.0,-5.997624397277832,1.025670051574707,3.970400810241699
4799,2,2.4000000000000004,False,,0.0,-5.5281829833984375,2.374661445617676,3.995357036590576
4799,3,2.6,True,5.4,4.06682014465332,-4.823856353759766,-6.9047040939331055,4.027500629425049
