n,n_completed,duration_q10_s,duration_q50_s,duration_q90_s,peak_v_lat_q10_mps,peak_v_lat_q50_mps,peak_v_lat_q90_mps,straddle_q50_s,crossing_v_lo_mps,crossing_v_hi_mps
6,0,,,,,,,,,
