exp,seed,v0,thw0,lead_onset_t,rt_brake,rt_replan,brake_onset_idx,replan_onset_idx,lead_onset_idx,min_gap,collided,eps_pre_median,eps_max
5,2,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-68.14516754150391,0,0.0,11428.942060010952
5,3,20.0,1.21,0.8,0.8,0.4,8,6,4,-109.61898345947266,0,0.0,10144.732073681382
5,4,20.0,1.21,0.8,1.2000000000000002,0.4,10,6,4,-71.56922454833985,0,0.0,255483.8903123091
5,5,20.0,1.21,0.8,1.2000000000000002,0.4,10,6,4,-74.50376434326172,0,0.0,143246.41605654752
5,6,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-79.34348602294922,0,0.0,10272.210793597873
5,7,20.0,1.21,0.8,0.8,0.4,8,6,4,-40.10127563476563,0,0.0,54222.264498604585
5,8,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-99.24215240478516,0,0.0,6082.104770702592
5,9,20.0,1.21,0.8,1.0,0.4,9,6,4,-96.78843231201172,0,0.0,5632.261580228116
5,10,20.0,1.21,0.8,1.0,0.4,9,6,4,-93.6958724975586,0,0.0,8616.145367033283
5,11,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-49.872012329101565,0,0.0,6222.930152506814
5,12,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-24.073153686523437,0,0.0,3484907.6298771575
5,13,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-71.98504180908203,0,0.0,6541.821233635075
5,14,20.0,1.21,0.8,1.0,0.4,9,6,4,-63.065425109863284,0,0.0,5659.072116756981
5,15,20.0,1.21,0.8,0.8,0.4,8,6,4,-62.5572006225586,0,0.0,6186.957038851382
5,16,20.0,1.21,0.8,1.6,0.4,12,6,4,-68.33632965087891,0,0.0,7912.176331951887
5,17,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-85.58306427001953,0,0.0,5664.976900392743
5,18,20.0,1.21,0.8,0.8,0.4,8,6,4,-42.31716461181641,0,0.0,6384.77597830308
5,19,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-56.145564270019534,0,0.0,62677.792220931384
5,20,20.0,1.21,0.8,0.8,0.4,8,6,4,-78.3511459350586,0,0.0,5486.308965562099
5,21,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-65.68241424560547,0,0.0,5597.773600113964
5,22,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-63.10319061279297,0,0.0,11807.657532395171
5,23,20.0,1.21,0.8,1.0,0.4,9,6,4,-58.123286437988284,0,0.0,5184.142520528201
5,24,20.0,1.21,0.8,0.8,0.4,8,6,4,-50.49219818115235,0,0.0,7213.9166501879845
5,25,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-44.96299285888672,0,0.0,5642.194873856502
5,26,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-78.4395248413086,0,0.0,22139.518069867634
5,27,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-58.760554504394534,0,0.0,57356.85731895049
5,28,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-23.299319458007812,0,0.0,9616.133881007125
5,29,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-73.3317367553711,0,0.0,6046.899605134224
5,30,20.0,1.21,0.8,1.4000000000000001,0.4,11,6,4,-111.05041046142578,0,0.0,6739.942552658073
5,31,20.0,1.21,0.8,0.6000000000000001,0.4,7,6,4,-33.911624145507815,0,0.0,6909.075910935917
6,0,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-16.157046508789062,0,0.0,5289.1156547890405
6,1,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-33.66954727172852,0,0.0,5576.117274169355
6,2,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-33.264556121826175,0,0.0,5134.387295373184
6,3,15.0,1.28,0.8,0.8,0.4,8,6,4,-38.44506759643555,0,0.0,7738.902484411087
6,4,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-8.484534454345702,0,0.0,10000.094862304335
6,5,15.0,1.28,0.8,1.0,0.4,9,6,4,-54.177283477783206,0,0.0,30424.458822860073
6,6,15.0,1.28,0.8,1.2000000000000002,0.4,10,6,4,-41.519568634033206,0,0.0,17338.04070094702
6,7,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-14.62389678955078,0,0.0,5927.680265512698
6,8,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-16.79307861328125,0,0.0,5166.442693809246
6,9,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-27.272643280029296,0,0.0,5824.703130344935
6,10,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-21.457335662841796,0,0.0,5165.744351884711
6,11,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-26.52664108276367,0,0.0,6253.550014096227
6,12,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-7.993685913085938,0,0.0,5992.894102691071
6,13,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-29.960700225830077,0,0.0,11445.80437809602
6,14,15.0,1.28,0.8,1.0,0.4,9,6,4,-80.3927375793457,0,0.0,6095.899277370418
6,15,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-6.271495056152344,0,0.0,5777.216076559703
6,16,15.0,1.28,0.8,1.6,0.4,12,6,4,-68.87763137817383,0,0.0,6927.277487755451
6,17,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-30.35584945678711,0,0.0,4822.053305473204
6,18,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-38.96830673217774,0,0.0,6748.103156598776
6,19,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-22.564643096923827,0,0.0,6275.925587356533
6,20,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-20.236266326904296,0,0.0,5818.2347574684845
6,21,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-26.592772674560546,0,0.0,85606.12086316878
6,22,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-26.688666534423827,0,0.0,6090.347037777618
6,23,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-42.06114883422852,0,0.0,6590.322471655303
6,24,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.12609786987305,0,0.0,4920.464504128273
6,25,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-29.42574234008789,0,0.0,6707.760865419419
6,26,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-55.70703811645508,0,0.0,5277145.235609542
6,27,15.0,1.28,0.8,1.2000000000000002,0.4,10,6,4,-81.61573715209961,0,0.0,6121.725704486917
6,28,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.34233779907227,0,0.0,49600.04623378468
6,29,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-21.02583236694336,0,0.0,6054.285661093854
6,30,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,-32.204558563232425,0,0.0,30414.261590316426
6,31,15.0,1.28,0.8,0.6000000000000001,0.4,7,6,4,4.313969421386719,0,0.0,3420.0779393955286
7,0,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,2.0549552917480467,0,0.0,3428.036444818503
7,1,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,2.3331668853759764,0,0.0,3381.677828237293
7,2,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,0.7874687194824217,0,0.0,4940.024544820601
7,3,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,1.9854591369628904,0,0.0,3423.017501390277
7,4,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,1.3367908477783201,0,0.0,3424.756949861391
7,5,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,1.8074901580810545,0,0.0,3316.190601253305
7,6,10.0,1.42,0.8,0.8,0.6000000000000001,8,7,4,1.9469993591308592,0,0.0,3424.410861598774
