seed_id,omega,v_f0,d0,thw0,t_crash_orig,t_lead_onset,t_anchor,schedule,glance_end,d_max,prob,no_response,crashed,t_onset,rt_vs_anchor,t_impact,v_rel_impact,dv_lead,p_inj,a_f_min,min_gap,a_l_min,t_nr
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,3.75,0.13333313333313335,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-3.75,1.0456004906500005,0.0,
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,5.25,0.24444424444424445,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-5.087092940000001,1.0532332230000003,0.0,
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,6.75,0.26666726666726664,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-5.087092940000001,1.0532332230000003,0.0,
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,8.25,0.24444424444424445,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-5.087092940000001,1.0532332230000003,0.0,
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,9.75,0.08888908888908889,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-5.087092940000001,1.0532332230000003,0.0,
3456,2.981746817,0.0,4.021037145,40.21037145,5.05,,0.45,attentive,,11.25,0.02222202222202222,False,False,3.6500000000000004,3.2,,0.0,0.0,0.0,-5.087092940000001,1.0532332230000003,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,3.75,0.13333313333313335,False,False,1.75,1.65,,0.0,0.0,0.0,-3.75,7.996152915050002,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,5.25,0.24444424444424445,False,False,1.75,1.65,,0.0,0.0,0.0,-5.2500000000000036,8.59223042685,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,6.75,0.26666726666726664,False,False,1.75,1.65,,0.0,0.0,0.0,-6.75,8.866549728049998,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,8.25,0.24444424444424445,False,False,1.75,1.65,,0.0,0.0,0.0,-8.250000000000002,9.00128226835,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,9.75,0.08888908888908889,False,False,1.75,1.65,,0.0,0.0,0.0,-9.75,9.067224348649997,0.0,
1989,8.522252513,3.43,18.21,5.309037900874635,5.05,,0.1,attentive,,11.25,0.02222202222202222,False,False,1.75,1.65,,0.0,0.0,0.0,-11.25,9.09371872895,0.0,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,3.75,0.13333313333313335,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-3.75,1.318094999999989,-2.680000000000027,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,5.25,0.24444424444424445,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-5.2500000000000036,2.10147499999999,-2.680000000000027,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,6.75,0.26666726666726664,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-6.75,2.476949999999988,-2.680000000000027,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,8.25,0.24444424444424445,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-8.250000000000002,2.6392424999999946,-2.680000000000027,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,9.75,0.08888908888908889,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-9.75,2.7057974999999885,-2.680000000000027,
137,5.614050536,4.96,3.94,0.7943548387096774,4.9,2.4000000000000004,3.3000000000000003,attentive,,11.25,0.02222202222202222,False,False,3.95,0.6499999999999999,,0.0,0.0,0.0,-11.25,2.7291124999999887,-2.680000000000027,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,3.75,0.13333313333313335,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-3.75,4.635847500000011,0.0,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,5.25,0.24444424444424445,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-5.2500000000000036,4.92165000000001,0.0,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,6.75,0.26666726666726664,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-6.75,5.053537500000008,0.0,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,8.25,0.24444424444424445,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-8.250000000000002,5.111835000000008,0.0,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,9.75,0.08888908888908889,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-9.750000000000005,5.137162500000006,0.0,
97,3.931568437,4.67,16.05,3.436830835117773,4.85,,0.0,attentive,,11.25,0.02222202222202222,False,False,2.7500000000000004,2.7500000000000004,,0.0,0.0,0.0,-11.25,5.142262500000006,0.0,
3992,1.947109029,3.25,9.88,3.04,5.15,0.0,2.3000000000000003,attentive,,3.75,0.13333313333313335,False,False,2.7500000000000004,0.4500000000000002,,0.0,0.0,0.0,-3.75,6.692009066250014,-1.3500000000000068,
3992,1.947109029,3.25,9.88,3.04,5.15,0.0,2.3000000000000003,attentive,,5.25,0.24444424444424445,False,False,2.7500000000000004,0.4500000000000002,,0.0,0.0,0.0,-5.2500000000000036,7.096901601925008,-1.3500000000000068,
3992,1.947109029,3.25,9.88,3.04,5.15,0.0,2.3000000000000003,attentive,,6.75,0.26666726666726664,False,False,2.7500000000000004,0.4500000000000002,,0.0,0.0,0.0,-6.75,7.251720030475008,-1.3500000000000068,
3992,1.947109029,3.25,9.88,3.04,5.15,0.0,2.3000000000000003,attentive,,8.25,0.24444424444424445,False,False,2.7500000000000004,0.4500000000000002,,0.0,0.0,0.0,-8.250000000000002,7.310373673325008,-1.3500000000000068,
