seed_id,omega,v_f0,d0,thw0,t_crash_orig,t_lead_onset,t_anchor,schedule,glance_end,d_max,prob,no_response,crashed,t_onset,rt_vs_anchor,t_impact,v_rel_impact,dv_lead,p_inj,a_f_min,min_gap,a_l_min,t_nr
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.8,4.7,5.25,1.3585909830251383e-05,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.8,4.7,6.75,1.4821038015674939e-05,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.8,4.7,8.25,1.3585909830251383e-05,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.8,4.7,9.75,4.94034600522498e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.8,4.7,11.25,1.2350726066004737e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,3.75,4.0437791010825514e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,5.25,7.4136000733878574e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,6.75,8.087588530584182e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,8.25,7.4136000733878574e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,9.75,2.6958628435280606e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=2.9,4.800000000000001,11.25,6.739581287772453e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,3.75,4.0437791010825514e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,5.25,7.4136000733878574e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,6.75,8.087588530584182e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,8.25,7.4136000733878574e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,9.75,2.6958628435280606e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.0,4.9,11.25,6.739581287772453e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,3.75,2.603759660793107e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,5.25,4.773562632828409e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,6.75,5.20753884983249e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,8.25,4.773562632828409e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,9.75,1.735846283277497e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.1,5.0,11.25,4.33956688757805e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,3.75,2.2897769273966633e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,5.25,4.197927229122198e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,6.75,4.579571028163215e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,8.25,4.197927229122198e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,9.75,1.5265236760544052e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.2,5.1000000000000005,11.25,3.8162662567112903e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,3.75,1.6147678147609864e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,5.25,2.9604096788599564e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,6.75,3.22954774031086e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,8.25,2.9604096788599564e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,9.75,1.0765159134369534e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.3,5.2,11.25,2.6912595066201644e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,3.75,1.6147678147609864e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,5.25,2.9604096788599564e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,6.75,3.22954774031086e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,8.25,2.9604096788599564e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,9.75,1.0765159134369534e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.4,5.300000000000001,11.25,2.6912595066201644e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,3.75,6.931867459482975e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,5.25,1.2708432340574774e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,6.75,1.3863786908101866e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,8.25,1.2708432340574774e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,9.75,4.6212623027006227e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.5,5.4,11.25,1.1553025783911758e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.6,5.5,3.75,6.931867459482975e-07,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.6,5.5,5.25,1.2708432340574774e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
4820,1.203485099,13.6,17.16,1.261764705882353,5.0,0.7000000000000001,1.9000000000000001,o=3.6,5.5,6.75,1.3863786908101866e-06,False,True,,,5.0,1.404536912,0.702268456,0.002601666536828469,0.0,-0.07555768060002066,-3.980000000000037,-0.25
